jahr;anlage;ort;bfsnr;rubrik;thema;wert;einheit;betrieb
2014;e0187;Küsnacht (ZH);154;Oberflächengewässer;Wärme;136;kW;Ja
2014;e0192;Männedorf;155;Oberflächengewässer;Wärme;500;kW;Ja
2014;e0193;Männedorf;155;Oberflächengewässer;Wärme;208;kW;Ja
2014;e0194;Meilen;156;Oberflächengewässer;Wärme;67;kW;Ja
2014;e0201;Meilen;156;Oberflächengewässer;Wärme;253;kW;Nein
2014;g0096;Dübendorf;191;Oberflächengewässer;Wärme;0;kW;Ja
2014;g0128;Dübendorf;191;Oberflächengewässer;Wärme;250;kW;Ja
2014;h0160;Pfäffikon;177;Oberflächengewässer;Wärme;279;kW;Ja
2014;h0165;Pfäffikon;177;Oberflächengewässer;Wärme;0;kW;Ja
2014;h0166;Pfäffikon;177;Oberflächengewässer;Wärme;187.2;kW;Ja
2014;h0167;Pfäffikon;177;Oberflächengewässer;Wärme;680;kW;Ja
2014;h0352;Pfäffikon;177;Oberflächengewässer;Wärme;0;kW;Ja
2014;k0087;Rheinau;38;Oberflächengewässer;Wärme;0;kW;Ja
2014;k0116;Flurlingen;29;Oberflächengewässer;Wärme;8;kW;Ja
2014;k0127;Andelfingen;291;Oberflächengewässer;Wärme;8;kW;Ja
2014;k0219;Flaach;28;Oberflächengewässer;Wärme;54;kW;Ja
2014;l0152;Hochfelden;59;Oberflächengewässer;Wärme;0;kW;Ja
2014;l0184;Eglisau;55;Oberflächengewässer;Wärme;80.6;kW;Ja
2014;l0204;Opfikon;66;Oberflächengewässer;Wärme;93;kW;Ja
2014;l0211;Glattfelden;58;Oberflächengewässer;Wärme;490;kW;Ja
2014;m0152;Bachs;81;Oberflächengewässer;Wärme;6.4;kW;Ja
2014;m0153;Bachs;81;Oberflächengewässer;Wärme;6.4;kW;Ja
2014;m0157;Bachs;81;Oberflächengewässer;Wärme;6.6;kW;Ja
2014;n0086;Birmensdorf (ZH);242;Oberflächengewässer;Wärme;0;kW;Ja
2014;n0134;Dietikon;243;Oberflächengewässer;Wärme;630;kW;Ja
2014;n0135;Dietikon;243;Oberflächengewässer;Wärme;360;kW;Ja
2015;b0098;Zürich;261;Oberflächengewässer;Wärme;533;kW;Ja
2015;b0102;Zürich;261;Oberflächengewässer;Wärme;274;kW;Ja
2015;b0116;Zürich;261;Oberflächengewässer;Wärme;100;kW;Ja
2015;b0118;Zürich;261;Oberflächengewässer;Wärme;7060;kW;Ja
2015;b0119;Zürich;261;Oberflächengewässer;Wärme;346;kW;Ja
2015;b0131;Zürich;261;Oberflächengewässer;Wärme;42;kW;Ja
2015;b0138;Zürich;261;Oberflächengewässer;Wärme;88;kW;Ja
2015;b0143;Zürich;261;Oberflächengewässer;Wärme;225;kW;Ja
2015;b0150;Zürich;261;Oberflächengewässer;Wärme;660;kW;Ja
2015;b0152;Zürich;261;Oberflächengewässer;Wärme;220;kW;Ja
2015;b0163;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2015;b0174;Zürich;261;Oberflächengewässer;Wärme;250;kW;Ja
2015;b0182;Zürich;261;Oberflächengewässer;Wärme;10.8;kW;Ja
2015;b0186;Zürich;261;Oberflächengewässer;Wärme;123;kW;Ja
2015;b0187;Zürich;261;Oberflächengewässer;Wärme;204;kW;Ja
2015;b0188;Zürich;261;Oberflächengewässer;Wärme;165;kW;Ja
2015;b0192;Zürich;261;Oberflächengewässer;Wärme;2211.7;kW;Ja
2015;b0193;Zürich;261;Oberflächengewässer;Wärme;600;kW;Ja
2015;b0194;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2015;b0195;Zürich;261;Oberflächengewässer;Wärme;355;kW;Ja
2015;b0196;Zürich;261;Oberflächengewässer;Wärme;70;kW;Ja
2015;b0197;Zürich;261;Oberflächengewässer;Wärme;41;kW;Ja
2015;b0202;Zürich;261;Oberflächengewässer;Wärme;1028.5;kW;Ja
2015;b0207;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2015;b0208;Zürich;261;Oberflächengewässer;Wärme;3840;kW;Ja
2015;b0209;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2015;b0210;Zürich;261;Oberflächengewässer;Wärme;120;kW;Nein
2015;b0223;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2015;b0729;Zürich;261;Oberflächengewässer;Wärme;1352;kW;Ja
2015;d0117;Wädenswil;293;Oberflächengewässer;Wärme;0;kW;Ja
2015;d0130;Horgen;295;Oberflächengewässer;Wärme;616;kW;Ja
2015;d0140;Wädenswil;293;Oberflächengewässer;Wärme;0;kW;Ja
2015;d0153;Kilchberg (ZH);135;Oberflächengewässer;Wärme;0;kW;Ja
2015;d0197;Horgen;295;Oberflächengewässer;Wärme;48;kW;Ja
2015;d0217;Wädenswil;293;Oberflächengewässer;Wärme;10.5;kW;Ja
2015;d0221;Rüschlikon;139;Oberflächengewässer;Wärme;5.7;kW;Ja
2015;d0225;Wädenswil;293;Oberflächengewässer;Wärme;450;kW;Ja
2015;d0226;Kilchberg (ZH);135;Oberflächengewässer;Wärme;280;kW;Ja
2015;d0229;Horgen;295;Oberflächengewässer;Wärme;121.4;kW;Ja
2015;d0230;Thalwil;141;Oberflächengewässer;Wärme;372;kW;Ja
2015;d0234;Wädenswil;293;Oberflächengewässer;Wärme;257;kW;Nein
2015;d0236;Horgen;295;Oberflächengewässer;Wärme;604;kW;Ja
2015;d0246;Horgen;295;Oberflächengewässer;Wärme;0;kW;ja
2015;d0287;Wädenswil;293;Oberflächengewässer;Wärme;30;kW;Ja
2015;d0288;Wädenswil;293;Oberflächengewässer;Wärme;28;kW;Ja
2015;e0100;Küsnacht (ZH);154;Oberflächengewässer;Wärme;545;kW;Ja
2015;e0123;Uetikon am See;159;Oberflächengewässer;Wärme;0;kW;Ja
2015;e0132;Meilen;156;Oberflächengewässer;Wärme;0;kW;Ja
2015;e0141;Stäfa;158;Oberflächengewässer;Wärme;23;kW;Ja
2015;e0143;Zollikon;161;Oberflächengewässer;Wärme;37;kW;Ja
2015;e0163;Männedorf;155;Oberflächengewässer;Wärme;26;kW;Ja
2015;e0165;Meilen;156;Oberflächengewässer;Wärme;130;kW;Ja
2015;e0170;Männedorf;155;Oberflächengewässer;Wärme;25;kW;Ja
2015;e0172;Stäfa;158;Oberflächengewässer;Wärme;0;kW;Ja
2015;e0174;Meilen;156;Oberflächengewässer;Wärme;105;kW;Ja
2015;e0187;Küsnacht (ZH);154;Oberflächengewässer;Wärme;136;kW;Ja
2015;e0192;Männedorf;155;Oberflächengewässer;Wärme;500;kW;Ja
2015;e0193;Männedorf;155;Oberflächengewässer;Wärme;208;kW;Ja
2015;e0194;Meilen;156;Oberflächengewässer;Wärme;67;kW;Ja
2015;e0201;Meilen;156;Oberflächengewässer;Wärme;253;kW;Nein
2015;g0096;Dübendorf;191;Oberflächengewässer;Wärme;0;kW;Ja
2015;g0128;Dübendorf;191;Oberflächengewässer;Wärme;250;kW;Ja
2015;h0160;Pfäffikon;177;Oberflächengewässer;Wärme;279;kW;Ja
2015;h0165;Pfäffikon;177;Oberflächengewässer;Wärme;230;kW;Ja
2015;h0166;Pfäffikon;177;Oberflächengewässer;Wärme;187.2;kW;Ja
2015;h0167;Pfäffikon;177;Oberflächengewässer;Wärme;680;kW;Ja
2015;h0352;Pfäffikon;177;Oberflächengewässer;Wärme;0;kW;Ja
2015;k0087;Rheinau;38;Oberflächengewässer;Wärme;0;kW;Ja
2015;k0116;Flurlingen;29;Oberflächengewässer;Wärme;8;kW;Ja
2015;k0127;Andelfingen;291;Oberflächengewässer;Wärme;8;kW;Ja
2015;k0219;Flaach;28;Oberflächengewässer;Wärme;54;kW;Ja
2015;l0152;Hochfelden;59;Oberflächengewässer;Wärme;0;kW;Ja
2015;l0184;Eglisau;55;Oberflächengewässer;Wärme;80.6;kW;Ja
2015;l0204;Opfikon;66;Oberflächengewässer;Wärme;93;kW;Ja
2015;l0211;Glattfelden;58;Oberflächengewässer;Wärme;490;kW;Ja
2015;m0152;Bachs;81;Oberflächengewässer;Wärme;6.4;kW;Ja
2015;m0153;Bachs;81;Oberflächengewässer;Wärme;6.4;kW;Ja
2015;m0157;Bachs;81;Oberflächengewässer;Wärme;6.6;kW;Ja
2015;n0134;Dietikon;243;Oberflächengewässer;Wärme;630;kW;Ja
2015;n0135;Dietikon;243;Oberflächengewässer;Wärme;360;kW;Ja
2016;b0098;Zürich;261;Oberflächengewässer;Wärme;533;kW;Ja
2016;b0102;Zürich;261;Oberflächengewässer;Wärme;274;kW;Ja
2016;b0116;Zürich;261;Oberflächengewässer;Wärme;100;kW;Ja
2016;b0118;Zürich;261;Oberflächengewässer;Wärme;7060;kW;Ja
2016;b0119;Zürich;261;Oberflächengewässer;Wärme;346;kW;Ja
2016;b0131;Zürich;261;Oberflächengewässer;Wärme;42;kW;Ja
2016;b0138;Zürich;261;Oberflächengewässer;Wärme;88;kW;Ja
2016;b0143;Zürich;261;Oberflächengewässer;Wärme;225;kW;Ja
2016;b0150;Zürich;261;Oberflächengewässer;Wärme;660;kW;Ja
2016;b0152;Zürich;261;Oberflächengewässer;Wärme;220;kW;Ja
2016;b0163;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2016;b0174;Zürich;261;Oberflächengewässer;Wärme;250;kW;Ja
2016;b0182;Zürich;261;Oberflächengewässer;Wärme;18.5;kW;Ja
2016;b0186;Zürich;261;Oberflächengewässer;Wärme;123;kW;Ja
2016;b0187;Zürich;261;Oberflächengewässer;Wärme;204;kW;Ja
2016;b0188;Zürich;261;Oberflächengewässer;Wärme;165;kW;Ja
2016;b0192;Zürich;261;Oberflächengewässer;Wärme;2211.7;kW;Ja
2016;b0193;Zürich;261;Oberflächengewässer;Wärme;600;kW;Ja
2016;b0194;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2016;b0195;Zürich;261;Oberflächengewässer;Wärme;355;kW;Ja
2016;b0196;Zürich;261;Oberflächengewässer;Wärme;70;kW;Ja
2016;b0197;Zürich;261;Oberflächengewässer;Wärme;41;kW;Ja
2016;b0202;Zürich;261;Oberflächengewässer;Wärme;1028.5;kW;Ja
2016;b0207;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2016;b0208;Zürich;261;Oberflächengewässer;Wärme;999.6;kW;Ja
2016;b0209;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2016;b0210;Zürich;261;Oberflächengewässer;Wärme;120;kW;Nein
2016;b0223;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2016;b0729;Zürich;261;Oberflächengewässer;Wärme;1352;kW;Ja
2016;d0117;Wädenswil;293;Oberflächengewässer;Wärme;0;kW;Ja
2016;d0130;Horgen;295;Oberflächengewässer;Wärme;616;kW;Ja
2016;d0140;Wädenswil;293;Oberflächengewässer;Wärme;0;kW;Ja
2016;d0153;Kilchberg (ZH);135;Oberflächengewässer;Wärme;0;kW;Ja
2016;d0197;Horgen;295;Oberflächengewässer;Wärme;48;kW;Ja
2016;d0217;Wädenswil;293;Oberflächengewässer;Wärme;10.5;kW;Ja
2016;d0221;Rüschlikon;139;Oberflächengewässer;Wärme;5.7;kW;Ja
2016;d0225;Wädenswil;293;Oberflächengewässer;Wärme;450;kW;Ja
2016;d0226;Kilchberg (ZH);135;Oberflächengewässer;Wärme;280;kW;Ja
2016;d0229;Horgen;295;Oberflächengewässer;Wärme;121.4;kW;Ja
2016;d0230;Thalwil;141;Oberflächengewässer;Wärme;372;kW;Ja
2016;d0234;Wädenswil;293;Oberflächengewässer;Wärme;125;kW;Ja
2016;d0236;Horgen;295;Oberflächengewässer;Wärme;604;kW;Ja
2016;d0246;Horgen;295;Oberflächengewässer;Wärme;0;kW;ja
2016;d0287;Wädenswil;293;Oberflächengewässer;Wärme;30;kW;Ja
2016;d0288;Wädenswil;293;Oberflächengewässer;Wärme;28;kW;Ja
2016;e0100;Küsnacht (ZH);154;Oberflächengewässer;Wärme;545;kW;Ja
2016;e0123;Uetikon am See;159;Oberflächengewässer;Wärme;0;kW;Ja
2016;e0132;Meilen;156;Oberflächengewässer;Wärme;0;kW;Ja
2016;e0141;Stäfa;158;Oberflächengewässer;Wärme;23;kW;Ja
2016;e0143;Zollikon;161;Oberflächengewässer;Wärme;37;kW;Ja
2016;e0163;Männedorf;155;Oberflächengewässer;Wärme;26;kW;Ja
2016;e0165;Meilen;156;Oberflächengewässer;Wärme;130;kW;Ja
2016;e0170;Männedorf;155;Oberflächengewässer;Wärme;25;kW;Ja
2016;e0172;Stäfa;158;Oberflächengewässer;Wärme;0;kW;Ja
2016;e0174;Meilen;156;Oberflächengewässer;Wärme;105;kW;Ja
2016;e0187;Küsnacht (ZH);154;Oberflächengewässer;Wärme;136;kW;Ja
2016;e0192;Männedorf;155;Oberflächengewässer;Wärme;500;kW;Ja
2016;e0193;Männedorf;155;Oberflächengewässer;Wärme;208;kW;Ja
2016;e0194;Meilen;156;Oberflächengewässer;Wärme;67;kW;Ja
2016;e0201;Meilen;156;Oberflächengewässer;Wärme;227;kW;Ja
2016;g0096;Dübendorf;191;Oberflächengewässer;Wärme;0;kW;Ja
2016;g0128;Dübendorf;191;Oberflächengewässer;Wärme;250;kW;Ja
2016;h0160;Pfäffikon;177;Oberflächengewässer;Wärme;279;kW;Ja
2016;h0165;Pfäffikon;177;Oberflächengewässer;Wärme;230;kW;Ja
2016;h0166;Pfäffikon;177;Oberflächengewässer;Wärme;187.2;kW;Ja
2016;h0167;Pfäffikon;177;Oberflächengewässer;Wärme;680;kW;Ja
2016;h0352;Pfäffikon;177;Oberflächengewässer;Wärme;0;kW;Ja
2016;k0087;Rheinau;38;Oberflächengewässer;Wärme;0;kW;Ja
2016;k0116;Flurlingen;29;Oberflächengewässer;Wärme;8;kW;Ja
2016;k0127;Andelfingen;291;Oberflächengewässer;Wärme;8;kW;Ja
2016;k0219;Flaach;28;Oberflächengewässer;Wärme;54;kW;Ja
2016;l0152;Hochfelden;59;Oberflächengewässer;Wärme;0;kW;Ja
2016;l0184;Eglisau;55;Oberflächengewässer;Wärme;80.6;kW;Ja
2016;l0204;Opfikon;66;Oberflächengewässer;Wärme;93;kW;Ja
2016;l0211;Glattfelden;58;Oberflächengewässer;Wärme;490;kW;Ja
2016;m0152;Bachs;81;Oberflächengewässer;Wärme;6.4;kW;Ja
2016;m0153;Bachs;81;Oberflächengewässer;Wärme;6.4;kW;Ja
2016;m0157;Bachs;81;Oberflächengewässer;Wärme;6.6;kW;Ja
2016;n0134;Dietikon;243;Oberflächengewässer;Wärme;630;kW;Ja
2016;n0135;Dietikon;243;Oberflächengewässer;Wärme;360;kW;Ja
2017;b0098;Zürich;261;Oberflächengewässer;Wärme;533;kW;Ja
2017;b0102;Zürich;261;Oberflächengewässer;Wärme;274;kW;Ja
2017;b0116;Zürich;261;Oberflächengewässer;Wärme;100;kW;Ja
2017;b0118;Zürich;261;Oberflächengewässer;Wärme;7060;kW;Ja
2017;b0119;Zürich;261;Oberflächengewässer;Wärme;346;kW;Ja
2017;b0131;Zürich;261;Oberflächengewässer;Wärme;42;kW;Ja
2017;b0138;Zürich;261;Oberflächengewässer;Wärme;88;kW;Ja
2017;b0143;Zürich;261;Oberflächengewässer;Wärme;225;kW;Ja
2017;b0150;Zürich;261;Oberflächengewässer;Wärme;660;kW;Ja
2017;b0152;Zürich;261;Oberflächengewässer;Wärme;220;kW;Ja
2017;b0163;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2017;b0174;Zürich;261;Oberflächengewässer;Wärme;250;kW;Ja
2017;b0182;Zürich;261;Oberflächengewässer;Wärme;18.5;kW;Ja
2017;b0186;Zürich;261;Oberflächengewässer;Wärme;123;kW;Ja
2017;b0187;Zürich;261;Oberflächengewässer;Wärme;204;kW;Ja
2017;b0188;Zürich;261;Oberflächengewässer;Wärme;165;kW;Ja
2017;b0192;Zürich;261;Oberflächengewässer;Wärme;2818.6;kW;Ja
2017;b0193;Zürich;261;Oberflächengewässer;Wärme;600;kW;Ja
2017;b0194;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2017;b0195;Zürich;261;Oberflächengewässer;Wärme;355;kW;Ja
2017;b0196;Zürich;261;Oberflächengewässer;Wärme;70;kW;Ja
2017;b0197;Zürich;261;Oberflächengewässer;Wärme;41;kW;Ja
2017;b0202;Zürich;261;Oberflächengewässer;Wärme;1028.5;kW;Ja
2017;b0207;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2017;b0208;Zürich;261;Oberflächengewässer;Wärme;999.6;kW;Ja
2017;b0209;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2017;b0210;Zürich;261;Oberflächengewässer;Wärme;120;kW;Ja
2017;b0223;Zürich;261;Oberflächengewässer;Wärme;0;kW;Ja
2017;b0729;Zürich;261;Oberflächengewässer;Wärme;1702;kW;Ja
2017;d0117;Wädenswil;293;Oberflächengewässer;Wärme;0;kW;Ja
2017;d0130;Horgen;295;Oberflächengewässer;Wärme;616;kW;Ja
2017;d0140;Wädenswil;293;Oberflächengewässer;Wärme;0;kW;Ja
2017;d0153;Kilchberg (ZH);135;Oberflächengewässer;Wärme;0;kW;Ja
2017;d0197;Horgen;295;Oberflächengewässer;Wärme;48;kW;Ja
2017;d0217;Wädenswil;293;Oberflächengewässer;Wärme;10.5;kW;Ja
2017;d0221;Rüschlikon;139;Oberflächengewässer;Wärme;5.7;kW;Ja
2017;d0225;Wädenswil;293;Oberflächengewässer;Wärme;450;kW;Ja
2017;d0226;Kilchberg (ZH);135;Oberflächengewässer;Wärme;280;kW;Ja
2017;d0230;Thalwil;141;Oberflächengewässer;Wärme;372;kW;Ja
2017;d0234;Wädenswil;293;Oberflächengewässer;Wärme;125;kW;Ja
2017;d0236;Horgen;295;Oberflächengewässer;Wärme;604;kW;Ja
2017;d0239;Horgen;295;Oberflächengewässer;Wärme;334;kW;Nein
2017;d0241;Horgen;295;Oberflächengewässer;Wärme;280;kW;Nein
2017;d0246;Horgen;295;Oberflächengewässer;Wärme;0;kW;ja
2017;d0287;Wädenswil;293;Oberflächengewässer;Wärme;30;kW;Ja
2017;d0288;Wädenswil;293;Oberflächengewässer;Wärme;28;kW;Ja
2017;e0100;Küsnacht (ZH);154;Oberflächengewässer;Wärme;545;kW;Ja
2017;e0123;Uetikon am See;159;Oberflächengewässer;Wärme;0;kW;Ja
2017;e0132;Meilen;156;Oberflächengewässer;Wärme;0;kW;Ja
2017;e0141;Stäfa;158;Oberflächengewässer;Wärme;23;kW;Ja
2017;e0143;Zollikon;161;Oberflächengewässer;Wärme;37;kW;Ja
2017;e0163;Männedorf;155;Oberflächengewässer;Wärme;26;kW;Ja
2017;e0165;Meilen;156;Oberflächengewässer;Wärme;130;kW;Ja
2017;e0170;Männedorf;155;Oberflächengewässer;Wärme;25;kW;Ja
2017;e0172;Stäfa;158;Oberflächengewässer;Wärme;0;kW;Ja
2017;e0174;Meilen;156;Oberflächengewässer;Wärme;105;kW;Ja
2017;e0187;Küsnacht (ZH);154;Oberflächengewässer;Wärme;136;kW;Ja
2017;e0192;Männedorf;155;Oberflächengewässer;Wärme;500;kW;Ja
2017;e0193;Männedorf;155;Oberflächengewässer;Wärme;208;kW;Ja
2017;e0194;Meilen;156;Oberflächengewässer;Wärme;67;kW;Ja
2017;e0201;Meilen;156;Oberflächengewässer;Wärme;227;kW;Ja
2017;g0096;Dübendorf;191;Oberflächengewässer;Wärme;0;kW;Ja
2017;g0128;Dübendorf;191;Oberflächengewässer;Wärme;250;kW;Ja
2017;g0139;Dübendorf;191;Oberflächengewässer;Wärme;573;kW;Nein
2017;h0160;Pfäffikon;177;Oberflächengewässer;Wärme;279;kW;Ja
2017;h0165;Pfäffikon;177;Oberflächengewässer;Wärme;230;kW;Ja
2017;h0166;Pfäffikon;177;Oberflächengewässer;Wärme;187.2;kW;Ja
2017;h0167;Pfäffikon;177;Oberflächengewässer;Wärme;680;kW;Ja
2017;h0352;Pfäffikon;177;Oberflächengewässer;Wärme;0;kW;Ja
2017;k0087;Rheinau;38;Oberflächengewässer;Wärme;0;kW;Ja
