bfsakt,gemakt,jahr,wert
293,Wädenswil,2019,134299.128
293,Wädenswil,2020,127448.425
293,Wädenswil,2021,142563.039
293,Wädenswil,2022,127064
293,Wädenswil,2023,114245
293,Wädenswil,2024,0
294,Elgg,2004,0
294,Elgg,2005,0
294,Elgg,2006,0
294,Elgg,2007,0
294,Elgg,2008,0
294,Elgg,2009,0
294,Elgg,2010,0
294,Elgg,2011,0
294,Elgg,2012,0
294,Elgg,2013,0
294,Elgg,2014,0
294,Elgg,2015,0
294,Elgg,2016,0
294,Elgg,2017,0
294,Elgg,2018,0
294,Elgg,2019,0
294,Elgg,2020,0
294,Elgg,2021,0
294,Elgg,2022,0
294,Elgg,2023,0
294,Elgg,2024,0
295,Horgen,2004,96145.846
295,Horgen,2005,91352.699
295,Horgen,2006,95293.09
295,Horgen,2007,74018.474
295,Horgen,2008,86514.339
295,Horgen,2009,77343.423
295,Horgen,2010,78587.067
295,Horgen,2011,74676.257
295,Horgen,2012,47622
295,Horgen,2013,81011.362
295,Horgen,2014,71084.895
295,Horgen,2015,76214.895
295,Horgen,2016,79954.421
295,Horgen,2017,84728.19
295,Horgen,2018,82505.969
295,Horgen,2019,84413.229
295,Horgen,2020,76118.455
295,Horgen,2021,84469.83
295,Horgen,2022,79605
295,Horgen,2023,69419
295,Horgen,2024,0
296,Illnau-Effretikon,2004,37473.53
296,Illnau-Effretikon,2005,36710.034
296,Illnau-Effretikon,2006,39173.531
296,Illnau-Effretikon,2007,27912.762
296,Illnau-Effretikon,2008,36171.84
296,Illnau-Effretikon,2009,34226.248
296,Illnau-Effretikon,2010,33905.951
296,Illnau-Effretikon,2011,36287.95
296,Illnau-Effretikon,2012,36538
296,Illnau-Effretikon,2013,45486.564
296,Illnau-Effretikon,2014,42067.169
296,Illnau-Effretikon,2015,42284.403
296,Illnau-Effretikon,2016,43439.908
296,Illnau-Effretikon,2017,48020.42
296,Illnau-Effretikon,2018,51138.144
296,Illnau-Effretikon,2019,59277.202
296,Illnau-Effretikon,2020,57393.376
296,Illnau-Effretikon,2021,65000.753
296,Illnau-Effretikon,2022,61301.326
296,Illnau-Effretikon,2023,51058.319
296,Illnau-Effretikon,2024,49741.695
297,Bauma,2004,0
297,Bauma,2005,0
297,Bauma,2006,0
297,Bauma,2007,0
297,Bauma,2008,0
297,Bauma,2009,0
297,Bauma,2010,0
297,Bauma,2011,0
297,Bauma,2012,0
297,Bauma,2013,0
297,Bauma,2014,0
297,Bauma,2015,0
297,Bauma,2016,0
297,Bauma,2017,0
297,Bauma,2018,0
297,Bauma,2019,0
297,Bauma,2020,0
297,Bauma,2021,0
297,Bauma,2022,0
297,Bauma,2023,0
297,Bauma,2024,0
298,Wiesendangen,2004,5200
298,Wiesendangen,2005,5863
298,Wiesendangen,2006,5600
298,Wiesendangen,2007,4964
298,Wiesendangen,2008,5720
298,Wiesendangen,2009,6137
298,Wiesendangen,2010,7002
298,Wiesendangen,2011,6261
298,Wiesendangen,2012,7076
298,Wiesendangen,2013,7553
298,Wiesendangen,2014,6483
298,Wiesendangen,2015,7110
298,Wiesendangen,2016,7430.771
298,Wiesendangen,2017,7460.58
298,Wiesendangen,2018,4131.225
298,Wiesendangen,2019,8141.649
298,Wiesendangen,2020,8004.46
298,Wiesendangen,2021,8925.618
298,Wiesendangen,2022,8773.963
298,Wiesendangen,2023,7203.848
298,Wiesendangen,2024,7151.858
