"bfsnr","gemeinde","jahr","total_waermeentnahme_kw","total_waermeeintrag_kw","anzahl","cum_waermeentnahme_kw","cum_waermeeintrag_kw","cum_anzahl"
1,"Aeugst am Albis",1981,0,0,0,0,0,0
1,"Aeugst am Albis",1982,0,0,0,0,0,0
1,"Aeugst am Albis",1983,0,0,0,0,0,0
1,"Aeugst am Albis",1984,0,0,0,0,0,0
1,"Aeugst am Albis",1985,0,0,0,0,0,0
1,"Aeugst am Albis",1986,0,0,0,0,0,0
1,"Aeugst am Albis",1987,0,0,0,0,0,0
1,"Aeugst am Albis",1988,0,0,0,0,0,0
1,"Aeugst am Albis",1989,0,0,0,0,0,0
1,"Aeugst am Albis",1990,0,0,0,0,0,0
1,"Aeugst am Albis",1991,0,0,0,0,0,0
1,"Aeugst am Albis",1992,0,0,0,0,0,0
1,"Aeugst am Albis",1993,0,0,0,0,0,0
1,"Aeugst am Albis",1994,14,0,1,14,0,1
1,"Aeugst am Albis",1995,0,0,0,14,0,1
1,"Aeugst am Albis",1996,0,0,0,14,0,1
1,"Aeugst am Albis",1997,0,0,0,14,0,1
1,"Aeugst am Albis",1998,0,0,0,14,0,1
1,"Aeugst am Albis",1999,0,0,0,14,0,1
1,"Aeugst am Albis",2000,0,0,0,14,0,1
1,"Aeugst am Albis",2001,0,0,0,14,0,1
1,"Aeugst am Albis",2002,0,0,0,14,0,1
1,"Aeugst am Albis",2003,0,0,0,14,0,1
1,"Aeugst am Albis",2004,0,0,0,14,0,1
1,"Aeugst am Albis",2005,0,0,0,14,0,1
1,"Aeugst am Albis",2006,0,0,0,14,0,1
1,"Aeugst am Albis",2007,0,0,0,14,0,1
1,"Aeugst am Albis",2008,0,0,0,14,0,1
1,"Aeugst am Albis",2009,0,0,0,14,0,1
1,"Aeugst am Albis",2010,0,0,0,14,0,1
1,"Aeugst am Albis",2011,0,0,0,14,0,1
1,"Aeugst am Albis",2012,0,0,0,14,0,1
1,"Aeugst am Albis",2013,0,0,0,14,0,1
1,"Aeugst am Albis",2014,0,0,0,14,0,1
1,"Aeugst am Albis",2015,0,0,0,14,0,1
1,"Aeugst am Albis",2016,0,0,0,14,0,1
1,"Aeugst am Albis",2017,0,0,0,14,0,1
1,"Aeugst am Albis",2018,0,0,0,14,0,1
1,"Aeugst am Albis",2019,0,0,0,14,0,1
1,"Aeugst am Albis",2020,0,0,0,14,0,1
1,"Aeugst am Albis",2021,0,0,0,14,0,1
1,"Aeugst am Albis",2022,0,0,0,14,0,1
1,"Aeugst am Albis",2023,0,0,0,14,0,1
2,"Affoltern am Albis",1981,0,0,0,0,0,0
2,"Affoltern am Albis",1982,0,0,0,0,0,0
2,"Affoltern am Albis",1983,0,0,0,0,0,0
2,"Affoltern am Albis",1984,0,0,0,0,0,0
2,"Affoltern am Albis",1985,0,0,0,0,0,0
2,"Affoltern am Albis",1986,0,0,0,0,0,0
2,"Affoltern am Albis",1987,0,0,0,0,0,0
2,"Affoltern am Albis",1988,0,0,0,0,0,0
2,"Affoltern am Albis",1989,0,0,0,0,0,0
2,"Affoltern am Albis",1990,0,0,0,0,0,0
2,"Affoltern am Albis",1991,0,0,0,0,0,0
2,"Affoltern am Albis",1992,0,0,0,0,0,0
2,"Affoltern am Albis",1993,0,0,0,0,0,0
2,"Affoltern am Albis",1994,0,0,0,0,0,0
2,"Affoltern am Albis",1995,0,0,0,0,0,0
2,"Affoltern am Albis",1996,0,0,0,0,0,0
2,"Affoltern am Albis",1997,0,0,0,0,0,0
2,"Affoltern am Albis",1998,0,0,0,0,0,0
2,"Affoltern am Albis",1999,0,0,0,0,0,0
2,"Affoltern am Albis",2000,0,0,0,0,0,0
2,"Affoltern am Albis",2001,0,0,0,0,0,0
2,"Affoltern am Albis",2002,0,0,0,0,0,0
2,"Affoltern am Albis",2003,0,0,0,0,0,0
2,"Affoltern am Albis",2004,50.4,0,1,50.4,0,1
2,"Affoltern am Albis",2005,0,0,0,50.4,0,1
2,"Affoltern am Albis",2006,0,0,0,50.4,0,1
2,"Affoltern am Albis",2007,0,0,0,50.4,0,1
2,"Affoltern am Albis",2008,0,0,0,50.4,0,1
2,"Affoltern am Albis",2009,0,0,0,50.4,0,1
2,"Affoltern am Albis",2010,0,0,0,50.4,0,1
2,"Affoltern am Albis",2011,0,0,0,50.4,0,1
2,"Affoltern am Albis",2012,0,0,0,50.4,0,1
2,"Affoltern am Albis",2013,0,0,0,50.4,0,1
2,"Affoltern am Albis",2014,38,0,1,88.4,0,2
2,"Affoltern am Albis",2015,29.1,0,1,117.5,0,3
2,"Affoltern am Albis",2016,0,0,0,117.5,0,3
2,"Affoltern am Albis",2017,0,0,0,117.5,0,3
2,"Affoltern am Albis",2018,0,0,0,117.5,0,3
2,"Affoltern am Albis",2019,0,0,0,117.5,0,3
2,"Affoltern am Albis",2020,0,0,0,117.5,0,3
2,"Affoltern am Albis",2021,0,0,0,117.5,0,3
2,"Affoltern am Albis",2022,0,0,0,117.5,0,3
2,"Affoltern am Albis",2023,0,0,0,117.5,0,3
3,"Bonstetten",1981,0,0,0,0,0,0
3,"Bonstetten",1982,0,0,0,0,0,0
3,"Bonstetten",1983,0,0,0,0,0,0
3,"Bonstetten",1984,0,0,0,0,0,0
3,"Bonstetten",1985,0,0,0,0,0,0
3,"Bonstetten",1986,0,0,0,0,0,0
3,"Bonstetten",1987,0,0,0,0,0,0
3,"Bonstetten",1988,0,0,0,0,0,0
3,"Bonstetten",1989,0,0,0,0,0,0
3,"Bonstetten",1990,0,0,0,0,0,0
3,"Bonstetten",1991,0,0,0,0,0,0
3,"Bonstetten",1992,0,0,0,0,0,0
3,"Bonstetten",1993,0,0,0,0,0,0
3,"Bonstetten",1994,0,0,0,0,0,0
3,"Bonstetten",1995,0,0,0,0,0,0
3,"Bonstetten",1996,0,0,0,0,0,0
3,"Bonstetten",1997,0,0,0,0,0,0
3,"Bonstetten",1998,0,0,0,0,0,0
3,"Bonstetten",1999,0,0,0,0,0,0
3,"Bonstetten",2000,0,0,0,0,0,0
3,"Bonstetten",2001,0,0,0,0,0,0
3,"Bonstetten",2002,0,0,0,0,0,0
3,"Bonstetten",2003,0,0,0,0,0,0
3,"Bonstetten",2004,0,0,0,0,0,0
3,"Bonstetten",2005,0,0,0,0,0,0
3,"Bonstetten",2006,0,0,0,0,0,0
3,"Bonstetten",2007,0,0,0,0,0,0
3,"Bonstetten",2008,0,0,0,0,0,0
3,"Bonstetten",2009,0,0,0,0,0,0
3,"Bonstetten",2010,0,0,0,0,0,0
3,"Bonstetten",2011,0,0,0,0,0,0
3,"Bonstetten",2012,0,0,0,0,0,0
3,"Bonstetten",2013,0,0,0,0,0,0
3,"Bonstetten",2014,0,0,0,0,0,0
3,"Bonstetten",2015,4.5,0,1,4.5,0,1
3,"Bonstetten",2016,0,0,0,4.5,0,1
3,"Bonstetten",2017,0,0,0,4.5,0,1
3,"Bonstetten",2018,0,0,0,4.5,0,1
3,"Bonstetten",2019,0,0,0,4.5,0,1
3,"Bonstetten",2020,0,0,0,4.5,0,1
3,"Bonstetten",2021,0,0,0,4.5,0,1
3,"Bonstetten",2022,0,0,0,4.5,0,1
3,"Bonstetten",2023,0,0,0,4.5,0,1
5,"Hedingen",1981,0,0,0,0,0,0
5,"Hedingen",1982,0,0,0,0,0,0
5,"Hedingen",1983,0,0,0,0,0,0
5,"Hedingen",1984,0,0,0,0,0,0
5,"Hedingen",1985,0,0,0,0,0,0
5,"Hedingen",1986,0,0,0,0,0,0
5,"Hedingen",1987,0,0,0,0,0,0
5,"Hedingen",1988,0,0,0,0,0,0
5,"Hedingen",1989,0,0,0,0,0,0
5,"Hedingen",1990,0,0,0,0,0,0
5,"Hedingen",1991,0,0,0,0,0,0
5,"Hedingen",1992,0,0,0,0,0,0
5,"Hedingen",1993,0,0,0,0,0,0
5,"Hedingen",1994,0,0,0,0,0,0
5,"Hedingen",1995,0,0,0,0,0,0
5,"Hedingen",1996,0,0,0,0,0,0
5,"Hedingen",1997,0,0,0,0,0,0
5,"Hedingen",1998,0,0,0,0,0,0
5,"Hedingen",1999,0,0,0,0,0,0
5,"Hedingen",2000,0,0,0,0,0,0
5,"Hedingen",2001,0,0,0,0,0,0
5,"Hedingen",2002,0,0,0,0,0,0
5,"Hedingen",2003,0,0,0,0,0,0
5,"Hedingen",2004,0,0,0,0,0,0
5,"Hedingen",2005,0,0,0,0,0,0
5,"Hedingen",2006,0,0,0,0,0,0
5,"Hedingen",2007,0,0,0,0,0,0
5,"Hedingen",2008,0,0,0,0,0,0
5,"Hedingen",2009,34.6,0,1,34.6,0,1
5,"Hedingen",2010,0,0,0,34.6,0,1
5,"Hedingen",2011,0,0,0,34.6,0,1
5,"Hedingen",2012,0,0,0,34.6,0,1
5,"Hedingen",2013,0,0,0,34.6,0,1
5,"Hedingen",2014,0,0,0,34.6,0,1
5,"Hedingen",2015,0,0,0,34.6,0,1
5,"Hedingen",2016,0,0,0,34.6,0,1
5,"Hedingen",2017,0,0,0,34.6,0,1
5,"Hedingen",2018,0,0,0,34.6,0,1
5,"Hedingen",2019,0,0,0,34.6,0,1
5,"Hedingen",2020,0,0,0,34.6,0,1
5,"Hedingen",2021,0,0,0,34.6,0,1
5,"Hedingen",2022,0,0,0,34.6,0,1
5,"Hedingen",2023,0,0,0,34.6,0,1
6,"Kappel am Albis",1981,0,0,0,0,0,0
6,"Kappel am Albis",1982,0,0,0,0,0,0
6,"Kappel am Albis",1983,0,0,0,0,0,0
6,"Kappel am Albis",1984,0,0,0,0,0,0
6,"Kappel am Albis",1985,0,0,0,0,0,0
6,"Kappel am Albis",1986,0,0,0,0,0,0
6,"Kappel am Albis",1987,0,0,0,0,0,0
6,"Kappel am Albis",1988,0,0,0,0,0,0
6,"Kappel am Albis",1989,0,0,0,0,0,0
6,"Kappel am Albis",1990,0,0,0,0,0,0
6,"Kappel am Albis",1991,0,0,0,0,0,0
6,"Kappel am Albis",1992,0,0,0,0,0,0
6,"Kappel am Albis",1993,0,0,0,0,0,0
6,"Kappel am Albis",1994,0,0,0,0,0,0
6,"Kappel am Albis",1995,0,0,0,0,0,0
6,"Kappel am Albis",1996,0,0,0,0,0,0
6,"Kappel am Albis",1997,0,0,0,0,0,0
6,"Kappel am Albis",1998,0,0,0,0,0,0
6,"Kappel am Albis",1999,0,0,0,0,0,0
6,"Kappel am Albis",2000,0,0,0,0,0,0
6,"Kappel am Albis",2001,0,0,0,0,0,0
6,"Kappel am Albis",2002,0,0,0,0,0,0
6,"Kappel am Albis",2003,0,0,0,0,0,0
6,"Kappel am Albis",2004,0,0,0,0,0,0
6,"Kappel am Albis",2005,0,0,0,0,0,0
6,"Kappel am Albis",2006,0,0,0,0,0,0
6,"Kappel am Albis",2007,0,0,0,0,0,0
6,"Kappel am Albis",2008,0,0,0,0,0,0
6,"Kappel am Albis",2009,0,0,0,0,0,0
6,"Kappel am Albis",2010,0,0,0,0,0,0
6,"Kappel am Albis",2011,0,0,0,0,0,0
6,"Kappel am Albis",2012,0,0,0,0,0,0
6,"Kappel am Albis",2013,0,0,0,0,0,0
6,"Kappel am Albis",2014,7,0,1,7,0,1
6,"Kappel am Albis",2015,0,0,0,7,0,1
6,"Kappel am Albis",2016,0,0,0,7,0,1
6,"Kappel am Albis",2017,0,0,0,7,0,1
6,"Kappel am Albis",2018,0,0,0,7,0,1
6,"Kappel am Albis",2019,0,0,0,7,0,1
6,"Kappel am Albis",2020,0,0,0,7,0,1
6,"Kappel am Albis",2021,0,0,0,7,0,1
6,"Kappel am Albis",2022,0,0,0,7,0,1
6,"Kappel am Albis",2023,0,0,0,7,0,1
7,"Knonau",1981,0,0,0,0,0,0
7,"Knonau",1982,0,0,0,0,0,0
7,"Knonau",1983,0,0,0,0,0,0
7,"Knonau",1984,0,0,0,0,0,0
7,"Knonau",1985,0,0,0,0,0,0
7,"Knonau",1986,0,0,0,0,0,0
7,"Knonau",1987,0,0,0,0,0,0
7,"Knonau",1988,0,0,0,0,0,0
7,"Knonau",1989,0,0,0,0,0,0
7,"Knonau",1990,0,0,0,0,0,0
7,"Knonau",1991,0,0,0,0,0,0
7,"Knonau",1992,0,0,0,0,0,0
7,"Knonau",1993,0,0,0,0,0,0
7,"Knonau",1994,0,0,0,0,0,0
7,"Knonau",1995,0,0,0,0,0,0
7,"Knonau",1996,0,0,0,0,0,0
7,"Knonau",1997,0,0,0,0,0,0
7,"Knonau",1998,0,0,0,0,0,0
7,"Knonau",1999,0,0,0,0,0,0
7,"Knonau",2000,0,0,0,0,0,0
7,"Knonau",2001,0,0,0,0,0,0
7,"Knonau",2002,0,0,0,0,0,0
7,"Knonau",2003,0,0,0,0,0,0
7,"Knonau",2004,0,0,0,0,0,0
7,"Knonau",2005,0,0,0,0,0,0
7,"Knonau",2006,0,0,0,0,0,0
7,"Knonau",2007,8.5,0,1,8.5,0,1
7,"Knonau",2008,0,0,0,8.5,0,1
7,"Knonau",2009,0,0,0,8.5,0,1
7,"Knonau",2010,0,0,0,8.5,0,1
7,"Knonau",2011,0,0,0,8.5,0,1
7,"Knonau",2012,0,0,0,8.5,0,1
7,"Knonau",2013,0,0,0,8.5,0,1
7,"Knonau",2014,0,0,0,8.5,0,1
7,"Knonau",2015,0,0,0,8.5,0,1
7,"Knonau",2016,0,0,0,8.5,0,1
7,"Knonau",2017,0,0,0,8.5,0,1
7,"Knonau",2018,0,0,0,8.5,0,1
7,"Knonau",2019,0,0,0,8.5,0,1
7,"Knonau",2020,0,0,0,8.5,0,1
7,"Knonau",2021,0,0,0,8.5,0,1
7,"Knonau",2022,0,0,0,8.5,0,1
7,"Knonau",2023,0,0,0,8.5,0,1
12,"Rifferswil",1981,0,0,0,0,0,0
12,"Rifferswil",1982,0,0,0,0,0,0
12,"Rifferswil",1983,0,0,0,0,0,0
12,"Rifferswil",1984,0,0,0,0,0,0
12,"Rifferswil",1985,0,0,0,0,0,0
12,"Rifferswil",1986,0,0,0,0,0,0
12,"Rifferswil",1987,0,0,0,0,0,0
12,"Rifferswil",1988,0,0,0,0,0,0
12,"Rifferswil",1989,0,0,0,0,0,0
12,"Rifferswil",1990,0,0,0,0,0,0
12,"Rifferswil",1991,0,0,0,0,0,0
12,"Rifferswil",1992,0,0,0,0,0,0
12,"Rifferswil",1993,0,0,0,0,0,0
12,"Rifferswil",1994,0,0,0,0,0,0
12,"Rifferswil",1995,0,0,0,0,0,0
12,"Rifferswil",1996,0,0,0,0,0,0
12,"Rifferswil",1997,0,0,0,0,0,0
12,"Rifferswil",1998,0,0,0,0,0,0
12,"Rifferswil",1999,0,0,0,0,0,0
12,"Rifferswil",2000,0,0,0,0,0,0
12,"Rifferswil",2001,0,0,0,0,0,0
12,"Rifferswil",2002,0,0,0,0,0,0
12,"Rifferswil",2003,0,0,0,0,0,0
12,"Rifferswil",2004,0,0,0,0,0,0
12,"Rifferswil",2005,0,0,0,0,0,0
12,"Rifferswil",2006,0,0,0,0,0,0
12,"Rifferswil",2007,16.8,0,1,16.8,0,1
12,"Rifferswil",2008,0,0,0,16.8,0,1
12,"Rifferswil",2009,0,0,0,16.8,0,1
12,"Rifferswil",2010,0,0,0,16.8,0,1
12,"Rifferswil",2011,0,0,0,16.8,0,1
12,"Rifferswil",2012,0,0,0,16.8,0,1
12,"Rifferswil",2013,0,0,0,16.8,0,1
12,"Rifferswil",2014,0,0,0,16.8,0,1
12,"Rifferswil",2015,0,0,0,16.8,0,1
12,"Rifferswil",2016,0,0,0,16.8,0,1
12,"Rifferswil",2017,0,0,0,16.8,0,1
12,"Rifferswil",2018,0,0,0,16.8,0,1
12,"Rifferswil",2019,0,0,0,16.8,0,1
12,"Rifferswil",2020,0,0,0,16.8,0,1
12,"Rifferswil",2021,0,0,0,16.8,0,1
12,"Rifferswil",2022,0,0,0,16.8,0,1
12,"Rifferswil",2023,0,0,0,16.8,0,1
13,"Stallikon",1981,0,0,0,0,0,0
13,"Stallikon",1982,0,0,0,0,0,0
13,"Stallikon",1983,0,0,0,0,0,0
13,"Stallikon",1984,0,0,0,0,0,0
13,"Stallikon",1985,0,0,0,0,0,0
13,"Stallikon",1986,0,0,0,0,0,0
13,"Stallikon",1987,0,0,0,0,0,0
13,"Stallikon",1988,0,0,0,0,0,0
13,"Stallikon",1989,0,0,0,0,0,0
13,"Stallikon",1990,0,0,0,0,0,0
13,"Stallikon",1991,0,0,0,0,0,0
13,"Stallikon",1992,0,0,0,0,0,0
13,"Stallikon",1993,0,0,0,0,0,0
13,"Stallikon",1994,0,0,0,0,0,0
13,"Stallikon",1995,0,0,0,0,0,0
13,"Stallikon",1996,0,0,0,0,0,0
13,"Stallikon",1997,0,0,0,0,0,0
13,"Stallikon",1998,0,0,0,0,0,0
13,"Stallikon",1999,0,0,0,0,0,0
13,"Stallikon",2000,0,0,0,0,0,0
13,"Stallikon",2001,0,0,0,0,0,0
13,"Stallikon",2002,0,0,0,0,0,0
13,"Stallikon",2003,0,0,0,0,0,0
13,"Stallikon",2004,0,0,0,0,0,0
13,"Stallikon",2005,0,0,0,0,0,0
13,"Stallikon",2006,0,0,0,0,0,0
13,"Stallikon",2007,0,0,0,0,0,0
13,"Stallikon",2008,0,0,0,0,0,0
13,"Stallikon",2009,0,0,0,0,0,0
13,"Stallikon",2010,0,0,0,0,0,0
13,"Stallikon",2011,0,0,0,0,0,0
13,"Stallikon",2012,98,0,1,98,0,1
13,"Stallikon",2013,0,0,0,98,0,1
13,"Stallikon",2014,0,0,0,98,0,1
13,"Stallikon",2015,0,0,0,98,0,1
13,"Stallikon",2016,0,0,0,98,0,1
13,"Stallikon",2017,0,0,0,98,0,1
13,"Stallikon",2018,0,0,0,98,0,1
13,"Stallikon",2019,0,0,0,98,0,1
13,"Stallikon",2020,0,0,0,98,0,1
13,"Stallikon",2021,0,0,0,98,0,1
13,"Stallikon",2022,0,0,0,98,0,1
13,"Stallikon",2023,0,0,0,98,0,1
25,"Dachsen",1981,0,0,0,0,0,0
25,"Dachsen",1982,0,0,0,0,0,0
25,"Dachsen",1983,0,0,0,0,0,0
25,"Dachsen",1984,0,0,0,0,0,0
25,"Dachsen",1985,0,0,0,0,0,0
25,"Dachsen",1986,0,0,0,0,0,0
25,"Dachsen",1987,0,0,0,0,0,0
25,"Dachsen",1988,0,0,0,0,0,0
25,"Dachsen",1989,0,0,0,0,0,0
25,"Dachsen",1990,0,0,0,0,0,0
25,"Dachsen",1991,0,0,0,0,0,0
25,"Dachsen",1992,0,0,0,0,0,0
25,"Dachsen",1993,0,0,0,0,0,0
25,"Dachsen",1994,0,0,0,0,0,0
25,"Dachsen",1995,0,0,0,0,0,0
25,"Dachsen",1996,0,0,0,0,0,0
25,"Dachsen",1997,0,0,0,0,0,0
25,"Dachsen",1998,0,0,0,0,0,0
25,"Dachsen",1999,0,0,0,0,0,0
25,"Dachsen",2000,0,0,0,0,0,0
25,"Dachsen",2001,0,0,0,0,0,0
25,"Dachsen",2002,0,0,0,0,0,0
25,"Dachsen",2003,85.6,0,1,85.6,0,1
25,"Dachsen",2004,0,0,0,85.6,0,1
25,"Dachsen",2005,0,0,0,85.6,0,1
25,"Dachsen",2006,0,0,0,85.6,0,1
25,"Dachsen",2007,0,0,0,85.6,0,1
25,"Dachsen",2008,0,0,0,85.6,0,1
25,"Dachsen",2009,0,0,0,85.6,0,1
25,"Dachsen",2010,0,0,0,85.6,0,1
25,"Dachsen",2011,0,0,0,85.6,0,1
25,"Dachsen",2012,70,0,1,155.6,0,2
25,"Dachsen",2013,0,0,0,155.6,0,2
25,"Dachsen",2014,0,0,0,155.6,0,2
25,"Dachsen",2015,0,0,0,155.6,0,2
25,"Dachsen",2016,90,0,1,245.6,0,3
25,"Dachsen",2017,0,0,0,245.6,0,3
25,"Dachsen",2018,0,0,0,245.6,0,3
25,"Dachsen",2019,0,0,0,245.6,0,3
25,"Dachsen",2020,0,0,0,245.6,0,3
25,"Dachsen",2021,0,0,0,245.6,0,3
25,"Dachsen",2022,0,0,0,245.6,0,3
25,"Dachsen",2023,0,0,0,245.6,0,3
27,"Feuerthalen",1981,0,0,0,0,0,0
27,"Feuerthalen",1982,0,0,0,0,0,0
27,"Feuerthalen",1983,0,0,0,0,0,0
27,"Feuerthalen",1984,0,0,0,0,0,0
27,"Feuerthalen",1985,0,0,0,0,0,0
27,"Feuerthalen",1986,0,0,0,0,0,0
27,"Feuerthalen",1987,0,0,0,0,0,0
27,"Feuerthalen",1988,0,0,0,0,0,0
27,"Feuerthalen",1989,0,0,0,0,0,0
27,"Feuerthalen",1990,0,0,0,0,0,0
27,"Feuerthalen",1991,0,0,0,0,0,0
27,"Feuerthalen",1992,0,0,0,0,0,0
27,"Feuerthalen",1993,0,0,0,0,0,0
27,"Feuerthalen",1994,0,0,0,0,0,0
27,"Feuerthalen",1995,0,0,0,0,0,0
27,"Feuerthalen",1996,0,0,0,0,0,0
27,"Feuerthalen",1997,0,0,0,0,0,0
27,"Feuerthalen",1998,0,0,0,0,0,0
27,"Feuerthalen",1999,0,0,0,0,0,0
27,"Feuerthalen",2000,0,0,0,0,0,0
27,"Feuerthalen",2001,0,0,0,0,0,0
27,"Feuerthalen",2002,0,0,0,0,0,0
27,"Feuerthalen",2003,0,0,0,0,0,0
27,"Feuerthalen",2004,0,0,0,0,0,0
27,"Feuerthalen",2005,0,0,0,0,0,0
27,"Feuerthalen",2006,0,0,0,0,0,0
27,"Feuerthalen",2007,0,0,0,0,0,0
27,"Feuerthalen",2008,0,0,0,0,0,0
27,"Feuerthalen",2009,0,0,0,0,0,0
27,"Feuerthalen",2010,0,0,0,0,0,0
27,"Feuerthalen",2011,0,0,0,0,0,0
27,"Feuerthalen",2012,0,0,0,0,0,0
27,"Feuerthalen",2013,0,0,0,0,0,0
27,"Feuerthalen",2014,0,0,0,0,0,0
27,"Feuerthalen",2015,0,0,0,0,0,0
27,"Feuerthalen",2016,0,0,0,0,0,0
27,"Feuerthalen",2017,0,0,0,0,0,0
27,"Feuerthalen",2018,0,0,0,0,0,0
27,"Feuerthalen",2019,415,0,1,415,0,1
27,"Feuerthalen",2020,0,0,0,415,0,1
27,"Feuerthalen",2021,0,0,0,415,0,1
27,"Feuerthalen",2022,0,0,0,415,0,1
27,"Feuerthalen",2023,0,0,0,415,0,1
28,"Flaach",1981,0,0,0,0,0,0
28,"Flaach",1982,0,0,0,0,0,0
28,"Flaach",1983,0,0,0,0,0,0
28,"Flaach",1984,0,0,0,0,0,0
28,"Flaach",1985,0,0,0,0,0,0
28,"Flaach",1986,0,0,0,0,0,0
28,"Flaach",1987,0,0,0,0,0,0
28,"Flaach",1988,0,0,0,0,0,0
28,"Flaach",1989,0,0,0,0,0,0
28,"Flaach",1990,0,0,0,0,0,0
28,"Flaach",1991,0,0,0,0,0,0
28,"Flaach",1992,0,0,0,0,0,0
28,"Flaach",1993,0,0,0,0,0,0
28,"Flaach",1994,0,0,0,0,0,0
28,"Flaach",1995,0,0,0,0,0,0
28,"Flaach",1996,0,0,0,0,0,0
28,"Flaach",1997,0,0,0,0,0,0
28,"Flaach",1998,0,0,0,0,0,0
28,"Flaach",1999,0,0,0,0,0,0
28,"Flaach",2000,0,0,0,0,0,0
28,"Flaach",2001,0,0,0,0,0,0
28,"Flaach",2002,0,0,0,0,0,0
28,"Flaach",2003,0,0,0,0,0,0
28,"Flaach",2004,0,0,0,0,0,0
28,"Flaach",2005,0,0,0,0,0,0
28,"Flaach",2006,0,0,0,0,0,0
28,"Flaach",2007,17.1,0,2,17.1,0,2
28,"Flaach",2008,26.3,0,1,43.4,0,3
28,"Flaach",2009,15.7,0,1,59.1,0,4
28,"Flaach",2010,0,0,0,59.1,0,4
28,"Flaach",2011,0,0,0,59.1,0,4
28,"Flaach",2012,5.6,0,1,64.7,0,5
28,"Flaach",2013,12.8,0,1,77.5,0,6
28,"Flaach",2014,0,0,0,77.5,0,6
28,"Flaach",2015,0,0,0,77.5,0,6
28,"Flaach",2016,19.8,0,2,97.3,0,8
28,"Flaach",2017,14,0,1,111.3,0,9
28,"Flaach",2018,0,0,0,111.3,0,9
28,"Flaach",2019,15,0,1,126.3,0,10
28,"Flaach",2020,0,0,0,126.3,0,10
28,"Flaach",2021,0,0,0,126.3,0,10
28,"Flaach",2022,0,0,0,126.3,0,10
28,"Flaach",2023,60,60,1,186.3,60,11
31,"Henggart",1981,0,0,0,0,0,0
31,"Henggart",1982,0,0,0,0,0,0
31,"Henggart",1983,0,0,0,0,0,0
31,"Henggart",1984,0,0,0,0,0,0
31,"Henggart",1985,0,0,0,0,0,0
31,"Henggart",1986,0,0,0,0,0,0
31,"Henggart",1987,0,0,0,0,0,0
31,"Henggart",1988,0,0,0,0,0,0
31,"Henggart",1989,0,0,0,0,0,0
31,"Henggart",1990,0,0,0,0,0,0
31,"Henggart",1991,0,0,0,0,0,0
31,"Henggart",1992,0,0,0,0,0,0
31,"Henggart",1993,0,0,0,0,0,0
31,"Henggart",1994,0,0,0,0,0,0
31,"Henggart",1995,0,0,0,0,0,0
31,"Henggart",1996,0,0,0,0,0,0
31,"Henggart",1997,0,0,0,0,0,0
31,"Henggart",1998,0,0,0,0,0,0
31,"Henggart",1999,0,0,0,0,0,0
31,"Henggart",2000,0,0,0,0,0,0
31,"Henggart",2001,0,0,0,0,0,0
31,"Henggart",2002,0,0,0,0,0,0
31,"Henggart",2003,0,0,0,0,0,0
31,"Henggart",2004,0,0,0,0,0,0
31,"Henggart",2005,0,0,0,0,0,0
31,"Henggart",2006,0,0,0,0,0,0
31,"Henggart",2007,0,0,0,0,0,0
31,"Henggart",2008,31.5,0,1,31.5,0,1
31,"Henggart",2009,0,0,0,31.5,0,1
31,"Henggart",2010,0,0,0,31.5,0,1
31,"Henggart",2011,0,0,0,31.5,0,1
31,"Henggart",2012,0,0,0,31.5,0,1
31,"Henggart",2013,0,0,0,31.5,0,1
31,"Henggart",2014,0,0,0,31.5,0,1
31,"Henggart",2015,0,0,0,31.5,0,1
31,"Henggart",2016,0,0,0,31.5,0,1
31,"Henggart",2017,0,0,0,31.5,0,1
31,"Henggart",2018,0,0,0,31.5,0,1
31,"Henggart",2019,0,0,0,31.5,0,1
31,"Henggart",2020,0,0,0,31.5,0,1
31,"Henggart",2021,0,0,0,31.5,0,1
31,"Henggart",2022,0,0,0,31.5,0,1
31,"Henggart",2023,0,0,0,31.5,0,1
35,"Marthalen",1981,0,0,0,0,0,0
35,"Marthalen",1982,0,0,0,0,0,0
35,"Marthalen",1983,0,0,0,0,0,0
35,"Marthalen",1984,0,0,0,0,0,0
35,"Marthalen",1985,0,0,0,0,0,0
35,"Marthalen",1986,0,0,0,0,0,0
35,"Marthalen",1987,0,0,0,0,0,0
35,"Marthalen",1988,0,0,0,0,0,0
35,"Marthalen",1989,0,0,0,0,0,0
35,"Marthalen",1990,0,0,0,0,0,0
35,"Marthalen",1991,0,0,0,0,0,0
35,"Marthalen",1992,0,0,0,0,0,0
35,"Marthalen",1993,0,0,0,0,0,0
35,"Marthalen",1994,0,0,0,0,0,0
35,"Marthalen",1995,0,0,0,0,0,0
35,"Marthalen",1996,0,0,0,0,0,0
35,"Marthalen",1997,0,0,0,0,0,0
35,"Marthalen",1998,0,0,0,0,0,0
35,"Marthalen",1999,0,0,0,0,0,0
35,"Marthalen",2000,0,0,0,0,0,0
35,"Marthalen",2001,0,0,0,0,0,0
35,"Marthalen",2002,0,0,0,0,0,0
35,"Marthalen",2003,0,0,0,0,0,0
35,"Marthalen",2004,10.7,0,1,10.7,0,1
35,"Marthalen",2005,0,0,0,10.7,0,1
35,"Marthalen",2006,0,0,0,10.7,0,1
35,"Marthalen",2007,0,0,0,10.7,0,1
35,"Marthalen",2008,0,0,0,10.7,0,1
35,"Marthalen",2009,6.5,0,1,17.2,0,2
