"bfsnr","gemeinde","jahr","total_waermeentnahme_kw","total_waermeeintrag_kw","anzahl","cum_waermeentnahme_kw","cum_waermeeintrag_kw","cum_anzahl"
296,"Illnau-Effretikon",2021,0,0,0,70.3,0,3
296,"Illnau-Effretikon",2022,0,0,0,70.3,0,3
296,"Illnau-Effretikon",2023,0,0,0,70.3,0,3
297,"Bauma",1981,0,0,0,0,0,0
297,"Bauma",1982,0,0,0,0,0,0
297,"Bauma",1983,0,0,0,0,0,0
297,"Bauma",1984,0,0,0,0,0,0
297,"Bauma",1985,0,0,0,0,0,0
297,"Bauma",1986,0,0,0,0,0,0
297,"Bauma",1987,0,0,0,0,0,0
297,"Bauma",1988,0,0,0,0,0,0
297,"Bauma",1989,0,0,0,0,0,0
297,"Bauma",1990,0,0,0,0,0,0
297,"Bauma",1991,0,0,0,0,0,0
297,"Bauma",1992,0,0,0,0,0,0
297,"Bauma",1993,0,0,0,0,0,0
297,"Bauma",1994,0,0,0,0,0,0
297,"Bauma",1995,0,0,0,0,0,0
297,"Bauma",1996,0,0,0,0,0,0
297,"Bauma",1997,0,0,0,0,0,0
297,"Bauma",1998,0,0,0,0,0,0
297,"Bauma",1999,0,0,0,0,0,0
297,"Bauma",2000,0,0,0,0,0,0
297,"Bauma",2001,0,0,0,0,0,0
297,"Bauma",2002,0,0,0,0,0,0
297,"Bauma",2003,0,0,0,0,0,0
297,"Bauma",2004,0,0,0,0,0,0
297,"Bauma",2005,0,0,0,0,0,0
297,"Bauma",2006,0,0,0,0,0,0
297,"Bauma",2007,0,0,0,0,0,0
297,"Bauma",2008,0,0,0,0,0,0
297,"Bauma",2009,0,0,0,0,0,0
297,"Bauma",2010,0,0,0,0,0,0
297,"Bauma",2011,0,0,0,0,0,0
297,"Bauma",2012,0,0,0,0,0,0
297,"Bauma",2013,0,10,1,0,10,1
297,"Bauma",2014,0,0,0,0,10,1
297,"Bauma",2015,0,0,0,0,10,1
297,"Bauma",2016,0,0,0,0,10,1
297,"Bauma",2017,0,0,0,0,10,1
297,"Bauma",2018,0,0,0,0,10,1
297,"Bauma",2019,0,0,0,0,10,1
297,"Bauma",2020,0,0,0,0,10,1
297,"Bauma",2021,0,0,0,0,10,1
297,"Bauma",2022,0,0,0,0,10,1
297,"Bauma",2023,0,0,0,0,10,1
298,"Wiesendangen",1981,0,0,0,0,0,0
298,"Wiesendangen",1982,0,0,0,0,0,0
298,"Wiesendangen",1983,0,0,0,0,0,0
298,"Wiesendangen",1984,0,0,0,0,0,0
298,"Wiesendangen",1985,0,0,0,0,0,0
298,"Wiesendangen",1986,0,0,0,0,0,0
298,"Wiesendangen",1987,0,0,0,0,0,0
298,"Wiesendangen",1988,0,0,0,0,0,0
298,"Wiesendangen",1989,0,0,0,0,0,0
298,"Wiesendangen",1990,0,0,0,0,0,0
298,"Wiesendangen",1991,0,0,0,0,0,0
298,"Wiesendangen",1992,0,0,0,0,0,0
298,"Wiesendangen",1993,0,0,0,0,0,0
298,"Wiesendangen",1994,0,0,0,0,0,0
298,"Wiesendangen",1995,0,0,0,0,0,0
298,"Wiesendangen",1996,0,0,0,0,0,0
298,"Wiesendangen",1997,0,0,0,0,0,0
298,"Wiesendangen",1998,0,0,0,0,0,0
298,"Wiesendangen",1999,0,0,0,0,0,0
298,"Wiesendangen",2000,0,0,0,0,0,0
298,"Wiesendangen",2001,0,0,0,0,0,0
298,"Wiesendangen",2002,0,0,0,0,0,0
298,"Wiesendangen",2003,0,0,0,0,0,0
298,"Wiesendangen",2004,0,0,0,0,0,0
298,"Wiesendangen",2005,0,0,0,0,0,0
298,"Wiesendangen",2006,0,0,0,0,0,0
298,"Wiesendangen",2007,0,0,0,0,0,0
298,"Wiesendangen",2008,0,0,0,0,0,0
298,"Wiesendangen",2009,0,0,0,0,0,0
298,"Wiesendangen",2010,0,0,0,0,0,0
298,"Wiesendangen",2011,0,0,0,0,0,0
298,"Wiesendangen",2012,0,0,0,0,0,0
298,"Wiesendangen",2013,461,0,1,461,0,1
298,"Wiesendangen",2014,0,0,0,461,0,1
298,"Wiesendangen",2015,0,0,0,461,0,1
298,"Wiesendangen",2016,0,0,0,461,0,1
298,"Wiesendangen",2017,0,0,0,461,0,1
298,"Wiesendangen",2018,122,0,1,583,0,2
298,"Wiesendangen",2019,0,0,0,583,0,2
298,"Wiesendangen",2020,0,0,0,583,0,2
298,"Wiesendangen",2021,0,0,0,583,0,2
298,"Wiesendangen",2022,0,0,0,583,0,2
298,"Wiesendangen",2023,0,0,0,583,0,2
