"jahr";"bfsnr";"ort";"rubrik";"thema";"wert";"einheit"
2002;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2002;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2002;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2002;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2003;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2003;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2003;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2003;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2003;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2004;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2004;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2004;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2004;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2004;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2005;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2005;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2005;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2005;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2005;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2006;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2006;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2006;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2006;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2006;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2007;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2007;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2007;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2007;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2007;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2008;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2008;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2008;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2008;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2008;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2009;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2009;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2009;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2009;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2009;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2010;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2010;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2010;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2010;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2010;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2011;55;"Eglisau";"Grundwasser WP";"Wärme";0;"kW"
2011;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2011;55;"Eglisau";"Grundwasser WP";"Wärme";0;"MWh"
2011;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2011;55;"Eglisau";"Grundwasser WP";"Anzahl";0;"Anzahl"
2012;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2012;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2012;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2012;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2012;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2013;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2013;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2013;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2013;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2013;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2014;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2014;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2014;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2014;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2014;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2015;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2015;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2015;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2015;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2015;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2016;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2016;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2016;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2016;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2016;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2017;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2017;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2017;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2017;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2017;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2018;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2018;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2018;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2018;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2018;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2019;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2019;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2019;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2019;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2019;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2020;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2020;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2020;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2020;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2020;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2021;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2021;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2021;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2021;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2021;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2022;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2022;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2022;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2022;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2022;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
2023;55;"Eglisau";"Grundwasser WP";"Wärme";675;"kW"
2023;55;"Eglisau";"Grundwasser WP";"Kälte";0;"kW"
2023;55;"Eglisau";"Grundwasser WP";"Wärme";1215;"MWh"
2023;55;"Eglisau";"Grundwasser WP";"Kälte";0;"MWh"
2023;55;"Eglisau";"Grundwasser WP";"Anzahl";1;"Anzahl"
1981;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1981;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1981;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1981;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1981;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1982;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1982;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1982;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1982;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1982;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1983;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1983;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1983;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1983;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1983;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1984;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1984;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1984;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1984;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1984;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1985;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1985;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1985;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1985;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1985;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1986;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1986;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1986;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1986;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1986;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1987;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1987;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1987;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1987;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1987;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1988;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1988;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1988;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1988;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1988;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1989;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1989;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1989;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1989;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1989;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1990;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1990;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1990;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1990;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1990;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1991;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1991;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1991;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1991;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1991;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1992;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1992;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1992;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1992;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1992;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1993;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1993;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1993;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1993;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1993;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1994;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1994;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1994;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1994;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1994;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1995;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1995;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1995;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1995;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1995;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1996;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1996;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1996;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1996;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1996;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1997;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1997;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1997;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1997;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1997;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1998;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1998;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1998;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1998;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1998;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
1999;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
1999;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
1999;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
1999;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
1999;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2000;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2000;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2000;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2000;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2000;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2001;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2001;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2001;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2001;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2001;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2002;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2002;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2002;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2002;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2002;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2003;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2003;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2003;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2003;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2003;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2004;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2004;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2004;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2004;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2004;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2005;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2005;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2005;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2005;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2005;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2006;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2006;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2006;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2006;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2006;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2007;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2007;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2007;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2007;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2007;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2008;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2008;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2008;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2008;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2008;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2009;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2009;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2009;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2009;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2009;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2010;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2010;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2010;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2010;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2010;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2011;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2011;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2011;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2011;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2011;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2012;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2012;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2012;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2012;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2012;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2013;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2013;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2013;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2013;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2013;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2014;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2014;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2014;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2014;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2014;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2015;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2015;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2015;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2015;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2015;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2016;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2016;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2016;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2016;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2016;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2017;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2017;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2017;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2017;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2017;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2018;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2018;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2018;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2018;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2018;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2019;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2019;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2019;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2019;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2019;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2020;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2020;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2020;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2020;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2020;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2021;56;"Embrach";"Grundwasser WP";"Wärme";0;"kW"
2021;56;"Embrach";"Grundwasser WP";"Kälte";0;"kW"
2021;56;"Embrach";"Grundwasser WP";"Wärme";0;"MWh"
2021;56;"Embrach";"Grundwasser WP";"Kälte";0;"MWh"
2021;56;"Embrach";"Grundwasser WP";"Anzahl";0;"Anzahl"
2022;56;"Embrach";"Grundwasser WP";"Wärme";257;"kW"
2022;56;"Embrach";"Grundwasser WP";"Kälte";123;"kW"
2022;56;"Embrach";"Grundwasser WP";"Wärme";462.6;"MWh"
2022;56;"Embrach";"Grundwasser WP";"Kälte";221.4;"MWh"
2022;56;"Embrach";"Grundwasser WP";"Anzahl";1;"Anzahl"
2023;56;"Embrach";"Grundwasser WP";"Wärme";257;"kW"
2023;56;"Embrach";"Grundwasser WP";"Kälte";123;"kW"
2023;56;"Embrach";"Grundwasser WP";"Wärme";462.6;"MWh"
2023;56;"Embrach";"Grundwasser WP";"Kälte";221.4;"MWh"
2023;56;"Embrach";"Grundwasser WP";"Anzahl";1;"Anzahl"
1981;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1981;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1981;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1981;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1981;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1982;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1982;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1982;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1982;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1982;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1983;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1983;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1983;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1983;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1983;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1984;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1984;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1984;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1984;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1984;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1985;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1985;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1985;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1985;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1985;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1986;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1986;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1986;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1986;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1986;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1987;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1987;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1987;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1987;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1987;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1988;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1988;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1988;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1988;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1988;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1989;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1989;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1989;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1989;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1989;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1990;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1990;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1990;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1990;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1990;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1991;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1991;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1991;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1991;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1991;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1992;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1992;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1992;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1992;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1992;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
1993;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"kW"
1993;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"kW"
1993;58;"Glattfelden";"Grundwasser WP";"Wärme";0;"MWh"
1993;58;"Glattfelden";"Grundwasser WP";"Kälte";0;"MWh"
1993;58;"Glattfelden";"Grundwasser WP";"Anzahl";0;"Anzahl"
