"jahr";"ort";"rubrik";"thema";"subthema";"wert";"einheit"
2002;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";4918;"Anzahl"
2002;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";2654.82;"MWh"
2002;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";1474.9;"kW"
2002;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";93775.59;"MWh"
2002;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";52097.55;"kW"
2002;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";6352.619297778837;"Anzahl"
2002;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";67294.8152698247;"kW"
2002;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";1905.1399353993506;"kW"
2002;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";121130.66748568443;"MWh"
2002;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";3429.2518837188313;"MWh"
2002;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";8409.711163952157;"Anzahl"
2002;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";89086.08130328503;"kW"
2002;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";2522.0583561840253;"kW"
2002;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";160354.94634591302;"MWh"
2002;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";4539.705041131246;"MWh"
2003;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";47894.15192086876;"Anzahl"
2003;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1597.4487191571238;"Anzahl"
2003;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";29311.8741541861;"Anzahl"
2003;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";4858.771619233111;"Anzahl"
2003;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";622.74290680309;"GWh"
2003;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";2.3119136877318187;"GWh"
2003;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";619.2924406138279;"GWh"
2003;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";268.20005813983926;"GWh"
2003;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";5501;"Anzahl"
2003;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";3271.5;"MWh"
2003;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";1817.5;"kW"
2003;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";107030.61;"MWh"
2003;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";59461.45;"kW"
2003;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";7105.684985173115;"Anzahl"
2003;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";76806.82284341427;"kW"
2003;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";2347.679051181992;"kW"
2003;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";138252.2811181457;"MWh"
2003;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";4225.822292127586;"MWh"
2003;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";9288.157205120275;"Anzahl"
2003;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";100397.61775029975;"kW"
2003;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";3068.7558117262497;"kW"
2003;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";180715.71195053955;"MWh"
2003;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";5523.760461107249;"MWh"
2004;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";51624.48469500733;"Anzahl"
2004;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1749.1759175911084;"Anzahl"
2004;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";32593.235042829252;"Anzahl"
2004;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";4973.078404493038;"Anzahl"
2004;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";655.1543910390806;"GWh"
2004;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";3.494251955159829;"GWh"
2004;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";675.0190102973637;"GWh"
2004;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";261.1938056120693;"GWh"
2004;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";6228;"Anzahl"
2004;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";4549.14;"MWh"
2004;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";2527.3;"kW"
2004;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";124543.314;"MWh"
2004;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";69190.73;"kW"
2004;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";8044.756605645912;"Anzahl"
2004;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";89374.21037523486;"kW"
2004;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";3264.5332963148544;"kW"
2004;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";160873.57867542276;"MWh"
2004;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";5876.159933366738;"MWh"
2004;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";10198.77768679473;"Anzahl"
2004;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";113304.57181391117;"kW"
2004;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";4138.627303763058;"kW"
2004;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";203948.2292650401;"MWh"
2004;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";7449.529146773505;"MWh"
2005;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";56538.75880235059;"Anzahl"
2005;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1865.6459100064853;"Anzahl"
2005;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";36551.04096597553;"Anzahl"
2005;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";5047.371904678467;"Anzahl"
2005;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";696.3064787304235;"GWh"
2005;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";4.806004686916989;"GWh"
2005;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";747.8666442243021;"GWh"
2005;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";255.43419526365747;"GWh"
2005;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";7113;"Anzahl"
2005;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";6876.36;"MWh"
2005;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";3820.2;"kW"
2005;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";146812.014;"MWh"
2005;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";81562.23;"kW"
2005;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";9187.918069357638;"Anzahl"
2005;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";105354.57427162991;"kW"
2005;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";4934.5823996288555;"kW"
2005;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";189638.23368893386;"MWh"
2005;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";8882.248319331939;"MWh"
2005;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";11365.764687952662;"Anzahl"
2005;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";130327.16344786633;"kW"
2005;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";6104.244940379131;"kW"
2005;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";234588.8942061594;"MWh"
2005;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";10987.640892682435;"MWh"
2006;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";63336.5635168082;"Anzahl"
2006;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1908.759999837013;"Anzahl"
2006;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";42440.269640725346;"Anzahl"
2006;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";5138.396717221058;"Anzahl"
2006;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";756.5808544439649;"GWh"
2006;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";5.595975074293461;"GWh"
2006;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";851.1026398484632;"GWh"
2006;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";257.73465044896375;"GWh"
2006;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";8106;"Anzahl"
2006;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";8067.96;"MWh"
2006;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";4482.2;"kW"
2006;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";169756.218;"MWh"
2006;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";94309.01;"kW"
2006;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";10470.583982878254;"Anzahl"
2006;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";121819.69029695349;"kW"
2006;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";5789.693008642598;"kW"
2006;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";219275.44253451627;"MWh"
2006;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";10421.447415556679;"MWh"
2006;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";12461.71612252007;"Anzahl"
2006;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";144985.45650331932;"kW"
2006;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";6890.686405669808;"kW"
2006;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";260973.8217059748;"MWh"
2006;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";12403.235530205653;"MWh"
2007;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";70587.34550065933;"Anzahl"
2007;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1976.7420278123454;"Anzahl"
2007;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";48459.70178138578;"Anzahl"
2007;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";5239.09867673228;"Anzahl"
2007;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";831.5801394751625;"GWh"
2007;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";6.2237167953322;"GWh"
2007;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";983.787396088132;"GWh"
2007;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";266.54741504134614;"GWh"
2007;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";9313;"Anzahl"
2007;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";10571.94;"MWh"
2007;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";5873.3;"kW"
2007;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";202056.462;"MWh"
2007;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";112253.59;"kW"
2007;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";12029.675380279445;"Anzahl"
2007;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";144998.8454816904;"kW"
2007;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";7586.587824653201;"kW"
2007;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";260997.92186704272;"MWh"
2007;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";13655.85808437576;"MWh"
2007;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";13945.388071130044;"Anzahl"
2007;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";168089.75356249575;"kW"
2007;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";8794.743665646742;"kW"
2007;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";302561.55641249235;"MWh"
2007;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";15830.538598164134;"MWh"
2008;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";80434.33636702351;"Anzahl"
2008;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";2217.9725080987155;"Anzahl"
2008;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";55343.15054788171;"Anzahl"
2008;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";5547.70125176675;"Anzahl"
2008;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";932.973445121244;"GWh"
2008;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";8.721332585194073;"GWh"
2008;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";1139.402813317493;"GWh"
2008;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";285.2567847428812;"GWh"
2008;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";11003;"Anzahl"
2008;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";15372.18;"MWh"
2008;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";8540.1;"kW"
2008;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";251568.162;"MWh"
2008;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";139760.09;"kW"
2008;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";14212.66167821483;"Anzahl"
2008;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";180529.2079693589;"kW"
2008;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";11031.31436863787;"kW"
2008;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";324952.574344846;"MWh"
2008;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";19856.365863548166;"MWh"
2008;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";16432.446392190053;"Anzahl"
2008;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";208724.9101783747;"kW"
2008;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";12754.224796323027;"kW"
2008;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";375704.8383210745;"MWh"
2008;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";22957.60463338145;"MWh"
2009;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";89729.58494773148;"Anzahl"
2009;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";2190.0640671082706;"Anzahl"
2009;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";62534.55929841683;"Anzahl"
2009;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";5895.675594843775;"Anzahl"
2009;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1048.8621358076093;"GWh"
2009;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";11.123455156347624;"GWh"
2009;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";1317.334312202653;"GWh"
2009;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";316.20954268965863;"GWh"
2009;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";12563;"Anzahl"
2009;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";30651.12;"MWh"
2009;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";17028.4;"kW"
2009;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";307523.502;"MWh"
2009;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";170846.39;"kW"
2009;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";16227.725953232111;"Anzahl"
2009;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";220683.6262850446;"kW"
2009;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";21995.718269682216;"kW"
2009;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";397230.5273130802;"MWh"
2009;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";39592.29288542799;"MWh"
2009;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";18466.37385038175;"Anzahl"
2009;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";251127.38268949476;"kW"
2009;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";25030.07247264512;"kW"
2009;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";452029.2888410905;"MWh"
2009;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";45054.130450761215;"MWh"
2010;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";99374.59013559918;"Anzahl"
2010;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";2189.11662846241;"Anzahl"
2010;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";68662.81947399631;"Anzahl"
2010;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";6279.813766842036;"Anzahl"
2010;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1155.8295379107358;"GWh"
2010;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";11.99445283400766;"GWh"
2010;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";1496.0185064701532;"GWh"
2010;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";346.0067860413492;"GWh"
2010;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";13988;"Anzahl"
2010;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";35064.9;"MWh"
2010;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";19480.5;"kW"
2010;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";354155.742;"MWh"
2010;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";196753.19;"kW"
2010;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";18068.40966598828;"Anzahl"
2010;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";254147.64369531232;"kW"
2010;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";25163.11513427829;"kW"
2010;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";457465.7586515622;"MWh"
2010;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";45293.60724170092;"MWh"
2010;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";20690.57375008792;"Anzahl"
2010;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";291030.62541178585;"kW"
2010;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";28814.892903816675;"kW"
2010;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";523855.12574121455;"MWh"
2010;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";51866.80722687002;"MWh"
2011;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";108812.64167459251;"Anzahl"
2011;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";2128.8738182505303;"Anzahl"
2011;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";74177.80512331161;"Anzahl"
2011;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";6699.155307198674;"Anzahl"
2011;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1261.8383273267002;"GWh"
2011;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";12.568648405490643;"GWh"
2011;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";1665.451945928984;"GWh"
2011;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";371.6685044283327;"GWh"
2011;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";15399;"Anzahl"
2011;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";44382.78;"MWh"
2011;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";24657.1;"kW"
2011;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";400342.302;"MWh"
2011;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";222412.39;"kW"
2011;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";19891.009468584038;"Anzahl"
2011;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";287291.8342373145;"kW"
2011;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";31849.770086877295;"kW"
2011;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";517125.30162716616;"MWh"
2011;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";57329.58615637913;"MWh"
2011;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";23030.9914702154;"Anzahl"
2011;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";332643.5389934555;"kW"
2011;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";36877.554372377956;"kW"
2011;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";598758.3701882199;"MWh"
2011;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";66379.59787028031;"MWh"
2012;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";119727.48270713314;"Anzahl"
2012;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";2028.5576291090072;"Anzahl"
2012;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";79402.62210417936;"Anzahl"
2012;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";6816.63335920523;"Anzahl"
2012;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1371.5353117731204;"GWh"
2012;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";12.471164938055633;"GWh"
2012;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";1821.3380357446122;"GWh"
2012;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";390.96613797418354;"GWh"
2012;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";16733;"Anzahl"
2012;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";52124.76;"MWh"
2012;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";28958.2;"kW"
2012;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";447116.742;"MWh"
2012;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";248398.19;"kW"
2012;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";21614.147765297534;"Anzahl"
2012;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";320857.8965692017;"kW"
2012;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";37405.53480051629;"kW"
2012;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";577544.2138245631;"MWh"
2012;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";67329.96264092933;"MWh"
2012;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";25658.394760229265;"Anzahl"
2012;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";380893.97100020514;"kW"
2012;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";44404.52561678546;"kW"
2012;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";685609.1478003693;"MWh"
2012;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";79928.14611021383;"MWh"
2013;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";131638.69349044675;"Anzahl"
2013;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1985.9192706292115;"Anzahl"
2013;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";84141.48336856061;"Anzahl"
2013;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";6890.478223155709;"Anzahl"
2013;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1488.2046306610503;"GWh"
2013;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";12.659634304815649;"GWh"
2013;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";1962.9050114188185;"GWh"
2013;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";405.181970437842;"GWh"
2013;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";18005;"Anzahl"
2013;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";67622.22;"MWh"
2013;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";37567.9;"kW"
2013;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";498546.522;"MWh"
2013;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";276970.29;"kW"
2013;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";23257.200174157777;"Anzahl"
2013;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";357764.7029616512;"kW"
2013;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";48526.75203680878;"kW"
2013;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";643976.4653309722;"MWh"
2013;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";87348.15366625579;"MWh"
2013;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";28593.63843426296;"Anzahl"
2013;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";439854.94747531007;"kW"
2013;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";59661.36902718953;"kW"
2013;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";791738.9054555582;"MWh"
2013;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";107390.46424894116;"MWh"
2014;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";143771.93812721001;"Anzahl"
2014;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1860.5112545150755;"Anzahl"
2014;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";88218.37645071356;"Anzahl"
2014;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7036.280226334006;"Anzahl"
2014;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1610.4176522577216;"GWh"
2014;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";12.790341592181093;"GWh"
2014;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2103.870660319546;"GWh"
2014;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";424.6080391694102;"GWh"
2014;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";19192;"Anzahl"
2014;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";73140.12;"MWh"
2014;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";40633.4;"kW"
2014;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";540188.802;"MWh"
2014;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";300104.89;"kW"
2014;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";24790.457414186953;"Anzahl"
2014;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";387647.8478185838;"kW"
2014;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";52486.48250800459;"kW"
2014;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";697766.1260734508;"MWh"
2014;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";94475.66851440826;"MWh"
