"jahr";"bfsnr";"ort";"rubrik";"thema";"wert";"einheit"
2009;29;"Flurlingen";"Oberflächengewässer";"Kälte";0;"kW"
2009;29;"Flurlingen";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;29;"Flurlingen";"Oberflächengewässer";"Kälte";0;"MWh"
2009;38;"Rheinau";"Oberflächengewässer";"Kälte";1500;"kW"
2009;38;"Rheinau";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;38;"Rheinau";"Oberflächengewässer";"Kälte";2700;"MWh"
2009;55;"Eglisau";"Oberflächengewässer";"Kälte";0;"kW"
2009;55;"Eglisau";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;55;"Eglisau";"Oberflächengewässer";"Kälte";0;"MWh"
2009;58;"Glattfelden";"Oberflächengewässer";"Kälte";249;"kW"
2009;58;"Glattfelden";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;58;"Glattfelden";"Oberflächengewässer";"Kälte";448.2;"MWh"
2009;59;"Hochfelden";"Oberflächengewässer";"Kälte";870;"kW"
2009;59;"Hochfelden";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;59;"Hochfelden";"Oberflächengewässer";"Kälte";1566;"MWh"
2009;66;"Opfikon";"Oberflächengewässer";"Kälte";0;"kW"
2009;66;"Opfikon";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;66;"Opfikon";"Oberflächengewässer";"Kälte";0;"MWh"
2009;81;"Bachs";"Oberflächengewässer";"Kälte";0;"kW"
2009;81;"Bachs";"Oberflächengewässer";"Kälte";3;"Anzahl"
2009;81;"Bachs";"Oberflächengewässer";"Kälte";0;"MWh"
2009;135;"Kilchberg (ZH)";"Oberflächengewässer";"Kälte";7300;"kW"
2009;135;"Kilchberg (ZH)";"Oberflächengewässer";"Kälte";2;"Anzahl"
2009;135;"Kilchberg (ZH)";"Oberflächengewässer";"Kälte";13140;"MWh"
2009;139;"Rüschlikon";"Oberflächengewässer";"Kälte";0;"kW"
2009;139;"Rüschlikon";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;139;"Rüschlikon";"Oberflächengewässer";"Kälte";0;"MWh"
2009;141;"Thalwil";"Oberflächengewässer";"Kälte";0;"kW"
2009;141;"Thalwil";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;141;"Thalwil";"Oberflächengewässer";"Kälte";0;"MWh"
2009;154;"Küsnacht (ZH)";"Oberflächengewässer";"Kälte";791;"kW"
2009;154;"Küsnacht (ZH)";"Oberflächengewässer";"Kälte";2;"Anzahl"
2009;154;"Küsnacht (ZH)";"Oberflächengewässer";"Kälte";1423.8;"MWh"
2009;155;"Männedorf";"Oberflächengewässer";"Kälte";1600;"kW"
2009;155;"Männedorf";"Oberflächengewässer";"Kälte";4;"Anzahl"
2009;155;"Männedorf";"Oberflächengewässer";"Kälte";2880;"MWh"
2009;156;"Meilen";"Oberflächengewässer";"Kälte";930;"kW"
2009;156;"Meilen";"Oberflächengewässer";"Kälte";4;"Anzahl"
2009;156;"Meilen";"Oberflächengewässer";"Kälte";1674;"MWh"
2009;158;"Stäfa";"Oberflächengewässer";"Kälte";0;"kW"
2009;158;"Stäfa";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;158;"Stäfa";"Oberflächengewässer";"Kälte";0;"MWh"
2009;159;"Uetikon am See";"Oberflächengewässer";"Kälte";5400;"kW"
2009;159;"Uetikon am See";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;159;"Uetikon am See";"Oberflächengewässer";"Kälte";9720;"MWh"
2009;161;"Zollikon";"Oberflächengewässer";"Kälte";0;"kW"
2009;161;"Zollikon";"Oberflächengewässer";"Kälte";1;"Anzahl"
2009;161;"Zollikon";"Oberflächengewässer";"Kälte";0;"MWh"
