"jahr";"bfsnr";"ort";"rubrik";"thema";"subthema";"wert";"einheit"
2019;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";42;"Anzahl"
2020;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";405;"kW"
2020;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";7.9;"kW"
2020;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";729;"MWh"
2020;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14.22;"MWh"
2020;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";42;"Anzahl"
2021;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";405;"kW"
2021;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";7.9;"kW"
2021;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";729;"MWh"
2021;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14.22;"MWh"
2021;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";42;"Anzahl"
2022;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";420;"kW"
2022;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";7.9;"kW"
2022;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";756;"MWh"
2022;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14.22;"MWh"
2022;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";44;"Anzahl"
2023;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";431.3;"kW"
2023;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";7.9;"kW"
2023;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";776.34;"MWh"
2023;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14.22;"MWh"
2023;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";46;"Anzahl"
2024;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";445.1;"kW"
2024;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";7.9;"kW"
2024;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";801.18;"MWh"
2024;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14.22;"MWh"
2024;23;"Berg am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";47;"Anzahl"
1983;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1983;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1983;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1983;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1983;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1984;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1984;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1984;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1984;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1984;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1985;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1985;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1985;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1985;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1985;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1986;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1986;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1986;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1986;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1986;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1987;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1987;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1987;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1987;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1987;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1988;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1988;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1988;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1988;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1988;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1989;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1989;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1989;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1989;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1989;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1990;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1990;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1990;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1990;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1990;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1991;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1991;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1991;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1991;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1991;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1992;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";7.3;"kW"
1992;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1992;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";13.14;"MWh"
1992;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1992;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1993;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";20.2;"kW"
1993;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1993;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";36.36;"MWh"
1993;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1993;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";3;"Anzahl"
1994;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";32.9;"kW"
1994;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1994;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";59.22;"MWh"
1994;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1994;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";5;"Anzahl"
1995;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";41.5;"kW"
1995;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1995;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";74.7;"MWh"
1995;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1995;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";6;"Anzahl"
1996;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";41.5;"kW"
1996;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1996;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";74.7;"MWh"
1996;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1996;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";6;"Anzahl"
1997;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";41.5;"kW"
1997;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1997;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";74.7;"MWh"
1997;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1997;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";6;"Anzahl"
1998;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";55.099999999999994;"kW"
1998;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1998;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";99.17999999999998;"MWh"
1998;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1998;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";8;"Anzahl"
1999;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";55.099999999999994;"kW"
1999;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1999;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";99.17999999999998;"MWh"
1999;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1999;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";8;"Anzahl"
2000;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";82.7;"kW"
2000;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2000;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";148.86;"MWh"
2000;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2000;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";12;"Anzahl"
2001;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";105;"kW"
2001;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2001;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";189;"MWh"
2001;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2001;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";14;"Anzahl"
2002;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";105;"kW"
2002;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2002;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";189;"MWh"
2002;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2002;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";14;"Anzahl"
2003;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";121.39999999999999;"kW"
2003;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2003;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";218.51999999999998;"MWh"
2003;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2003;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";15;"Anzahl"
2004;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";121.39999999999999;"kW"
2004;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2004;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";218.51999999999998;"MWh"
2004;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2004;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";15;"Anzahl"
2005;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";138.4;"kW"
2005;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2005;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";249.12;"MWh"
2005;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2005;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";17;"Anzahl"
2006;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";147.9;"kW"
2006;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2006;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";266.22;"MWh"
2006;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2006;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";18;"Anzahl"
2007;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";184.79999999999998;"kW"
2007;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2007;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";332.63999999999993;"MWh"
2007;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2007;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";22;"Anzahl"
2008;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";220.1;"kW"
2008;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2008;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";396.18;"MWh"
2008;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2008;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";26;"Anzahl"
2009;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";220.1;"kW"
2009;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2009;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";396.18;"MWh"
2009;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2009;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";26;"Anzahl"
2010;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";231.6;"kW"
2010;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2010;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";416.88;"MWh"
2010;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2010;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";28;"Anzahl"
2011;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";231.6;"kW"
2011;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2011;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";416.88;"MWh"
2011;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2011;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";28;"Anzahl"
2012;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";243.79999999999998;"kW"
2012;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2012;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";438.8399999999999;"MWh"
2012;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2012;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";29;"Anzahl"
2013;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";283.59999999999997;"kW"
2013;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2013;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";510.47999999999996;"MWh"
2013;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2013;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";32;"Anzahl"
2014;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";291.8;"kW"
2014;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2014;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";525.24;"MWh"
2014;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2014;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";33;"Anzahl"
2015;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";291.8;"kW"
2015;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2015;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";525.24;"MWh"
2015;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2015;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";33;"Anzahl"
2016;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";314.9;"kW"
2016;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2016;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";566.82;"MWh"
2016;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2016;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";35;"Anzahl"
2017;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";314.9;"kW"
2017;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2017;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";566.82;"MWh"
2017;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2017;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";35;"Anzahl"
2018;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";354.5;"kW"
2018;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2018;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";638.1;"MWh"
2018;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2018;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";40;"Anzahl"
2019;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";396.5;"kW"
2019;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2019;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";713.7;"MWh"
2019;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2019;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";41;"Anzahl"
2020;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";410.5;"kW"
2020;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
2020;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";738.9;"MWh"
2020;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
2020;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";42;"Anzahl"
2021;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";465.2;"kW"
2021;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14;"kW"
2021;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";837.36;"MWh"
2021;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";25.2;"MWh"
2021;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";46;"Anzahl"
2022;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";488.8;"kW"
2022;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14;"kW"
2022;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";879.84;"MWh"
2022;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";25.2;"MWh"
2022;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";49;"Anzahl"
2023;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";543.4;"kW"
2023;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14;"kW"
2023;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";978.12;"MWh"
2023;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";25.2;"MWh"
2023;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";55;"Anzahl"
2024;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";543.4;"kW"
2024;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";14;"kW"
2024;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";978.12;"MWh"
2024;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";25.2;"MWh"
2024;24;"Buch am Irchel";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";55;"Anzahl"
1983;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1983;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1983;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1983;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1983;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1984;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";20;"kW"
1984;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1984;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";36;"MWh"
1984;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1984;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1985;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";20;"kW"
1985;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1985;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";36;"MWh"
1985;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1985;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1986;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";20;"kW"
1986;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1986;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";36;"MWh"
1986;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1986;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1987;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";30.7;"kW"
1987;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1987;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";55.26;"MWh"
1987;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1987;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";2;"Anzahl"
1988;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";30.7;"kW"
1988;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1988;25;"Dachsen";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";55.26;"MWh"
