"jahr";"bfsnr";"ort";"rubrik";"thema";"subthema";"wert";"einheit"
2017;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";184.7;"kW"
2017;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5139.9;"MWh"
2017;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";332.46;"MWh"
2017;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";144;"Anzahl"
2018;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";3400.7;"kW"
2018;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";349.7;"kW"
2018;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";6121.26;"MWh"
2018;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";629.46;"MWh"
2018;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";157;"Anzahl"
2019;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";4032.1;"kW"
2019;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";496.7;"kW"
2019;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";7257.78;"MWh"
2019;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";894.06;"MWh"
2019;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";169;"Anzahl"
2020;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";4656.4;"kW"
2020;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";697.5;"kW"
2020;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";8381.519999999999;"MWh"
2020;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1255.5;"MWh"
2020;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";182;"Anzahl"
2021;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5581.5;"kW"
2021;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1042.5;"kW"
2021;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";10046.7;"MWh"
2021;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1876.5;"MWh"
2021;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";207;"Anzahl"
2022;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5995.8;"kW"
2022;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1054.5;"kW"
2022;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";10792.44;"MWh"
2022;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1898.1;"MWh"
2022;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";229;"Anzahl"
2023;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";7005;"kW"
2023;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1095.3;"kW"
2023;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";12609;"MWh"
2023;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1971.54;"MWh"
2023;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";250;"Anzahl"
2024;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";7375.6;"kW"
2024;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1107.3;"kW"
2024;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";13276.08;"MWh"
2024;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1993.14;"MWh"
2024;131;"Adliswil";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";266;"Anzahl"
1983;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1983;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1983;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1983;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1983;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1984;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"kW"
1984;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1984;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";0;"MWh"
1984;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1984;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";0;"Anzahl"
1985;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";12;"kW"
1985;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1985;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";21.6;"MWh"
1985;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1985;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1986;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";12;"kW"
1986;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1986;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";21.6;"MWh"
1986;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1986;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1987;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";12;"kW"
1987;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"kW"
1987;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";21.6;"MWh"
1987;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";0;"MWh"
1987;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";1;"Anzahl"
1988;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";24;"kW"
1988;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1988;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";43.2;"MWh"
1988;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1988;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";2;"Anzahl"
1989;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";24;"kW"
1989;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1989;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";43.2;"MWh"
1989;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1989;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";2;"Anzahl"
1990;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";24;"kW"
1990;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1990;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";43.2;"MWh"
1990;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1990;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";2;"Anzahl"
1991;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";24;"kW"
1991;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1991;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";43.2;"MWh"
1991;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1991;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";2;"Anzahl"
1992;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";73;"kW"
1992;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1992;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";131.4;"MWh"
1992;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1992;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";3;"Anzahl"
1993;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";98.4;"kW"
1993;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1993;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";177.12;"MWh"
1993;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1993;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";4;"Anzahl"
1994;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";98.4;"kW"
1994;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1994;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";177.12;"MWh"
1994;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1994;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";4;"Anzahl"
1995;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";98.4;"kW"
1995;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1995;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";177.12;"MWh"
1995;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1995;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";4;"Anzahl"
1996;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";98.4;"kW"
1996;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1996;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";177.12;"MWh"
1996;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1996;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";4;"Anzahl"
1997;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";98.4;"kW"
1997;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1997;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";177.12;"MWh"
1997;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1997;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";4;"Anzahl"
1998;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";115.9;"kW"
1998;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1998;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";208.62;"MWh"
1998;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1998;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";8;"Anzahl"
1999;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";149.3;"kW"
1999;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
1999;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";268.74;"MWh"
1999;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
1999;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";10;"Anzahl"
2000;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";234.5;"kW"
2000;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
2000;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";422.1;"MWh"
2000;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
2000;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";12;"Anzahl"
2001;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";245.4;"kW"
2001;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
2001;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";441.72;"MWh"
2001;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
2001;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";13;"Anzahl"
2002;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";288.6;"kW"
2002;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
2002;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";519.48;"MWh"
2002;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
2002;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";15;"Anzahl"
2003;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";360;"kW"
2003;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";11;"kW"
2003;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";648;"MWh"
2003;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";19.8;"MWh"
2003;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";18;"Anzahl"
2004;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";595.7;"kW"
2004;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";62;"kW"
2004;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1072.26;"MWh"
2004;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";111.6;"MWh"
2004;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";27;"Anzahl"
2005;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";661.3;"kW"
2005;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";62;"kW"
2005;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1190.34;"MWh"
2005;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";111.6;"MWh"
2005;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";31;"Anzahl"
2006;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";963.1999999999999;"kW"
2006;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";156;"kW"
2006;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1733.7599999999998;"MWh"
2006;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";280.8;"MWh"
2006;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";41;"Anzahl"
2007;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1065.6;"kW"
2007;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";158.4;"kW"
2007;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1918.0799999999997;"MWh"
2007;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";285.12;"MWh"
2007;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";48;"Anzahl"
2008;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1255.9;"kW"
2008;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";170.9;"kW"
2008;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";2260.62;"MWh"
2008;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";307.62;"MWh"
2008;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";61;"Anzahl"
2009;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1526.4;"kW"
2009;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";193.9;"kW"
2009;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";2747.52;"MWh"
2009;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";349.02;"MWh"
2009;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";75;"Anzahl"
2010;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";1894.1;"kW"
2010;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";407.5;"kW"
2010;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";3409.38;"MWh"
2010;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";733.5;"MWh"
2010;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";90;"Anzahl"
2011;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";2212.9;"kW"
2011;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";416.5;"kW"
2011;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";3983.22;"MWh"
2011;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";749.7;"MWh"
2011;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";108;"Anzahl"
2012;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";2592.1;"kW"
2012;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";456.2;"kW"
2012;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";4665.78;"MWh"
2012;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";821.16;"MWh"
2012;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";124;"Anzahl"
2013;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";2945.3;"kW"
2013;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";584.6;"kW"
2013;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5301.54;"MWh"
2013;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1052.28;"MWh"
2013;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";140;"Anzahl"
2014;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";3400.5;"kW"
2014;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";679.4;"kW"
2014;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";6120.9;"MWh"
2014;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1222.92;"MWh"
2014;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";169;"Anzahl"
2015;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";3657.3;"kW"
2015;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";694.4;"kW"
2015;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";6583.14;"MWh"
2015;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1249.92;"MWh"
2015;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";184;"Anzahl"
2016;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";4331.3;"kW"
2016;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";962.9;"kW"
2016;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";7796.34;"MWh"
2016;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1733.22;"MWh"
2016;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";215;"Anzahl"
2017;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";4543.3;"kW"
2017;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";962.9;"kW"
2017;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";8177.94;"MWh"
2017;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1733.22;"MWh"
2017;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";226;"Anzahl"
2018;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";4694.8;"kW"
2018;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";983.9;"kW"
2018;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";8450.64;"MWh"
2018;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1771.02;"MWh"
2018;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";236;"Anzahl"
2019;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5010.9;"kW"
2019;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1112.7;"kW"
2019;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";9019.62;"MWh"
2019;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";2002.86;"MWh"
2019;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";251;"Anzahl"
2020;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5196.4;"kW"
2020;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1141.2;"kW"
2020;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";9353.52;"MWh"
2020;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";2054.16;"MWh"
2020;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";263;"Anzahl"
2021;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5414.4;"kW"
2021;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1211.2;"kW"
2021;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";9745.92;"MWh"
2021;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";2180.16;"MWh"
2021;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";276;"Anzahl"
2022;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";5868.6;"kW"
2022;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1334.7;"kW"
2022;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";10563.48;"MWh"
2022;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";2402.46;"MWh"
2022;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";301;"Anzahl"
2023;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";6526.6;"kW"
2023;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1355.1;"kW"
2023;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";11747.88;"MWh"
2023;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";2439.18;"MWh"
2023;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";326;"Anzahl"
2024;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";7601.8;"kW"
2024;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";1551.1;"kW"
2024;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Wärme";13683.24;"MWh"
2024;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Kälte";2791.98;"MWh"
2024;135;"Kilchberg (ZH)";"Umgebungswärme";"Sole_Wasser_WP";"Anzahl";350;"Anzahl"
