"jahr";"ort";"bfsnr";"rubrik";"thema";"wert";"einheit"
1999;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2000;"Trüllikon";40;"Strom";"PV";0;"kW"
2000;"Trüllikon";40;"Strom";"PV";0;"MWh"
2000;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2001;"Trüllikon";40;"Strom";"PV";0;"kW"
2001;"Trüllikon";40;"Strom";"PV";0;"MWh"
2001;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2002;"Trüllikon";40;"Strom";"PV";0;"kW"
2002;"Trüllikon";40;"Strom";"PV";0;"MWh"
2002;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2003;"Trüllikon";40;"Strom";"PV";0;"kW"
2003;"Trüllikon";40;"Strom";"PV";0;"MWh"
2003;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2004;"Trüllikon";40;"Strom";"PV";0;"kW"
2004;"Trüllikon";40;"Strom";"PV";0;"MWh"
2004;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2005;"Trüllikon";40;"Strom";"PV";0;"kW"
2005;"Trüllikon";40;"Strom";"PV";0;"MWh"
2005;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2006;"Trüllikon";40;"Strom";"PV";0;"kW"
2006;"Trüllikon";40;"Strom";"PV";0;"MWh"
2006;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2007;"Trüllikon";40;"Strom";"PV";0;"kW"
2007;"Trüllikon";40;"Strom";"PV";0;"MWh"
2007;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2008;"Trüllikon";40;"Strom";"PV";0;"kW"
2008;"Trüllikon";40;"Strom";"PV";0;"MWh"
2008;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2009;"Trüllikon";40;"Strom";"PV";0;"kW"
2009;"Trüllikon";40;"Strom";"PV";0;"MWh"
2009;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2010;"Trüllikon";40;"Strom";"PV";0;"kW"
2010;"Trüllikon";40;"Strom";"PV";0;"MWh"
2010;"Trüllikon";40;"Strom";"PV";0;"Anzahl"
2011;"Trüllikon";40;"Strom";"PV";187.4;"kW"
2011;"Trüllikon";40;"Strom";"PV";187.4;"MWh"
2011;"Trüllikon";40;"Strom";"PV";2;"Anzahl"
2012;"Trüllikon";40;"Strom";"PV";446.23;"kW"
2012;"Trüllikon";40;"Strom";"PV";446.23;"MWh"
2012;"Trüllikon";40;"Strom";"PV";6;"Anzahl"
2013;"Trüllikon";40;"Strom";"PV";498.83;"kW"
2013;"Trüllikon";40;"Strom";"PV";498.83;"MWh"
2013;"Trüllikon";40;"Strom";"PV";8;"Anzahl"
2014;"Trüllikon";40;"Strom";"PV";523.43;"kW"
2014;"Trüllikon";40;"Strom";"PV";523.43;"MWh"
2014;"Trüllikon";40;"Strom";"PV";9;"Anzahl"
2015;"Trüllikon";40;"Strom";"PV";775.62;"kW"
2015;"Trüllikon";40;"Strom";"PV";775.62;"MWh"
2015;"Trüllikon";40;"Strom";"PV";14;"Anzahl"
2016;"Trüllikon";40;"Strom";"PV";798.6899999999999;"kW"
2016;"Trüllikon";40;"Strom";"PV";798.6899999999999;"MWh"
2016;"Trüllikon";40;"Strom";"PV";16;"Anzahl"
2017;"Trüllikon";40;"Strom";"PV";818.5;"kW"
2017;"Trüllikon";40;"Strom";"PV";818.5;"MWh"
2017;"Trüllikon";40;"Strom";"PV";18;"Anzahl"
2018;"Trüllikon";40;"Strom";"PV";862.13;"kW"
2018;"Trüllikon";40;"Strom";"PV";862.13;"MWh"
2018;"Trüllikon";40;"Strom";"PV";23;"Anzahl"
2019;"Trüllikon";40;"Strom";"PV";949.59;"kW"
2019;"Trüllikon";40;"Strom";"PV";949.59;"MWh"
2019;"Trüllikon";40;"Strom";"PV";26;"Anzahl"
2020;"Trüllikon";40;"Strom";"PV";1035.92;"kW"
2020;"Trüllikon";40;"Strom";"PV";1035.92;"MWh"
2020;"Trüllikon";40;"Strom";"PV";28;"Anzahl"
2021;"Trüllikon";40;"Strom";"PV";1184.81;"kW"
2021;"Trüllikon";40;"Strom";"PV";1184.81;"MWh"
2021;"Trüllikon";40;"Strom";"PV";30;"Anzahl"
2022;"Trüllikon";40;"Strom";"PV";1228.89;"kW"
2022;"Trüllikon";40;"Strom";"PV";1228.89;"MWh"
2022;"Trüllikon";40;"Strom";"PV";32;"Anzahl"
2023;"Trüllikon";40;"Strom";"PV";1387.72;"kW"
2023;"Trüllikon";40;"Strom";"PV";1387.72;"MWh"
2023;"Trüllikon";40;"Strom";"PV";43;"Anzahl"
2024;"Trüllikon";40;"Strom";"PV";1725.85;"kW"
2024;"Trüllikon";40;"Strom";"PV";1725.85;"MWh"
2024;"Trüllikon";40;"Strom";"PV";55;"Anzahl"
2025;"Trüllikon";40;"Strom";"PV";1744.05;"kW"
2025;"Trüllikon";40;"Strom";"PV";1744.05;"MWh"
2025;"Trüllikon";40;"Strom";"PV";56;"Anzahl"
1990;"Truttikon";41;"Strom";"PV";0;"kW"
1990;"Truttikon";41;"Strom";"PV";0;"MWh"
1990;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1991;"Truttikon";41;"Strom";"PV";0;"kW"
1991;"Truttikon";41;"Strom";"PV";0;"MWh"
1991;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1992;"Truttikon";41;"Strom";"PV";0;"kW"
1992;"Truttikon";41;"Strom";"PV";0;"MWh"
1992;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1993;"Truttikon";41;"Strom";"PV";0;"kW"
1993;"Truttikon";41;"Strom";"PV";0;"MWh"
1993;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1994;"Truttikon";41;"Strom";"PV";0;"kW"
1994;"Truttikon";41;"Strom";"PV";0;"MWh"
1994;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1995;"Truttikon";41;"Strom";"PV";0;"kW"
1995;"Truttikon";41;"Strom";"PV";0;"MWh"
1995;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1996;"Truttikon";41;"Strom";"PV";0;"kW"
1996;"Truttikon";41;"Strom";"PV";0;"MWh"
1996;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1997;"Truttikon";41;"Strom";"PV";0;"kW"
1997;"Truttikon";41;"Strom";"PV";0;"MWh"
1997;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1998;"Truttikon";41;"Strom";"PV";0;"kW"
1998;"Truttikon";41;"Strom";"PV";0;"MWh"
1998;"Truttikon";41;"Strom";"PV";0;"Anzahl"
1999;"Truttikon";41;"Strom";"PV";0;"kW"
1999;"Truttikon";41;"Strom";"PV";0;"MWh"
1999;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2000;"Truttikon";41;"Strom";"PV";0;"kW"
2000;"Truttikon";41;"Strom";"PV";0;"MWh"
2000;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2001;"Truttikon";41;"Strom";"PV";0;"kW"
2001;"Truttikon";41;"Strom";"PV";0;"MWh"
2001;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2002;"Truttikon";41;"Strom";"PV";0;"kW"
2002;"Truttikon";41;"Strom";"PV";0;"MWh"
2002;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2003;"Truttikon";41;"Strom";"PV";0;"kW"
2003;"Truttikon";41;"Strom";"PV";0;"MWh"
2003;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2004;"Truttikon";41;"Strom";"PV";0;"kW"
2004;"Truttikon";41;"Strom";"PV";0;"MWh"
2004;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2005;"Truttikon";41;"Strom";"PV";0;"kW"
2005;"Truttikon";41;"Strom";"PV";0;"MWh"
2005;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2006;"Truttikon";41;"Strom";"PV";0;"kW"
2006;"Truttikon";41;"Strom";"PV";0;"MWh"
2006;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2007;"Truttikon";41;"Strom";"PV";0;"kW"
2007;"Truttikon";41;"Strom";"PV";0;"MWh"
2007;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2008;"Truttikon";41;"Strom";"PV";0;"kW"
2008;"Truttikon";41;"Strom";"PV";0;"MWh"
2008;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2009;"Truttikon";41;"Strom";"PV";0;"kW"
2009;"Truttikon";41;"Strom";"PV";0;"MWh"
2009;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2010;"Truttikon";41;"Strom";"PV";0;"kW"
2010;"Truttikon";41;"Strom";"PV";0;"MWh"
2010;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2011;"Truttikon";41;"Strom";"PV";0;"kW"
2011;"Truttikon";41;"Strom";"PV";0;"MWh"
2011;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2012;"Truttikon";41;"Strom";"PV";0;"kW"
2012;"Truttikon";41;"Strom";"PV";0;"MWh"
2012;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2013;"Truttikon";41;"Strom";"PV";0;"kW"
2013;"Truttikon";41;"Strom";"PV";0;"MWh"
2013;"Truttikon";41;"Strom";"PV";0;"Anzahl"
2014;"Truttikon";41;"Strom";"PV";4.2;"kW"
2014;"Truttikon";41;"Strom";"PV";4.2;"MWh"
2014;"Truttikon";41;"Strom";"PV";1;"Anzahl"
2015;"Truttikon";41;"Strom";"PV";73.89;"kW"
2015;"Truttikon";41;"Strom";"PV";73.89;"MWh"
2015;"Truttikon";41;"Strom";"PV";6;"Anzahl"
2016;"Truttikon";41;"Strom";"PV";97.48;"kW"
2016;"Truttikon";41;"Strom";"PV";97.48;"MWh"
2016;"Truttikon";41;"Strom";"PV";9;"Anzahl"
2017;"Truttikon";41;"Strom";"PV";108.5;"kW"
2017;"Truttikon";41;"Strom";"PV";108.5;"MWh"
2017;"Truttikon";41;"Strom";"PV";10;"Anzahl"
2018;"Truttikon";41;"Strom";"PV";132.03;"kW"
2018;"Truttikon";41;"Strom";"PV";132.03;"MWh"
2018;"Truttikon";41;"Strom";"PV";12;"Anzahl"
2019;"Truttikon";41;"Strom";"PV";164.89;"kW"
2019;"Truttikon";41;"Strom";"PV";164.89;"MWh"
2019;"Truttikon";41;"Strom";"PV";15;"Anzahl"
2020;"Truttikon";41;"Strom";"PV";164.89;"kW"
2020;"Truttikon";41;"Strom";"PV";164.89;"MWh"
2020;"Truttikon";41;"Strom";"PV";15;"Anzahl"
2021;"Truttikon";41;"Strom";"PV";200.64;"kW"
2021;"Truttikon";41;"Strom";"PV";200.64;"MWh"
2021;"Truttikon";41;"Strom";"PV";18;"Anzahl"
2022;"Truttikon";41;"Strom";"PV";263.65999999999997;"kW"
2022;"Truttikon";41;"Strom";"PV";263.65999999999997;"MWh"
2022;"Truttikon";41;"Strom";"PV";22;"Anzahl"
2023;"Truttikon";41;"Strom";"PV";285.79;"kW"
2023;"Truttikon";41;"Strom";"PV";285.79;"MWh"
2023;"Truttikon";41;"Strom";"PV";24;"Anzahl"
2024;"Truttikon";41;"Strom";"PV";400.08;"kW"
2024;"Truttikon";41;"Strom";"PV";400.08;"MWh"
2024;"Truttikon";41;"Strom";"PV";31;"Anzahl"
2025;"Truttikon";41;"Strom";"PV";426.86;"kW"
2025;"Truttikon";41;"Strom";"PV";426.86;"MWh"
2025;"Truttikon";41;"Strom";"PV";32;"Anzahl"
1990;"Volken";43;"Strom";"PV";0;"kW"
1990;"Volken";43;"Strom";"PV";0;"MWh"
1990;"Volken";43;"Strom";"PV";0;"Anzahl"
1991;"Volken";43;"Strom";"PV";0;"kW"
1991;"Volken";43;"Strom";"PV";0;"MWh"
1991;"Volken";43;"Strom";"PV";0;"Anzahl"
1992;"Volken";43;"Strom";"PV";0;"kW"
1992;"Volken";43;"Strom";"PV";0;"MWh"
1992;"Volken";43;"Strom";"PV";0;"Anzahl"
1993;"Volken";43;"Strom";"PV";0;"kW"
1993;"Volken";43;"Strom";"PV";0;"MWh"
1993;"Volken";43;"Strom";"PV";0;"Anzahl"
1994;"Volken";43;"Strom";"PV";0;"kW"
1994;"Volken";43;"Strom";"PV";0;"MWh"
1994;"Volken";43;"Strom";"PV";0;"Anzahl"
1995;"Volken";43;"Strom";"PV";0;"kW"
1995;"Volken";43;"Strom";"PV";0;"MWh"
1995;"Volken";43;"Strom";"PV";0;"Anzahl"
1996;"Volken";43;"Strom";"PV";0;"kW"
1996;"Volken";43;"Strom";"PV";0;"MWh"
1996;"Volken";43;"Strom";"PV";0;"Anzahl"
1997;"Volken";43;"Strom";"PV";0;"kW"
1997;"Volken";43;"Strom";"PV";0;"MWh"
1997;"Volken";43;"Strom";"PV";0;"Anzahl"
1998;"Volken";43;"Strom";"PV";0;"kW"
1998;"Volken";43;"Strom";"PV";0;"MWh"
1998;"Volken";43;"Strom";"PV";0;"Anzahl"
1999;"Volken";43;"Strom";"PV";0;"kW"
1999;"Volken";43;"Strom";"PV";0;"MWh"
1999;"Volken";43;"Strom";"PV";0;"Anzahl"
2000;"Volken";43;"Strom";"PV";0;"kW"
2000;"Volken";43;"Strom";"PV";0;"MWh"
2000;"Volken";43;"Strom";"PV";0;"Anzahl"
2001;"Volken";43;"Strom";"PV";0;"kW"
2001;"Volken";43;"Strom";"PV";0;"MWh"
2001;"Volken";43;"Strom";"PV";0;"Anzahl"
2002;"Volken";43;"Strom";"PV";0;"kW"
2002;"Volken";43;"Strom";"PV";0;"MWh"
2002;"Volken";43;"Strom";"PV";0;"Anzahl"
2003;"Volken";43;"Strom";"PV";0;"kW"
2003;"Volken";43;"Strom";"PV";0;"MWh"
2003;"Volken";43;"Strom";"PV";0;"Anzahl"
2004;"Volken";43;"Strom";"PV";0;"kW"
2004;"Volken";43;"Strom";"PV";0;"MWh"
2004;"Volken";43;"Strom";"PV";0;"Anzahl"
2005;"Volken";43;"Strom";"PV";0;"kW"
2005;"Volken";43;"Strom";"PV";0;"MWh"
2005;"Volken";43;"Strom";"PV";0;"Anzahl"
2006;"Volken";43;"Strom";"PV";0;"kW"
2006;"Volken";43;"Strom";"PV";0;"MWh"
2006;"Volken";43;"Strom";"PV";0;"Anzahl"
2007;"Volken";43;"Strom";"PV";0;"kW"
2007;"Volken";43;"Strom";"PV";0;"MWh"
2007;"Volken";43;"Strom";"PV";0;"Anzahl"
2008;"Volken";43;"Strom";"PV";0;"kW"
2008;"Volken";43;"Strom";"PV";0;"MWh"
2008;"Volken";43;"Strom";"PV";0;"Anzahl"
2009;"Volken";43;"Strom";"PV";0;"kW"
2009;"Volken";43;"Strom";"PV";0;"MWh"
2009;"Volken";43;"Strom";"PV";0;"Anzahl"
2010;"Volken";43;"Strom";"PV";0;"kW"
2010;"Volken";43;"Strom";"PV";0;"MWh"
2010;"Volken";43;"Strom";"PV";0;"Anzahl"
2011;"Volken";43;"Strom";"PV";0;"kW"
2011;"Volken";43;"Strom";"PV";0;"MWh"
2011;"Volken";43;"Strom";"PV";0;"Anzahl"
2012;"Volken";43;"Strom";"PV";0;"kW"
2012;"Volken";43;"Strom";"PV";0;"MWh"
2012;"Volken";43;"Strom";"PV";0;"Anzahl"
2013;"Volken";43;"Strom";"PV";0;"kW"
2013;"Volken";43;"Strom";"PV";0;"MWh"
2013;"Volken";43;"Strom";"PV";0;"Anzahl"
2014;"Volken";43;"Strom";"PV";0;"kW"
2014;"Volken";43;"Strom";"PV";0;"MWh"
2014;"Volken";43;"Strom";"PV";0;"Anzahl"
2015;"Volken";43;"Strom";"PV";0;"kW"
2015;"Volken";43;"Strom";"PV";0;"MWh"
2015;"Volken";43;"Strom";"PV";0;"Anzahl"
2016;"Volken";43;"Strom";"PV";15.6;"kW"
2016;"Volken";43;"Strom";"PV";15.6;"MWh"
2016;"Volken";43;"Strom";"PV";1;"Anzahl"
2017;"Volken";43;"Strom";"PV";15.6;"kW"
2017;"Volken";43;"Strom";"PV";15.6;"MWh"
2017;"Volken";43;"Strom";"PV";1;"Anzahl"
2018;"Volken";43;"Strom";"PV";58.92;"kW"
2018;"Volken";43;"Strom";"PV";58.92;"MWh"
2018;"Volken";43;"Strom";"PV";3;"Anzahl"
2019;"Volken";43;"Strom";"PV";74.92;"kW"
2019;"Volken";43;"Strom";"PV";74.92;"MWh"
2019;"Volken";43;"Strom";"PV";4;"Anzahl"
2020;"Volken";43;"Strom";"PV";117.76;"kW"
2020;"Volken";43;"Strom";"PV";117.76;"MWh"
2020;"Volken";43;"Strom";"PV";5;"Anzahl"
2021;"Volken";43;"Strom";"PV";144.15;"kW"
2021;"Volken";43;"Strom";"PV";144.15;"MWh"
2021;"Volken";43;"Strom";"PV";7;"Anzahl"
2022;"Volken";43;"Strom";"PV";179.78;"kW"
2022;"Volken";43;"Strom";"PV";179.78;"MWh"
2022;"Volken";43;"Strom";"PV";10;"Anzahl"
2023;"Volken";43;"Strom";"PV";189.28;"kW"
2023;"Volken";43;"Strom";"PV";189.28;"MWh"
2023;"Volken";43;"Strom";"PV";11;"Anzahl"
2024;"Volken";43;"Strom";"PV";189.28;"kW"
2024;"Volken";43;"Strom";"PV";189.28;"MWh"
2024;"Volken";43;"Strom";"PV";11;"Anzahl"
2025;"Volken";43;"Strom";"PV";189.28;"kW"
2025;"Volken";43;"Strom";"PV";189.28;"MWh"
2025;"Volken";43;"Strom";"PV";11;"Anzahl"
1990;"Bachenbülach";51;"Strom";"PV";0;"kW"
1990;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1990;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1991;"Bachenbülach";51;"Strom";"PV";0;"kW"
1991;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1991;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1992;"Bachenbülach";51;"Strom";"PV";0;"kW"
1992;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1992;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1993;"Bachenbülach";51;"Strom";"PV";0;"kW"
1993;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1993;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1994;"Bachenbülach";51;"Strom";"PV";0;"kW"
1994;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1994;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1995;"Bachenbülach";51;"Strom";"PV";0;"kW"
1995;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1995;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1996;"Bachenbülach";51;"Strom";"PV";0;"kW"
1996;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1996;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1997;"Bachenbülach";51;"Strom";"PV";0;"kW"
1997;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1997;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1998;"Bachenbülach";51;"Strom";"PV";0;"kW"
1998;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1998;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
1999;"Bachenbülach";51;"Strom";"PV";0;"kW"
1999;"Bachenbülach";51;"Strom";"PV";0;"MWh"
1999;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2000;"Bachenbülach";51;"Strom";"PV";0;"kW"
2000;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2000;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2001;"Bachenbülach";51;"Strom";"PV";0;"kW"
2001;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2001;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2002;"Bachenbülach";51;"Strom";"PV";0;"kW"
2002;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2002;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2003;"Bachenbülach";51;"Strom";"PV";0;"kW"
2003;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2003;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2004;"Bachenbülach";51;"Strom";"PV";0;"kW"
2004;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2004;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2005;"Bachenbülach";51;"Strom";"PV";0;"kW"
2005;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2005;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2006;"Bachenbülach";51;"Strom";"PV";0;"kW"
2006;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2006;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2007;"Bachenbülach";51;"Strom";"PV";0;"kW"
2007;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2007;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2008;"Bachenbülach";51;"Strom";"PV";0;"kW"
2008;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2008;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2009;"Bachenbülach";51;"Strom";"PV";0;"kW"
2009;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2009;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2010;"Bachenbülach";51;"Strom";"PV";0;"kW"
2010;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2010;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2011;"Bachenbülach";51;"Strom";"PV";0;"kW"
2011;"Bachenbülach";51;"Strom";"PV";0;"MWh"
2011;"Bachenbülach";51;"Strom";"PV";0;"Anzahl"
2012;"Bachenbülach";51;"Strom";"PV";212.82999999999998;"kW"
2012;"Bachenbülach";51;"Strom";"PV";212.82999999999998;"MWh"
2012;"Bachenbülach";51;"Strom";"PV";2;"Anzahl"
2013;"Bachenbülach";51;"Strom";"PV";212.82999999999998;"kW"
2013;"Bachenbülach";51;"Strom";"PV";212.82999999999998;"MWh"
2013;"Bachenbülach";51;"Strom";"PV";2;"Anzahl"
2014;"Bachenbülach";51;"Strom";"PV";334.6;"kW"
2014;"Bachenbülach";51;"Strom";"PV";334.6;"MWh"
2014;"Bachenbülach";51;"Strom";"PV";3;"Anzahl"
2015;"Bachenbülach";51;"Strom";"PV";380.08;"kW"
2015;"Bachenbülach";51;"Strom";"PV";380.08;"MWh"
2015;"Bachenbülach";51;"Strom";"PV";7;"Anzahl"
2016;"Bachenbülach";51;"Strom";"PV";392.5;"kW"
2016;"Bachenbülach";51;"Strom";"PV";392.5;"MWh"
2016;"Bachenbülach";51;"Strom";"PV";9;"Anzahl"
2017;"Bachenbülach";51;"Strom";"PV";471.7;"kW"
2017;"Bachenbülach";51;"Strom";"PV";471.7;"MWh"
2017;"Bachenbülach";51;"Strom";"PV";16;"Anzahl"
2018;"Bachenbülach";51;"Strom";"PV";471.7;"kW"
2018;"Bachenbülach";51;"Strom";"PV";471.7;"MWh"
2018;"Bachenbülach";51;"Strom";"PV";16;"Anzahl"
2019;"Bachenbülach";51;"Strom";"PV";509.38;"kW"
2019;"Bachenbülach";51;"Strom";"PV";509.38;"MWh"
2019;"Bachenbülach";51;"Strom";"PV";20;"Anzahl"
2020;"Bachenbülach";51;"Strom";"PV";693.43;"kW"
2020;"Bachenbülach";51;"Strom";"PV";693.43;"MWh"
2020;"Bachenbülach";51;"Strom";"PV";27;"Anzahl"
2021;"Bachenbülach";51;"Strom";"PV";1281.65;"kW"
2021;"Bachenbülach";51;"Strom";"PV";1281.65;"MWh"
2021;"Bachenbülach";51;"Strom";"PV";40;"Anzahl"
2022;"Bachenbülach";51;"Strom";"PV";1521.59;"kW"
2022;"Bachenbülach";51;"Strom";"PV";1521.59;"MWh"
2022;"Bachenbülach";51;"Strom";"PV";55;"Anzahl"
2023;"Bachenbülach";51;"Strom";"PV";1968.09;"kW"
2023;"Bachenbülach";51;"Strom";"PV";1968.09;"MWh"
2023;"Bachenbülach";51;"Strom";"PV";80;"Anzahl"
2024;"Bachenbülach";51;"Strom";"PV";3984.25;"kW"
2024;"Bachenbülach";51;"Strom";"PV";3984.25;"MWh"
2024;"Bachenbülach";51;"Strom";"PV";100;"Anzahl"
2025;"Bachenbülach";51;"Strom";"PV";4649.8099999999995;"kW"
2025;"Bachenbülach";51;"Strom";"PV";4649.8099999999995;"MWh"
2025;"Bachenbülach";51;"Strom";"PV";105;"Anzahl"
1990;"Bassersdorf";52;"Strom";"PV";0;"kW"
1990;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1990;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1991;"Bassersdorf";52;"Strom";"PV";0;"kW"
1991;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1991;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1992;"Bassersdorf";52;"Strom";"PV";0;"kW"
1992;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1992;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1993;"Bassersdorf";52;"Strom";"PV";0;"kW"
1993;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1993;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1994;"Bassersdorf";52;"Strom";"PV";0;"kW"
1994;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1994;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1995;"Bassersdorf";52;"Strom";"PV";0;"kW"
1995;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1995;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1996;"Bassersdorf";52;"Strom";"PV";0;"kW"
1996;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1996;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1997;"Bassersdorf";52;"Strom";"PV";0;"kW"
1997;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1997;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1998;"Bassersdorf";52;"Strom";"PV";0;"kW"
1998;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1998;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
1999;"Bassersdorf";52;"Strom";"PV";0;"kW"
1999;"Bassersdorf";52;"Strom";"PV";0;"MWh"
1999;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2000;"Bassersdorf";52;"Strom";"PV";0;"kW"
2000;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2000;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2001;"Bassersdorf";52;"Strom";"PV";0;"kW"
2001;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2001;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2002;"Bassersdorf";52;"Strom";"PV";0;"kW"
2002;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2002;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2003;"Bassersdorf";52;"Strom";"PV";0;"kW"
2003;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2003;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2004;"Bassersdorf";52;"Strom";"PV";0;"kW"
2004;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2004;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2005;"Bassersdorf";52;"Strom";"PV";0;"kW"
2005;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2005;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2006;"Bassersdorf";52;"Strom";"PV";0;"kW"
2006;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2006;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2007;"Bassersdorf";52;"Strom";"PV";0;"kW"
2007;"Bassersdorf";52;"Strom";"PV";0;"MWh"
2007;"Bassersdorf";52;"Strom";"PV";0;"Anzahl"
2008;"Bassersdorf";52;"Strom";"PV";12.95;"kW"
2008;"Bassersdorf";52;"Strom";"PV";12.95;"MWh"
2008;"Bassersdorf";52;"Strom";"PV";2;"Anzahl"
