bfsakt,gemakt,jahr,wert,einheit
213,Brütten,2016,0,MWh
213,Brütten,2017,0,MWh
213,Brütten,2018,0,MWh
213,Brütten,2019,0,MWh
213,Brütten,2020,0,MWh
213,Brütten,2021,0,MWh
213,Brütten,2022,0,MWh
213,Brütten,2023,0,MWh
213,Brütten,2024,0,MWh
214,Dägerlen,2004,0,MWh
214,Dägerlen,2005,0,MWh
214,Dägerlen,2006,0,MWh
214,Dägerlen,2007,0,MWh
214,Dägerlen,2008,0,MWh
214,Dägerlen,2009,0,MWh
214,Dägerlen,2010,0,MWh
214,Dägerlen,2011,0,MWh
214,Dägerlen,2012,0,MWh
214,Dägerlen,2013,0,MWh
214,Dägerlen,2014,0,MWh
214,Dägerlen,2015,0,MWh
214,Dägerlen,2016,0,MWh
214,Dägerlen,2017,0,MWh
214,Dägerlen,2018,0,MWh
214,Dägerlen,2019,0,MWh
214,Dägerlen,2020,0,MWh
214,Dägerlen,2021,0,MWh
214,Dägerlen,2022,0,MWh
214,Dägerlen,2023,0,MWh
214,Dägerlen,2024,0,MWh
215,Dättlikon,2004,0,MWh
215,Dättlikon,2005,0,MWh
215,Dättlikon,2006,0,MWh
215,Dättlikon,2007,0,MWh
215,Dättlikon,2008,0,MWh
215,Dättlikon,2009,0,MWh
215,Dättlikon,2010,0,MWh
215,Dättlikon,2011,0,MWh
215,Dättlikon,2012,0,MWh
215,Dättlikon,2013,0,MWh
215,Dättlikon,2014,0,MWh
215,Dättlikon,2015,0,MWh
215,Dättlikon,2016,0,MWh
215,Dättlikon,2017,0,MWh
215,Dättlikon,2018,0,MWh
215,Dättlikon,2019,0,MWh
215,Dättlikon,2020,0,MWh
215,Dättlikon,2021,0,MWh
215,Dättlikon,2022,0,MWh
215,Dättlikon,2023,0,MWh
215,Dättlikon,2024,0,MWh
216,Dinhard,2004,0,MWh
216,Dinhard,2005,0,MWh
216,Dinhard,2006,0,MWh
216,Dinhard,2007,0,MWh
216,Dinhard,2008,0,MWh
216,Dinhard,2009,0,MWh
216,Dinhard,2010,0,MWh
216,Dinhard,2011,0,MWh
216,Dinhard,2012,0,MWh
216,Dinhard,2013,0,MWh
216,Dinhard,2014,0,MWh
216,Dinhard,2015,0,MWh
216,Dinhard,2016,0,MWh
216,Dinhard,2017,0,MWh
216,Dinhard,2018,0,MWh
216,Dinhard,2019,0,MWh
216,Dinhard,2020,0,MWh
216,Dinhard,2021,0,MWh
216,Dinhard,2022,0,MWh
216,Dinhard,2023,0,MWh
216,Dinhard,2024,0,MWh
218,Ellikon a.d.Th.,2004,0,MWh
218,Ellikon a.d.Th.,2005,0,MWh
218,Ellikon a.d.Th.,2006,0,MWh
218,Ellikon a.d.Th.,2007,0,MWh
218,Ellikon a.d.Th.,2008,0,MWh
218,Ellikon a.d.Th.,2009,0,MWh
218,Ellikon a.d.Th.,2010,0,MWh
218,Ellikon a.d.Th.,2011,0,MWh
218,Ellikon a.d.Th.,2012,0,MWh
218,Ellikon a.d.Th.,2013,0,MWh
218,Ellikon a.d.Th.,2014,0,MWh
218,Ellikon a.d.Th.,2015,0,MWh
218,Ellikon a.d.Th.,2016,0,MWh
218,Ellikon a.d.Th.,2017,0,MWh
218,Ellikon a.d.Th.,2018,0,MWh
218,Ellikon a.d.Th.,2019,0,MWh
218,Ellikon a.d.Th.,2020,0,MWh
218,Ellikon a.d.Th.,2021,0,MWh
218,Ellikon a.d.Th.,2022,0,MWh
218,Ellikon a.d.Th.,2023,0,MWh
218,Ellikon a.d.Th.,2024,0,MWh
219,Elsau,2004,0,MWh
219,Elsau,2005,0,MWh
219,Elsau,2006,0,MWh
219,Elsau,2007,0,MWh
219,Elsau,2008,0,MWh
219,Elsau,2009,0,MWh
219,Elsau,2010,0,MWh
219,Elsau,2011,0,MWh
219,Elsau,2012,0,MWh
219,Elsau,2013,0,MWh
219,Elsau,2014,0,MWh
219,Elsau,2015,0,MWh
219,Elsau,2016,0,MWh
219,Elsau,2017,0,MWh
219,Elsau,2018,0,MWh
219,Elsau,2019,0,MWh
219,Elsau,2020,0,MWh
219,Elsau,2021,0,MWh
219,Elsau,2022,0,MWh
219,Elsau,2023,0,MWh
219,Elsau,2024,0,MWh
220,Hagenbuch,2004,0,MWh
220,Hagenbuch,2005,0,MWh
220,Hagenbuch,2006,0,MWh
220,Hagenbuch,2007,0,MWh
220,Hagenbuch,2008,0,MWh
220,Hagenbuch,2009,0,MWh
220,Hagenbuch,2010,0,MWh
220,Hagenbuch,2011,0,MWh
220,Hagenbuch,2012,0,MWh
220,Hagenbuch,2013,0,MWh
220,Hagenbuch,2014,0,MWh
220,Hagenbuch,2015,0,MWh
220,Hagenbuch,2016,0,MWh
220,Hagenbuch,2017,0,MWh
220,Hagenbuch,2018,0,MWh
220,Hagenbuch,2019,0,MWh
220,Hagenbuch,2020,0,MWh
220,Hagenbuch,2021,0,MWh
220,Hagenbuch,2022,0,MWh
220,Hagenbuch,2023,0,MWh
220,Hagenbuch,2024,0,MWh
221,Hettlingen,2004,0,MWh
221,Hettlingen,2005,0,MWh
221,Hettlingen,2006,0,MWh
221,Hettlingen,2007,0,MWh
221,Hettlingen,2008,0,MWh
221,Hettlingen,2009,0,MWh
221,Hettlingen,2010,0,MWh
221,Hettlingen,2011,0,MWh
221,Hettlingen,2012,0,MWh
221,Hettlingen,2013,0,MWh
221,Hettlingen,2014,0,MWh
221,Hettlingen,2015,0,MWh
221,Hettlingen,2016,0,MWh
221,Hettlingen,2017,0,MWh
221,Hettlingen,2018,0,MWh
221,Hettlingen,2019,0,MWh
221,Hettlingen,2020,0,MWh
221,Hettlingen,2021,0,MWh
221,Hettlingen,2022,0,MWh
221,Hettlingen,2023,0,MWh
221,Hettlingen,2024,0,MWh
223,Neftenbach,2004,0,MWh
223,Neftenbach,2005,0,MWh
223,Neftenbach,2006,0,MWh
223,Neftenbach,2007,0,MWh
223,Neftenbach,2008,0,MWh
223,Neftenbach,2009,0,MWh
223,Neftenbach,2010,0,MWh
223,Neftenbach,2011,0,MWh
223,Neftenbach,2012,0,MWh
223,Neftenbach,2013,0,MWh
223,Neftenbach,2014,0,MWh
223,Neftenbach,2015,0,MWh
223,Neftenbach,2016,0,MWh
223,Neftenbach,2017,0,MWh
223,Neftenbach,2018,0,MWh
223,Neftenbach,2019,0,MWh
223,Neftenbach,2020,0,MWh
223,Neftenbach,2021,0,MWh
223,Neftenbach,2022,0,MWh
223,Neftenbach,2023,0,MWh
223,Neftenbach,2024,0,MWh
224,Pfungen,2004,5743,MWh
224,Pfungen,2005,6131,MWh
224,Pfungen,2006,6000,MWh
224,Pfungen,2007,5278,MWh
224,Pfungen,2008,6641,MWh
224,Pfungen,2009,7288,MWh
224,Pfungen,2010,7725,MWh
224,Pfungen,2011,6987,MWh
224,Pfungen,2012,8111,MWh
224,Pfungen,2013,8538,MWh
224,Pfungen,2014,8041,MWh
224,Pfungen,2015,9141,MWh
224,Pfungen,2016,10105,MWh
224,Pfungen,2017,10517,MWh
224,Pfungen,2018,10038,MWh
224,Pfungen,2019,10038,MWh
224,Pfungen,2020,10818,MWh
224,Pfungen,2021,12258,MWh
224,Pfungen,2022,10242,MWh
224,Pfungen,2023,6459,MWh
224,Pfungen,2024,10360,MWh
225,Rickenbach,2004,0,MWh
225,Rickenbach,2005,0,MWh
225,Rickenbach,2006,0,MWh
225,Rickenbach,2007,0,MWh
225,Rickenbach,2008,0,MWh
225,Rickenbach,2009,0,MWh
225,Rickenbach,2010,0,MWh
225,Rickenbach,2011,0,MWh
225,Rickenbach,2012,0,MWh
225,Rickenbach,2013,0,MWh
225,Rickenbach,2014,0,MWh
225,Rickenbach,2015,0,MWh
225,Rickenbach,2016,0,MWh
225,Rickenbach,2017,0,MWh
225,Rickenbach,2018,0,MWh
225,Rickenbach,2019,0,MWh
225,Rickenbach,2020,0,MWh
225,Rickenbach,2021,0,MWh
225,Rickenbach,2022,0,MWh
225,Rickenbach,2023,0,MWh
225,Rickenbach,2024,0,MWh
226,Schlatt,2004,0,MWh
226,Schlatt,2005,0,MWh
226,Schlatt,2006,0,MWh
226,Schlatt,2007,0,MWh
226,Schlatt,2008,0,MWh
226,Schlatt,2009,0,MWh
226,Schlatt,2010,0,MWh
226,Schlatt,2011,0,MWh
226,Schlatt,2012,0,MWh
226,Schlatt,2013,0,MWh
226,Schlatt,2014,0,MWh
226,Schlatt,2015,0,MWh
226,Schlatt,2016,0,MWh
226,Schlatt,2017,0,MWh
226,Schlatt,2018,0,MWh
226,Schlatt,2019,0,MWh
226,Schlatt,2020,0,MWh
226,Schlatt,2021,0,MWh
226,Schlatt,2022,0,MWh
226,Schlatt,2023,0,MWh
226,Schlatt,2024,0,MWh
227,Seuzach,2004,0,MWh
227,Seuzach,2005,0,MWh
227,Seuzach,2006,0,MWh
227,Seuzach,2007,0,MWh
227,Seuzach,2008,0,MWh
227,Seuzach,2009,0,MWh
227,Seuzach,2010,0,MWh
227,Seuzach,2011,0,MWh
227,Seuzach,2012,0,MWh
227,Seuzach,2013,0,MWh
227,Seuzach,2014,0,MWh
227,Seuzach,2015,0,MWh
227,Seuzach,2016,0,MWh
227,Seuzach,2017,0,MWh
227,Seuzach,2018,0,MWh
227,Seuzach,2019,0,MWh
227,Seuzach,2020,181,MWh
227,Seuzach,2021,1883,MWh
227,Seuzach,2022,3604,MWh
227,Seuzach,2023,2867,MWh
227,Seuzach,2024,3683,MWh
228,Turbenthal,2004,0,MWh
228,Turbenthal,2005,0,MWh
228,Turbenthal,2006,0,MWh
228,Turbenthal,2007,0,MWh
228,Turbenthal,2008,0,MWh
228,Turbenthal,2009,0,MWh
228,Turbenthal,2010,0,MWh
228,Turbenthal,2011,0,MWh
228,Turbenthal,2012,0,MWh
228,Turbenthal,2013,0,MWh
228,Turbenthal,2014,0,MWh
228,Turbenthal,2015,0,MWh
228,Turbenthal,2016,0,MWh
228,Turbenthal,2017,0,MWh
228,Turbenthal,2018,0,MWh
228,Turbenthal,2019,0,MWh
228,Turbenthal,2020,0,MWh
228,Turbenthal,2021,0,MWh
228,Turbenthal,2022,0,MWh
228,Turbenthal,2023,0,MWh
228,Turbenthal,2024,0,MWh
230,Winterthur,2004,439018,MWh
230,Winterthur,2005,456110,MWh
230,Winterthur,2006,449900,MWh
230,Winterthur,2007,385569,MWh
230,Winterthur,2008,426000,MWh
230,Winterthur,2009,488889,MWh
230,Winterthur,2010,523354,MWh
230,Winterthur,2011,475803,MWh
230,Winterthur,2012,478337,MWh
230,Winterthur,2013,505856,MWh
230,Winterthur,2014,466125,MWh
230,Winterthur,2015,446688,MWh
230,Winterthur,2016,447325,MWh
230,Winterthur,2017,454112,MWh
230,Winterthur,2018,421551,MWh
230,Winterthur,2019,433278,MWh
230,Winterthur,2020,431321,MWh
230,Winterthur,2021,486838,MWh
230,Winterthur,2022,392865,MWh
230,Winterthur,2023,347730,MWh
230,Winterthur,2024,345248,MWh
231,Zell,2004,0,MWh
231,Zell,2005,0,MWh
231,Zell,2006,0,MWh
231,Zell,2007,0,MWh
231,Zell,2008,0,MWh
231,Zell,2009,0,MWh
231,Zell,2010,0,MWh
231,Zell,2011,0,MWh
231,Zell,2012,0,MWh
231,Zell,2013,0,MWh
231,Zell,2014,0,MWh
231,Zell,2015,0,MWh
231,Zell,2016,0,MWh
231,Zell,2017,0,MWh
231,Zell,2018,0,MWh
231,Zell,2019,0,MWh
231,Zell,2020,0,MWh
231,Zell,2021,0,MWh
231,Zell,2022,0,MWh
231,Zell,2023,0,MWh
231,Zell,2024,0,MWh
241,Aesch,2004,0,MWh
241,Aesch,2005,0,MWh
241,Aesch,2006,0,MWh
241,Aesch,2007,0,MWh
241,Aesch,2008,0,MWh
241,Aesch,2009,0,MWh
241,Aesch,2010,0,MWh
241,Aesch,2011,0,MWh
241,Aesch,2012,0,MWh
241,Aesch,2013,0,MWh
241,Aesch,2014,0,MWh
241,Aesch,2015,0,MWh
241,Aesch,2016,0,MWh
241,Aesch,2017,0,MWh
241,Aesch,2018,0,MWh
241,Aesch,2019,0,MWh
241,Aesch,2020,0,MWh
241,Aesch,2021,0,MWh
241,Aesch,2022,0,MWh
241,Aesch,2023,0,MWh
241,Aesch,2024,0,MWh
242,Birmensdorf,2004,10162,MWh
242,Birmensdorf,2005,13160,MWh
242,Birmensdorf,2006,14971,MWh
242,Birmensdorf,2007,12622,MWh
242,Birmensdorf,2008,8863,MWh
242,Birmensdorf,2009,10807,MWh
242,Birmensdorf,2010,10351,MWh
242,Birmensdorf,2011,14415,MWh
242,Birmensdorf,2012,11549,MWh
242,Birmensdorf,2013,13283,MWh
242,Birmensdorf,2014,14130,MWh
242,Birmensdorf,2015,14144,MWh
242,Birmensdorf,2016,13799,MWh
242,Birmensdorf,2017,18128,MWh
242,Birmensdorf,2018,20491,MWh
242,Birmensdorf,2019,15354,MWh
242,Birmensdorf,2020,18055,MWh
242,Birmensdorf,2021,8784,MWh
242,Birmensdorf,2022,16203,MWh
242,Birmensdorf,2023,11152,MWh
242,Birmensdorf,2024,13198,MWh
243,Dietikon,2004,81157,MWh
243,Dietikon,2005,78677,MWh
243,Dietikon,2006,83587,MWh
243,Dietikon,2007,68858,MWh
243,Dietikon,2008,80536,MWh
243,Dietikon,2009,80374,MWh
243,Dietikon,2010,83661,MWh
243,Dietikon,2011,77674,MWh
243,Dietikon,2012,80103,MWh
243,Dietikon,2013,87502,MWh
243,Dietikon,2014,78190,MWh
243,Dietikon,2015,78496,MWh
243,Dietikon,2016,80581,MWh
243,Dietikon,2017,87711,MWh
243,Dietikon,2018,82639,MWh
243,Dietikon,2019,81545,MWh
243,Dietikon,2020,78774,MWh
243,Dietikon,2021,89576,MWh
243,Dietikon,2022,90046,MWh
243,Dietikon,2023,67531,MWh
243,Dietikon,2024,71738,MWh
244,Geroldswil,2004,15053,MWh
244,Geroldswil,2005,14869,MWh
244,Geroldswil,2006,15419,MWh
244,Geroldswil,2007,11877,MWh
244,Geroldswil,2008,14029,MWh
244,Geroldswil,2009,13555,MWh
244,Geroldswil,2010,12778,MWh
244,Geroldswil,2011,13574,MWh
244,Geroldswil,2012,14365,MWh
244,Geroldswil,2013,16047,MWh
244,Geroldswil,2014,14534,MWh
244,Geroldswil,2015,14311,MWh
244,Geroldswil,2016,14541,MWh
244,Geroldswil,2017,24168,MWh
244,Geroldswil,2018,17218,MWh
244,Geroldswil,2019,11955,MWh
244,Geroldswil,2020,11250,MWh
244,Geroldswil,2021,11808,MWh
244,Geroldswil,2022,12061,MWh
244,Geroldswil,2023,7416,MWh
244,Geroldswil,2024,7207,MWh
245,Oberengstringen,2004,19416,MWh
245,Oberengstringen,2005,19998,MWh
245,Oberengstringen,2006,22226,MWh
245,Oberengstringen,2007,22333,MWh
245,Oberengstringen,2008,25602,MWh
245,Oberengstringen,2009,26007,MWh
245,Oberengstringen,2010,23307,MWh
245,Oberengstringen,2011,25834,MWh
245,Oberengstringen,2012,27431,MWh
245,Oberengstringen,2013,29145,MWh
245,Oberengstringen,2014,27133,MWh
245,Oberengstringen,2015,25949,MWh
245,Oberengstringen,2016,28318,MWh
245,Oberengstringen,2017,29744,MWh
245,Oberengstringen,2018,29952,MWh
245,Oberengstringen,2019,30365,MWh
245,Oberengstringen,2020,28724,MWh
245,Oberengstringen,2021,29877,MWh
245,Oberengstringen,2022,24113,MWh
245,Oberengstringen,2023,13181,MWh
245,Oberengstringen,2024,12547,MWh
246,Oetwil a.d.L,2004,0,MWh
246,Oetwil a.d.L,2005,0,MWh
246,Oetwil a.d.L,2006,0,MWh
246,Oetwil a.d.L,2007,0,MWh
246,Oetwil a.d.L,2008,0,MWh
246,Oetwil a.d.L,2009,0,MWh
246,Oetwil a.d.L,2010,0,MWh
246,Oetwil a.d.L,2011,0,MWh
246,Oetwil a.d.L,2012,0,MWh
246,Oetwil a.d.L,2013,0,MWh
246,Oetwil a.d.L,2014,0,MWh
246,Oetwil a.d.L,2015,0,MWh
246,Oetwil a.d.L,2016,0,MWh
246,Oetwil a.d.L,2017,0,MWh
246,Oetwil a.d.L,2018,0,MWh
246,Oetwil a.d.L,2019,0,MWh
246,Oetwil a.d.L,2020,0,MWh
246,Oetwil a.d.L,2021,0,MWh
246,Oetwil a.d.L,2022,0,MWh
246,Oetwil a.d.L,2023,0,MWh
246,Oetwil a.d.L,2024,0,MWh
247,Schlieren,2004,126421,MWh
247,Schlieren,2005,121230,MWh
247,Schlieren,2006,121000,MWh
247,Schlieren,2007,112080,MWh
247,Schlieren,2008,118570,MWh
247,Schlieren,2009,120026,MWh
247,Schlieren,2010,116972,MWh
247,Schlieren,2011,97716,MWh
247,Schlieren,2012,107428,MWh
247,Schlieren,2013,114668,MWh
247,Schlieren,2014,95594,MWh
247,Schlieren,2015,109208,MWh
247,Schlieren,2016,115837,MWh
247,Schlieren,2017,117099,MWh
247,Schlieren,2018,110545,MWh
247,Schlieren,2019,116667,MWh
247,Schlieren,2020,109515,MWh
247,Schlieren,2021,125572,MWh
247,Schlieren,2022,108501,MWh
247,Schlieren,2023,109674,MWh
247,Schlieren,2024,99775,MWh
248,Uitikon,2004,0,MWh
248,Uitikon,2005,0,MWh
248,Uitikon,2006,0,MWh
248,Uitikon,2007,0,MWh
248,Uitikon,2008,0,MWh
248,Uitikon,2009,0,MWh
248,Uitikon,2010,0,MWh
248,Uitikon,2011,0,MWh
248,Uitikon,2012,0,MWh
248,Uitikon,2013,0,MWh
248,Uitikon,2014,0,MWh
248,Uitikon,2015,0,MWh
248,Uitikon,2016,0,MWh
248,Uitikon,2017,0,MWh
248,Uitikon,2018,0,MWh
248,Uitikon,2019,0,MWh
248,Uitikon,2020,0,MWh
248,Uitikon,2021,0,MWh
248,Uitikon,2022,0,MWh
248,Uitikon,2023,0,MWh
248,Uitikon,2024,0,MWh
249,Unterengstringen,2004,6304,MWh
249,Unterengstringen,2005,6047,MWh
249,Unterengstringen,2006,6556,MWh
249,Unterengstringen,2007,5245,MWh
249,Unterengstringen,2008,6107,MWh
249,Unterengstringen,2009,6750,MWh
249,Unterengstringen,2010,5805,MWh
249,Unterengstringen,2011,6816,MWh
249,Unterengstringen,2012,6621,MWh
249,Unterengstringen,2013,7271,MWh
249,Unterengstringen,2014,6529,MWh
249,Unterengstringen,2015,7143,MWh
249,Unterengstringen,2016,8604,MWh
249,Unterengstringen,2017,17464,MWh
249,Unterengstringen,2018,17911,MWh
249,Unterengstringen,2019,16677,MWh
249,Unterengstringen,2020,15913,MWh
249,Unterengstringen,2021,12873,MWh
249,Unterengstringen,2022,14681,MWh
249,Unterengstringen,2023,9261,MWh
249,Unterengstringen,2024,11506,MWh
250,Urdorf,2004,45914,MWh
250,Urdorf,2005,45378,MWh
250,Urdorf,2006,46911,MWh
250,Urdorf,2007,39081,MWh
250,Urdorf,2008,45863,MWh
250,Urdorf,2009,46278,MWh
250,Urdorf,2010,42389,MWh
250,Urdorf,2011,45937,MWh
250,Urdorf,2012,44001,MWh
250,Urdorf,2013,47890,MWh
250,Urdorf,2014,44820,MWh
250,Urdorf,2015,45085,MWh
250,Urdorf,2016,45548,MWh
250,Urdorf,2017,47248,MWh
250,Urdorf,2018,47307,MWh
250,Urdorf,2019,48222,MWh
250,Urdorf,2020,46768,MWh
250,Urdorf,2021,54034,MWh
250,Urdorf,2022,53940,MWh
250,Urdorf,2023,43124,MWh
250,Urdorf,2024,41066,MWh
251,Weiningen,2004,13363,MWh
251,Weiningen,2005,11818,MWh
251,Weiningen,2006,12686,MWh
251,Weiningen,2007,10655,MWh
251,Weiningen,2008,13059,MWh
251,Weiningen,2009,18291,MWh
251,Weiningen,2010,12973,MWh
251,Weiningen,2011,14372,MWh
251,Weiningen,2012,14490,MWh
251,Weiningen,2013,15723,MWh
251,Weiningen,2014,14800,MWh
251,Weiningen,2015,14223,MWh
251,Weiningen,2016,16084,MWh
251,Weiningen,2017,17435,MWh
251,Weiningen,2018,16137,MWh
251,Weiningen,2019,14878,MWh
251,Weiningen,2020,14539,MWh
251,Weiningen,2021,14607,MWh
251,Weiningen,2022,15083,MWh
251,Weiningen,2023,10295,MWh
251,Weiningen,2024,9316,MWh
261,Zürich,2004,2555124,MWh
261,Zürich,2005,2436271,MWh
261,Zürich,2006,2510265,MWh
261,Zürich,2007,2382972,MWh
261,Zürich,2008,2755379,MWh
261,Zürich,2009,2691408,MWh
261,Zürich,2010,2656636,MWh
261,Zürich,2011,2444751,MWh
261,Zürich,2012,2467982,MWh
261,Zürich,2013,2749579,MWh
261,Zürich,2014,2307406,MWh
261,Zürich,2015,2184358,MWh
261,Zürich,2016,2268543,MWh
261,Zürich,2017,2332824,MWh
261,Zürich,2018,2268400,MWh
261,Zürich,2019,2287332,MWh
261,Zürich,2020,2165611,MWh
261,Zürich,2021,2514507,MWh
261,Zürich,2022,2397974,MWh
261,Zürich,2023,1875841,MWh
261,Zürich,2024,1965872,MWh
291,Andelfingen,2004,0,MWh
291,Andelfingen,2005,0,MWh
291,Andelfingen,2006,0,MWh
291,Andelfingen,2007,0,MWh
291,Andelfingen,2008,0,MWh
291,Andelfingen,2009,0,MWh
291,Andelfingen,2010,0,MWh
291,Andelfingen,2011,0,MWh
291,Andelfingen,2012,0,MWh
291,Andelfingen,2013,0,MWh
291,Andelfingen,2014,0,MWh
291,Andelfingen,2015,0,MWh
291,Andelfingen,2016,0,MWh
291,Andelfingen,2017,0,MWh
291,Andelfingen,2018,0,MWh
291,Andelfingen,2019,0,MWh
291,Andelfingen,2020,0,MWh
291,Andelfingen,2021,0,MWh
291,Andelfingen,2022,0,MWh
291,Andelfingen,2023,0,MWh
291,Andelfingen,2024,0,MWh
292,Stammheim,2004,0,MWh
292,Stammheim,2005,0,MWh
292,Stammheim,2006,0,MWh
292,Stammheim,2007,0,MWh
292,Stammheim,2008,0,MWh
292,Stammheim,2009,0,MWh
292,Stammheim,2010,0,MWh
292,Stammheim,2011,0,MWh
292,Stammheim,2012,0,MWh
292,Stammheim,2013,0,MWh
292,Stammheim,2014,0,MWh
292,Stammheim,2015,0,MWh
292,Stammheim,2016,0,MWh
292,Stammheim,2017,0,MWh
292,Stammheim,2018,0,MWh
292,Stammheim,2019,0,MWh
292,Stammheim,2020,0,MWh
292,Stammheim,2021,0,MWh
292,Stammheim,2022,0,MWh
292,Stammheim,2023,0,MWh
292,Stammheim,2024,0,MWh
293,Wädenswil,2004,136603,MWh
293,Wädenswil,2005,135247,MWh
293,Wädenswil,2006,148000,MWh
293,Wädenswil,2007,121000,MWh
293,Wädenswil,2008,140960,MWh
293,Wädenswil,2009,136107,MWh
293,Wädenswil,2010,144370,MWh
293,Wädenswil,2011,140589,MWh
293,Wädenswil,2012,132191,MWh
293,Wädenswil,2013,144822,MWh
293,Wädenswil,2014,130449,MWh
293,Wädenswil,2015,129800,MWh
293,Wädenswil,2016,136426,MWh
293,Wädenswil,2017,143009,MWh
293,Wädenswil,2018,138308,MWh
293,Wädenswil,2019,134299,MWh
293,Wädenswil,2020,127448,MWh
293,Wädenswil,2021,142563,MWh
293,Wädenswil,2022,127064,MWh
293,Wädenswil,2023,114245,MWh
293,Wädenswil,2024,113030,MWh
294,Elgg,2004,0,MWh
294,Elgg,2005,0,MWh
294,Elgg,2006,0,MWh
294,Elgg,2007,0,MWh
294,Elgg,2008,0,MWh
294,Elgg,2009,0,MWh
294,Elgg,2010,0,MWh
294,Elgg,2011,0,MWh
294,Elgg,2012,0,MWh
294,Elgg,2013,0,MWh
294,Elgg,2014,0,MWh
294,Elgg,2015,0,MWh
294,Elgg,2016,0,MWh
294,Elgg,2017,0,MWh
294,Elgg,2018,0,MWh
294,Elgg,2019,0,MWh
294,Elgg,2020,0,MWh
294,Elgg,2021,0,MWh
294,Elgg,2022,0,MWh
294,Elgg,2023,0,MWh
294,Elgg,2024,0,MWh
295,Horgen,2004,96146,MWh
295,Horgen,2005,91353,MWh
295,Horgen,2006,95293,MWh
295,Horgen,2007,74018,MWh
295,Horgen,2008,86514,MWh
295,Horgen,2009,77343,MWh
295,Horgen,2010,78587,MWh
295,Horgen,2011,74676,MWh
295,Horgen,2012,47622,MWh
295,Horgen,2013,81011,MWh
295,Horgen,2014,71085,MWh
295,Horgen,2015,76215,MWh
295,Horgen,2016,79954,MWh
295,Horgen,2017,84728,MWh
295,Horgen,2018,82506,MWh
295,Horgen,2019,84413,MWh
295,Horgen,2020,76118,MWh
295,Horgen,2021,84470,MWh
295,Horgen,2022,79605,MWh
295,Horgen,2023,69419,MWh
295,Horgen,2024,65392,MWh
296,Illnau-Effretikon,2004,37474,MWh
296,Illnau-Effretikon,2005,36710,MWh
296,Illnau-Effretikon,2006,39174,MWh
296,Illnau-Effretikon,2007,27913,MWh
296,Illnau-Effretikon,2008,36172,MWh
296,Illnau-Effretikon,2009,34226,MWh
296,Illnau-Effretikon,2010,33906,MWh
296,Illnau-Effretikon,2011,36288,MWh
296,Illnau-Effretikon,2012,36538,MWh
296,Illnau-Effretikon,2013,45487,MWh
296,Illnau-Effretikon,2014,42067,MWh
296,Illnau-Effretikon,2015,42284,MWh
296,Illnau-Effretikon,2016,43440,MWh
296,Illnau-Effretikon,2017,48020,MWh
296,Illnau-Effretikon,2018,51138,MWh
296,Illnau-Effretikon,2019,59277,MWh
296,Illnau-Effretikon,2020,57393,MWh
296,Illnau-Effretikon,2021,65001,MWh
296,Illnau-Effretikon,2022,61301,MWh
296,Illnau-Effretikon,2023,51058,MWh
296,Illnau-Effretikon,2024,49742,MWh
297,Bauma,2004,0,MWh
297,Bauma,2005,0,MWh
297,Bauma,2006,0,MWh
297,Bauma,2007,0,MWh
297,Bauma,2008,0,MWh
297,Bauma,2009,0,MWh
297,Bauma,2010,0,MWh
297,Bauma,2011,0,MWh
297,Bauma,2012,0,MWh
297,Bauma,2013,0,MWh
297,Bauma,2014,0,MWh
297,Bauma,2015,0,MWh
297,Bauma,2016,0,MWh
297,Bauma,2017,0,MWh
297,Bauma,2018,0,MWh
297,Bauma,2019,0,MWh
297,Bauma,2020,0,MWh
297,Bauma,2021,0,MWh
297,Bauma,2022,0,MWh
297,Bauma,2023,0,MWh
297,Bauma,2024,0,MWh
298,Wiesendangen,2004,5200,MWh
298,Wiesendangen,2005,5863,MWh
298,Wiesendangen,2006,5600,MWh
298,Wiesendangen,2007,4964,MWh
298,Wiesendangen,2008,5720,MWh
298,Wiesendangen,2009,6137,MWh
298,Wiesendangen,2010,7002,MWh
298,Wiesendangen,2011,6261,MWh
298,Wiesendangen,2012,7076,MWh
298,Wiesendangen,2013,7553,MWh
298,Wiesendangen,2014,6483,MWh
298,Wiesendangen,2015,7110,MWh
298,Wiesendangen,2016,7431,MWh
298,Wiesendangen,2017,7461,MWh
298,Wiesendangen,2018,4131,MWh
298,Wiesendangen,2019,8142,MWh
298,Wiesendangen,2020,8004,MWh
298,Wiesendangen,2021,8926,MWh
298,Wiesendangen,2022,8774,MWh
298,Wiesendangen,2023,7204,MWh
298,Wiesendangen,2024,7152,MWh
