bfsakt,gemakt,jahr,wert,einheit
69,Wallisellen,2020,95685,MWh
69,Wallisellen,2021,107314,MWh
69,Wallisellen,2022,93051,MWh
69,Wallisellen,2023,78542,MWh
69,Wallisellen,2024,84011,MWh
70,Wasterkingen,2004,0,MWh
70,Wasterkingen,2005,0,MWh
70,Wasterkingen,2006,0,MWh
70,Wasterkingen,2007,0,MWh
70,Wasterkingen,2008,0,MWh
70,Wasterkingen,2009,0,MWh
70,Wasterkingen,2010,0,MWh
70,Wasterkingen,2011,0,MWh
70,Wasterkingen,2012,0,MWh
70,Wasterkingen,2013,0,MWh
70,Wasterkingen,2014,0,MWh
70,Wasterkingen,2015,0,MWh
70,Wasterkingen,2016,0,MWh
70,Wasterkingen,2017,0,MWh
70,Wasterkingen,2018,0,MWh
70,Wasterkingen,2019,0,MWh
70,Wasterkingen,2020,0,MWh
70,Wasterkingen,2021,0,MWh
70,Wasterkingen,2022,0,MWh
70,Wasterkingen,2023,0,MWh
70,Wasterkingen,2024,0,MWh
71,Wil,2004,0,MWh
71,Wil,2005,0,MWh
71,Wil,2006,0,MWh
71,Wil,2007,0,MWh
71,Wil,2008,0,MWh
71,Wil,2009,0,MWh
71,Wil,2010,0,MWh
71,Wil,2011,0,MWh
71,Wil,2012,0,MWh
71,Wil,2013,0,MWh
71,Wil,2014,0,MWh
71,Wil,2015,0,MWh
71,Wil,2016,0,MWh
71,Wil,2017,0,MWh
71,Wil,2018,0,MWh
71,Wil,2019,0,MWh
71,Wil,2020,0,MWh
71,Wil,2021,0,MWh
71,Wil,2022,0,MWh
71,Wil,2023,0,MWh
71,Wil,2024,0,MWh
72,Winkel,2004,0,MWh
72,Winkel,2005,0,MWh
72,Winkel,2006,1164,MWh
72,Winkel,2007,1342,MWh
72,Winkel,2008,1846,MWh
72,Winkel,2009,1825,MWh
72,Winkel,2010,2744,MWh
72,Winkel,2011,2631,MWh
72,Winkel,2012,2762,MWh
72,Winkel,2013,3171,MWh
72,Winkel,2014,2905,MWh
72,Winkel,2015,2564,MWh
72,Winkel,2016,2858,MWh
72,Winkel,2017,3168,MWh
72,Winkel,2018,2655,MWh
72,Winkel,2019,3655,MWh
72,Winkel,2020,3541,MWh
72,Winkel,2021,4069,MWh
72,Winkel,2022,3421,MWh
72,Winkel,2023,2766,MWh
72,Winkel,2024,2766,MWh
81,Bachs,2004,0,MWh
81,Bachs,2005,0,MWh
81,Bachs,2006,0,MWh
81,Bachs,2007,0,MWh
81,Bachs,2008,0,MWh
81,Bachs,2009,0,MWh
81,Bachs,2010,0,MWh
81,Bachs,2011,0,MWh
81,Bachs,2012,0,MWh
81,Bachs,2013,0,MWh
81,Bachs,2014,0,MWh
81,Bachs,2015,0,MWh
81,Bachs,2016,0,MWh
81,Bachs,2017,0,MWh
81,Bachs,2018,0,MWh
81,Bachs,2019,0,MWh
81,Bachs,2020,0,MWh
81,Bachs,2021,0,MWh
81,Bachs,2022,0,MWh
81,Bachs,2023,0,MWh
81,Bachs,2024,0,MWh
82,Boppelsen,2004,0,MWh
82,Boppelsen,2005,0,MWh
82,Boppelsen,2006,0,MWh
82,Boppelsen,2007,0,MWh
82,Boppelsen,2008,0,MWh
82,Boppelsen,2009,0,MWh
82,Boppelsen,2010,0,MWh
82,Boppelsen,2011,0,MWh
82,Boppelsen,2012,0,MWh
82,Boppelsen,2013,0,MWh
82,Boppelsen,2014,0,MWh
82,Boppelsen,2015,0,MWh
82,Boppelsen,2016,0,MWh
82,Boppelsen,2017,0,MWh
82,Boppelsen,2018,0,MWh
82,Boppelsen,2019,0,MWh
82,Boppelsen,2020,0,MWh
82,Boppelsen,2021,0,MWh
82,Boppelsen,2022,0,MWh
82,Boppelsen,2023,0,MWh
82,Boppelsen,2024,0,MWh
83,Buchs,2004,6854,MWh
83,Buchs,2005,8935,MWh
83,Buchs,2006,16059,MWh
83,Buchs,2007,11182,MWh
83,Buchs,2008,13117,MWh
83,Buchs,2009,12438,MWh
83,Buchs,2010,14369,MWh
83,Buchs,2011,13842,MWh
83,Buchs,2012,14498,MWh
83,Buchs,2013,17232,MWh
83,Buchs,2014,15411,MWh
83,Buchs,2015,15302,MWh
83,Buchs,2016,11366,MWh
83,Buchs,2017,19312,MWh
83,Buchs,2018,18959,MWh
83,Buchs,2019,19740,MWh
83,Buchs,2020,20742,MWh
83,Buchs,2021,25348,MWh
83,Buchs,2022,25101,MWh
83,Buchs,2023,20985,MWh
83,Buchs,2024,18035,MWh
84,Dällikon,2004,10185,MWh
84,Dällikon,2005,9558,MWh
84,Dällikon,2006,9431,MWh
84,Dällikon,2007,7820,MWh
84,Dällikon,2008,8745,MWh
84,Dällikon,2009,8356,MWh
84,Dällikon,2010,8925,MWh
84,Dällikon,2011,9388,MWh
84,Dällikon,2012,10820,MWh
84,Dällikon,2013,11729,MWh
84,Dällikon,2014,11696,MWh
84,Dällikon,2015,11697,MWh
84,Dällikon,2016,12398,MWh
84,Dällikon,2017,13044,MWh
84,Dällikon,2018,13583,MWh
84,Dällikon,2019,13452,MWh
84,Dällikon,2020,11696,MWh
84,Dällikon,2021,14212,MWh
84,Dällikon,2022,12836,MWh
84,Dällikon,2023,10688,MWh
84,Dällikon,2024,11113,MWh
85,Dänikon,2004,0,MWh
85,Dänikon,2005,0,MWh
85,Dänikon,2006,0,MWh
85,Dänikon,2007,0,MWh
85,Dänikon,2008,0,MWh
85,Dänikon,2009,0,MWh
85,Dänikon,2010,0,MWh
85,Dänikon,2011,0,MWh
85,Dänikon,2012,0,MWh
85,Dänikon,2013,0,MWh
85,Dänikon,2014,0,MWh
85,Dänikon,2015,0,MWh
85,Dänikon,2016,0,MWh
85,Dänikon,2017,0,MWh
85,Dänikon,2018,0,MWh
85,Dänikon,2019,0,MWh
85,Dänikon,2020,0,MWh
85,Dänikon,2021,0,MWh
85,Dänikon,2022,0,MWh
85,Dänikon,2023,0,MWh
85,Dänikon,2024,0,MWh
86,Dielsdorf,2004,0,MWh
86,Dielsdorf,2005,0,MWh
86,Dielsdorf,2006,0,MWh
86,Dielsdorf,2007,0,MWh
86,Dielsdorf,2008,5791,MWh
86,Dielsdorf,2009,3897,MWh
86,Dielsdorf,2010,8426,MWh
86,Dielsdorf,2011,10467,MWh
86,Dielsdorf,2012,11874,MWh
86,Dielsdorf,2013,13679,MWh
86,Dielsdorf,2014,12700,MWh
86,Dielsdorf,2015,12167,MWh
86,Dielsdorf,2016,13151,MWh
86,Dielsdorf,2017,14830,MWh
86,Dielsdorf,2018,13680,MWh
86,Dielsdorf,2019,13336,MWh
86,Dielsdorf,2020,13299,MWh
86,Dielsdorf,2021,14531,MWh
86,Dielsdorf,2022,14079,MWh
86,Dielsdorf,2023,10497,MWh
86,Dielsdorf,2024,12234,MWh
87,Hüttikon,2004,0,MWh
87,Hüttikon,2005,0,MWh
87,Hüttikon,2006,0,MWh
87,Hüttikon,2007,0,MWh
87,Hüttikon,2008,0,MWh
87,Hüttikon,2009,0,MWh
87,Hüttikon,2010,0,MWh
87,Hüttikon,2011,0,MWh
87,Hüttikon,2012,0,MWh
87,Hüttikon,2013,0,MWh
87,Hüttikon,2014,0,MWh
87,Hüttikon,2015,0,MWh
87,Hüttikon,2016,0,MWh
87,Hüttikon,2017,0,MWh
87,Hüttikon,2018,0,MWh
87,Hüttikon,2019,0,MWh
87,Hüttikon,2020,0,MWh
87,Hüttikon,2021,0,MWh
87,Hüttikon,2022,0,MWh
87,Hüttikon,2023,0,MWh
87,Hüttikon,2024,0,MWh
88,Neerach,2004,0,MWh
88,Neerach,2005,0,MWh
88,Neerach,2006,0,MWh
88,Neerach,2007,0,MWh
88,Neerach,2008,0,MWh
88,Neerach,2009,0,MWh
88,Neerach,2010,0,MWh
88,Neerach,2011,0,MWh
88,Neerach,2012,0,MWh
88,Neerach,2013,0,MWh
88,Neerach,2014,0,MWh
88,Neerach,2015,0,MWh
88,Neerach,2016,0,MWh
88,Neerach,2017,0,MWh
88,Neerach,2018,0,MWh
88,Neerach,2019,0,MWh
88,Neerach,2020,0,MWh
88,Neerach,2021,0,MWh
88,Neerach,2022,0,MWh
88,Neerach,2023,0,MWh
88,Neerach,2024,0,MWh
89,Niederglatt,2004,0,MWh
89,Niederglatt,2005,0,MWh
89,Niederglatt,2006,0,MWh
89,Niederglatt,2007,0,MWh
89,Niederglatt,2008,0,MWh
89,Niederglatt,2009,0,MWh
89,Niederglatt,2010,0,MWh
89,Niederglatt,2011,0,MWh
89,Niederglatt,2012,0,MWh
89,Niederglatt,2013,0,MWh
89,Niederglatt,2014,0,MWh
89,Niederglatt,2015,0,MWh
89,Niederglatt,2016,0,MWh
89,Niederglatt,2017,0,MWh
89,Niederglatt,2018,0,MWh
89,Niederglatt,2019,0,MWh
89,Niederglatt,2020,0,MWh
89,Niederglatt,2021,0,MWh
89,Niederglatt,2022,0,MWh
89,Niederglatt,2023,0,MWh
89,Niederglatt,2024,0,MWh
90,Niederhasli,2004,0,MWh
90,Niederhasli,2005,0,MWh
90,Niederhasli,2006,0,MWh
90,Niederhasli,2007,0,MWh
90,Niederhasli,2008,0,MWh
90,Niederhasli,2009,0,MWh
90,Niederhasli,2010,0,MWh
90,Niederhasli,2011,0,MWh
90,Niederhasli,2012,0,MWh
90,Niederhasli,2013,95,MWh
90,Niederhasli,2014,5455,MWh
90,Niederhasli,2015,5870,MWh
90,Niederhasli,2016,6725,MWh
90,Niederhasli,2017,7683,MWh
90,Niederhasli,2018,9360,MWh
90,Niederhasli,2019,10673,MWh
90,Niederhasli,2020,10672,MWh
90,Niederhasli,2021,12197,MWh
90,Niederhasli,2022,10990,MWh
90,Niederhasli,2023,10015,MWh
90,Niederhasli,2024,9848,MWh
91,Niederweningen,2004,0,MWh
91,Niederweningen,2005,0,MWh
91,Niederweningen,2006,0,MWh
91,Niederweningen,2007,0,MWh
91,Niederweningen,2008,0,MWh
91,Niederweningen,2009,0,MWh
91,Niederweningen,2010,0,MWh
91,Niederweningen,2011,0,MWh
91,Niederweningen,2012,0,MWh
91,Niederweningen,2013,0,MWh
91,Niederweningen,2014,0,MWh
91,Niederweningen,2015,0,MWh
91,Niederweningen,2016,0,MWh
91,Niederweningen,2017,0,MWh
91,Niederweningen,2018,0,MWh
91,Niederweningen,2019,0,MWh
91,Niederweningen,2020,0,MWh
91,Niederweningen,2021,0,MWh
91,Niederweningen,2022,0,MWh
91,Niederweningen,2023,0,MWh
91,Niederweningen,2024,0,MWh
92,Oberglatt,2004,0,MWh
92,Oberglatt,2005,0,MWh
92,Oberglatt,2006,0,MWh
92,Oberglatt,2007,0,MWh
92,Oberglatt,2008,0,MWh
92,Oberglatt,2009,0,MWh
92,Oberglatt,2010,0,MWh
92,Oberglatt,2011,0,MWh
92,Oberglatt,2012,0,MWh
92,Oberglatt,2013,0,MWh
92,Oberglatt,2014,0,MWh
92,Oberglatt,2015,0,MWh
92,Oberglatt,2016,0,MWh
92,Oberglatt,2017,0,MWh
92,Oberglatt,2018,0,MWh
92,Oberglatt,2019,0,MWh
92,Oberglatt,2020,0,MWh
92,Oberglatt,2021,0,MWh
92,Oberglatt,2022,0,MWh
92,Oberglatt,2023,0,MWh
92,Oberglatt,2024,0,MWh
93,Oberweningen,2004,0,MWh
93,Oberweningen,2005,0,MWh
93,Oberweningen,2006,0,MWh
93,Oberweningen,2007,0,MWh
93,Oberweningen,2008,0,MWh
93,Oberweningen,2009,0,MWh
93,Oberweningen,2010,0,MWh
93,Oberweningen,2011,0,MWh
93,Oberweningen,2012,0,MWh
93,Oberweningen,2013,0,MWh
93,Oberweningen,2014,0,MWh
93,Oberweningen,2015,0,MWh
93,Oberweningen,2016,0,MWh
93,Oberweningen,2017,0,MWh
93,Oberweningen,2018,0,MWh
93,Oberweningen,2019,0,MWh
93,Oberweningen,2020,0,MWh
93,Oberweningen,2021,0,MWh
93,Oberweningen,2022,0,MWh
93,Oberweningen,2023,0,MWh
93,Oberweningen,2024,0,MWh
94,Otelfingen,2004,0,MWh
94,Otelfingen,2005,0,MWh
94,Otelfingen,2006,0,MWh
94,Otelfingen,2007,0,MWh
94,Otelfingen,2008,0,MWh
94,Otelfingen,2009,0,MWh
94,Otelfingen,2010,0,MWh
94,Otelfingen,2011,0,MWh
94,Otelfingen,2012,0,MWh
94,Otelfingen,2013,0,MWh
94,Otelfingen,2014,0,MWh
94,Otelfingen,2015,0,MWh
94,Otelfingen,2016,0,MWh
94,Otelfingen,2017,0,MWh
94,Otelfingen,2018,0,MWh
94,Otelfingen,2019,0,MWh
94,Otelfingen,2020,0,MWh
94,Otelfingen,2021,0,MWh
94,Otelfingen,2022,0,MWh
94,Otelfingen,2023,0,MWh
94,Otelfingen,2024,0,MWh
95,Regensberg,2004,0,MWh
95,Regensberg,2005,0,MWh
95,Regensberg,2006,0,MWh
95,Regensberg,2007,0,MWh
95,Regensberg,2008,0,MWh
95,Regensberg,2009,0,MWh
95,Regensberg,2010,0,MWh
95,Regensberg,2011,0,MWh
95,Regensberg,2012,0,MWh
95,Regensberg,2013,0,MWh
95,Regensberg,2014,0,MWh
95,Regensberg,2015,0,MWh
95,Regensberg,2016,0,MWh
95,Regensberg,2017,0,MWh
95,Regensberg,2018,0,MWh
95,Regensberg,2019,0,MWh
95,Regensberg,2020,0,MWh
95,Regensberg,2021,0,MWh
95,Regensberg,2022,0,MWh
95,Regensberg,2023,0,MWh
95,Regensberg,2024,0,MWh
96,Regensdorf,2004,72696,MWh
96,Regensdorf,2005,71106,MWh
96,Regensdorf,2006,76816,MWh
96,Regensdorf,2007,61042,MWh
96,Regensdorf,2008,71311,MWh
96,Regensdorf,2009,70176,MWh
96,Regensdorf,2010,71279,MWh
96,Regensdorf,2011,65982,MWh
96,Regensdorf,2012,67953,MWh
96,Regensdorf,2013,72260,MWh
96,Regensdorf,2014,64722,MWh
96,Regensdorf,2015,66416,MWh
96,Regensdorf,2016,68883,MWh
96,Regensdorf,2017,70532,MWh
96,Regensdorf,2018,70532,MWh
96,Regensdorf,2019,70034,MWh
96,Regensdorf,2020,77726,MWh
96,Regensdorf,2021,89586,MWh
96,Regensdorf,2022,87088,MWh
96,Regensdorf,2023,76013,MWh
96,Regensdorf,2024,77998,MWh
97,Rümlang,2004,21827,MWh
97,Rümlang,2005,22227,MWh
97,Rümlang,2006,22353,MWh
97,Rümlang,2007,19563,MWh
97,Rümlang,2008,24718,MWh
97,Rümlang,2009,26355,MWh
97,Rümlang,2010,28379,MWh
97,Rümlang,2011,27570,MWh
97,Rümlang,2012,29156,MWh
97,Rümlang,2013,34399,MWh
97,Rümlang,2014,29609,MWh
97,Rümlang,2015,31761,MWh
97,Rümlang,2016,32782,MWh
97,Rümlang,2017,33530,MWh
97,Rümlang,2018,33910,MWh
97,Rümlang,2019,34826,MWh
97,Rümlang,2020,32547,MWh
97,Rümlang,2021,38670,MWh
97,Rümlang,2022,35450,MWh
97,Rümlang,2023,28824,MWh
97,Rümlang,2024,26117,MWh
98,Schleinikon,2004,0,MWh
98,Schleinikon,2005,0,MWh
98,Schleinikon,2006,0,MWh
98,Schleinikon,2007,0,MWh
98,Schleinikon,2008,0,MWh
98,Schleinikon,2009,0,MWh
98,Schleinikon,2010,0,MWh
98,Schleinikon,2011,0,MWh
98,Schleinikon,2012,0,MWh
98,Schleinikon,2013,0,MWh
98,Schleinikon,2014,0,MWh
98,Schleinikon,2015,0,MWh
98,Schleinikon,2016,0,MWh
98,Schleinikon,2017,0,MWh
98,Schleinikon,2018,0,MWh
98,Schleinikon,2019,0,MWh
98,Schleinikon,2020,0,MWh
98,Schleinikon,2021,0,MWh
98,Schleinikon,2022,0,MWh
98,Schleinikon,2023,0,MWh
98,Schleinikon,2024,0,MWh
99,Schöfflisdorf,2004,0,MWh
99,Schöfflisdorf,2005,0,MWh
99,Schöfflisdorf,2006,0,MWh
99,Schöfflisdorf,2007,0,MWh
99,Schöfflisdorf,2008,0,MWh
99,Schöfflisdorf,2009,0,MWh
99,Schöfflisdorf,2010,0,MWh
99,Schöfflisdorf,2011,0,MWh
99,Schöfflisdorf,2012,0,MWh
99,Schöfflisdorf,2013,0,MWh
99,Schöfflisdorf,2014,0,MWh
99,Schöfflisdorf,2015,0,MWh
99,Schöfflisdorf,2016,0,MWh
99,Schöfflisdorf,2017,0,MWh
99,Schöfflisdorf,2018,0,MWh
99,Schöfflisdorf,2019,0,MWh
99,Schöfflisdorf,2020,0,MWh
99,Schöfflisdorf,2021,0,MWh
99,Schöfflisdorf,2022,0,MWh
99,Schöfflisdorf,2023,0,MWh
99,Schöfflisdorf,2024,0,MWh
100,Stadel,2004,0,MWh
100,Stadel,2005,0,MWh
100,Stadel,2006,0,MWh
100,Stadel,2007,0,MWh
100,Stadel,2008,0,MWh
100,Stadel,2009,0,MWh
100,Stadel,2010,0,MWh
100,Stadel,2011,0,MWh
100,Stadel,2012,0,MWh
100,Stadel,2013,0,MWh
100,Stadel,2014,0,MWh
100,Stadel,2015,0,MWh
100,Stadel,2016,0,MWh
100,Stadel,2017,0,MWh
100,Stadel,2018,0,MWh
100,Stadel,2019,0,MWh
100,Stadel,2020,0,MWh
100,Stadel,2021,0,MWh
100,Stadel,2022,0,MWh
100,Stadel,2023,0,MWh
100,Stadel,2024,0,MWh
101,Steinmaur,2004,0,MWh
101,Steinmaur,2005,0,MWh
101,Steinmaur,2006,0,MWh
101,Steinmaur,2007,0,MWh
101,Steinmaur,2008,0,MWh
101,Steinmaur,2009,0,MWh
101,Steinmaur,2010,0,MWh
101,Steinmaur,2011,0,MWh
101,Steinmaur,2012,2238,MWh
101,Steinmaur,2013,2405,MWh
101,Steinmaur,2014,2043,MWh
101,Steinmaur,2015,5086,MWh
101,Steinmaur,2016,2098,MWh
101,Steinmaur,2017,4258,MWh
101,Steinmaur,2018,5671,MWh
101,Steinmaur,2019,6159,MWh
101,Steinmaur,2020,5721,MWh
101,Steinmaur,2021,6054,MWh
101,Steinmaur,2022,5982,MWh
101,Steinmaur,2023,4525,MWh
101,Steinmaur,2024,4776,MWh
102,Weiach,2004,0,MWh
102,Weiach,2005,0,MWh
102,Weiach,2006,0,MWh
102,Weiach,2007,0,MWh
102,Weiach,2008,0,MWh
102,Weiach,2009,0,MWh
102,Weiach,2010,0,MWh
102,Weiach,2011,0,MWh
102,Weiach,2012,0,MWh
102,Weiach,2013,0,MWh
102,Weiach,2014,0,MWh
102,Weiach,2015,0,MWh
102,Weiach,2016,0,MWh
102,Weiach,2017,0,MWh
102,Weiach,2018,0,MWh
102,Weiach,2019,0,MWh
102,Weiach,2020,0,MWh
102,Weiach,2021,0,MWh
102,Weiach,2022,0,MWh
102,Weiach,2023,0,MWh
102,Weiach,2024,0,MWh
111,Bäretswil,2004,0,MWh
111,Bäretswil,2005,0,MWh
111,Bäretswil,2006,0,MWh
111,Bäretswil,2007,0,MWh
111,Bäretswil,2008,0,MWh
111,Bäretswil,2009,0,MWh
111,Bäretswil,2010,0,MWh
111,Bäretswil,2011,0,MWh
111,Bäretswil,2012,0,MWh
111,Bäretswil,2013,0,MWh
111,Bäretswil,2014,0,MWh
111,Bäretswil,2015,0,MWh
111,Bäretswil,2016,0,MWh
111,Bäretswil,2017,0,MWh
111,Bäretswil,2018,0,MWh
111,Bäretswil,2019,0,MWh
111,Bäretswil,2020,0,MWh
111,Bäretswil,2021,0,MWh
111,Bäretswil,2022,0,MWh
111,Bäretswil,2023,0,MWh
111,Bäretswil,2024,0,MWh
112,Bubikon,2004,0,MWh
112,Bubikon,2005,0,MWh
112,Bubikon,2006,0,MWh
112,Bubikon,2007,0,MWh
112,Bubikon,2008,17171,MWh
112,Bubikon,2009,15913,MWh
112,Bubikon,2010,18108,MWh
112,Bubikon,2011,18056,MWh
112,Bubikon,2012,21993,MWh
112,Bubikon,2013,22990,MWh
112,Bubikon,2014,18021,MWh
112,Bubikon,2015,19000,MWh
112,Bubikon,2016,20000,MWh
112,Bubikon,2017,21000,MWh
112,Bubikon,2018,20000,MWh
112,Bubikon,2019,20000,MWh
112,Bubikon,2020,19000,MWh
112,Bubikon,2021,22000,MWh
112,Bubikon,2022,19427,MWh
112,Bubikon,2023,18769,MWh
112,Bubikon,2024,19150,MWh
113,Dürnten,2004,0,MWh
113,Dürnten,2005,0,MWh
113,Dürnten,2006,0,MWh
113,Dürnten,2007,0,MWh
113,Dürnten,2008,19522,MWh
113,Dürnten,2009,20091,MWh
113,Dürnten,2010,20116,MWh
113,Dürnten,2011,20212,MWh
113,Dürnten,2012,23985,MWh
113,Dürnten,2013,26921,MWh
113,Dürnten,2014,20305,MWh
113,Dürnten,2015,20000,MWh
113,Dürnten,2016,21000,MWh
113,Dürnten,2017,23000,MWh
113,Dürnten,2018,22000,MWh
113,Dürnten,2019,22000,MWh
113,Dürnten,2020,21000,MWh
113,Dürnten,2021,25000,MWh
113,Dürnten,2022,21051,MWh
113,Dürnten,2023,19225,MWh
113,Dürnten,2024,20561,MWh
114,Fischenthal,2004,0,MWh
114,Fischenthal,2005,0,MWh
114,Fischenthal,2006,0,MWh
114,Fischenthal,2007,0,MWh
114,Fischenthal,2008,0,MWh
114,Fischenthal,2009,0,MWh
114,Fischenthal,2010,0,MWh
114,Fischenthal,2011,0,MWh
114,Fischenthal,2012,0,MWh
114,Fischenthal,2013,0,MWh
114,Fischenthal,2014,0,MWh
114,Fischenthal,2015,0,MWh
114,Fischenthal,2016,0,MWh
114,Fischenthal,2017,0,MWh
114,Fischenthal,2018,0,MWh
114,Fischenthal,2019,0,MWh
114,Fischenthal,2020,0,MWh
114,Fischenthal,2021,0,MWh
114,Fischenthal,2022,0,MWh
114,Fischenthal,2023,0,MWh
114,Fischenthal,2024,0,MWh
115,Gossau,2004,0,MWh
115,Gossau,2005,0,MWh
115,Gossau,2006,0,MWh
115,Gossau,2007,0,MWh
115,Gossau,2008,0,MWh
115,Gossau,2009,0,MWh
115,Gossau,2010,0,MWh
115,Gossau,2011,0,MWh
115,Gossau,2012,0,MWh
115,Gossau,2013,0,MWh
115,Gossau,2014,0,MWh
115,Gossau,2015,0,MWh
115,Gossau,2016,570,MWh
115,Gossau,2017,3696,MWh
115,Gossau,2018,6843,MWh
115,Gossau,2019,8615,MWh
115,Gossau,2020,10953,MWh
115,Gossau,2021,11420,MWh
115,Gossau,2022,12153,MWh
115,Gossau,2023,9972,MWh
115,Gossau,2024,11242,MWh
116,Grüningen,2004,0,MWh
116,Grüningen,2005,0,MWh
116,Grüningen,2006,0,MWh
116,Grüningen,2007,0,MWh
116,Grüningen,2008,0,MWh
116,Grüningen,2009,0,MWh
116,Grüningen,2010,0,MWh
116,Grüningen,2011,0,MWh
116,Grüningen,2012,0,MWh
116,Grüningen,2013,0,MWh
116,Grüningen,2014,0,MWh
116,Grüningen,2015,0,MWh
116,Grüningen,2016,0,MWh
116,Grüningen,2017,0,MWh
116,Grüningen,2018,0,MWh
116,Grüningen,2019,0,MWh
116,Grüningen,2020,0,MWh
116,Grüningen,2021,0,MWh
116,Grüningen,2022,0,MWh
116,Grüningen,2023,0,MWh
116,Grüningen,2024,0,MWh
117,Hinwil,2004,0,MWh
117,Hinwil,2005,0,MWh
117,Hinwil,2006,0,MWh
117,Hinwil,2007,0,MWh
117,Hinwil,2008,28624,MWh
117,Hinwil,2009,40342,MWh
117,Hinwil,2010,40003,MWh
117,Hinwil,2011,35091,MWh
117,Hinwil,2012,38719,MWh
117,Hinwil,2013,40895,MWh
117,Hinwil,2014,32925,MWh
117,Hinwil,2015,31000,MWh
117,Hinwil,2016,30000,MWh
117,Hinwil,2017,30000,MWh
117,Hinwil,2018,29000,MWh
117,Hinwil,2019,32000,MWh
117,Hinwil,2020,31000,MWh
117,Hinwil,2021,39000,MWh
117,Hinwil,2022,33409,MWh
117,Hinwil,2023,27447,MWh
117,Hinwil,2024,31157,MWh
118,Rüti,2004,0,MWh
118,Rüti,2005,0,MWh
118,Rüti,2006,0,MWh
118,Rüti,2007,0,MWh
118,Rüti,2008,53100,MWh
118,Rüti,2009,53560,MWh
118,Rüti,2010,55986,MWh
118,Rüti,2011,51465,MWh
118,Rüti,2012,63865,MWh
118,Rüti,2013,67570,MWh
118,Rüti,2014,52222,MWh
118,Rüti,2015,55000,MWh
118,Rüti,2016,61000,MWh
118,Rüti,2017,61000,MWh
118,Rüti,2018,58000,MWh
118,Rüti,2019,64000,MWh
118,Rüti,2020,63000,MWh
118,Rüti,2021,73000,MWh
118,Rüti,2022,59242,MWh
118,Rüti,2023,54699,MWh
118,Rüti,2024,58794,MWh
119,Seegräben,2004,0,MWh
119,Seegräben,2005,4256,MWh
119,Seegräben,2006,4471,MWh
119,Seegräben,2007,3788,MWh
119,Seegräben,2008,4574,MWh
119,Seegräben,2009,4985,MWh
119,Seegräben,2010,5111,MWh
119,Seegräben,2011,4949,MWh
119,Seegräben,2012,4241,MWh
119,Seegräben,2013,4564,MWh
119,Seegräben,2014,3988,MWh
119,Seegräben,2015,4103,MWh
119,Seegräben,2016,4243,MWh
119,Seegräben,2017,4281,MWh
119,Seegräben,2018,4072,MWh
119,Seegräben,2019,3649,MWh
119,Seegräben,2020,2418,MWh
119,Seegräben,2021,2067,MWh
119,Seegräben,2022,3092,MWh
119,Seegräben,2023,3025,MWh
119,Seegräben,2024,2702,MWh
120,Wald,2004,0,MWh
120,Wald,2005,0,MWh
120,Wald,2006,0,MWh
120,Wald,2007,0,MWh
120,Wald,2008,0,MWh
120,Wald,2009,0,MWh
120,Wald,2010,0,MWh
120,Wald,2011,0,MWh
120,Wald,2012,0,MWh
120,Wald,2013,0,MWh
120,Wald,2014,0,MWh
120,Wald,2015,0,MWh
120,Wald,2016,0,MWh
120,Wald,2017,0,MWh
120,Wald,2018,0,MWh
120,Wald,2019,0,MWh
120,Wald,2020,0,MWh
120,Wald,2021,0,MWh
120,Wald,2022,0,MWh
120,Wald,2023,0,MWh
120,Wald,2024,0,MWh
121,Wetzikon,2004,0,MWh
121,Wetzikon,2005,116565,MWh
121,Wetzikon,2006,127171,MWh
121,Wetzikon,2007,104660,MWh
121,Wetzikon,2008,122549,MWh
121,Wetzikon,2009,125937,MWh
121,Wetzikon,2010,129003,MWh
121,Wetzikon,2011,123936,MWh
121,Wetzikon,2012,128703,MWh
121,Wetzikon,2013,137144,MWh
121,Wetzikon,2014,119835,MWh
121,Wetzikon,2015,123299,MWh
121,Wetzikon,2016,127490,MWh
121,Wetzikon,2017,128654,MWh
121,Wetzikon,2018,122361,MWh
121,Wetzikon,2019,131350,MWh
121,Wetzikon,2020,128998,MWh
121,Wetzikon,2021,150828,MWh
121,Wetzikon,2022,118215,MWh
121,Wetzikon,2023,126602,MWh
121,Wetzikon,2024,111812,MWh
131,Adliswil,2004,82176,MWh
131,Adliswil,2005,78219,MWh
131,Adliswil,2006,82275,MWh
131,Adliswil,2007,67414,MWh
131,Adliswil,2008,77501,MWh
131,Adliswil,2009,81534,MWh
131,Adliswil,2010,72748,MWh
131,Adliswil,2011,84436,MWh
131,Adliswil,2012,80157,MWh
131,Adliswil,2013,88324,MWh
131,Adliswil,2014,80378,MWh
131,Adliswil,2015,79991,MWh
131,Adliswil,2016,83407,MWh
131,Adliswil,2017,86730,MWh
131,Adliswil,2018,83677,MWh
131,Adliswil,2019,84653,MWh
131,Adliswil,2020,83008,MWh
131,Adliswil,2021,93760,MWh
131,Adliswil,2022,94122,MWh
131,Adliswil,2023,76481,MWh
131,Adliswil,2024,74982,MWh
135,Kilchberg,2004,51675,MWh
135,Kilchberg,2005,59197,MWh
135,Kilchberg,2006,60069,MWh
135,Kilchberg,2007,51444,MWh
135,Kilchberg,2008,58167,MWh
135,Kilchberg,2009,57515,MWh
135,Kilchberg,2010,59796,MWh
135,Kilchberg,2011,54546,MWh
135,Kilchberg,2012,56108,MWh
