gbs_id,datum_verfuegung
i 29-00018,29.03.2000
i 29-10001,21.11.2001
i 29-10002,21.11.2001
i 29-10003,01.06.2005
i 29-10004,29.09.2005
i 29-10005,27.08.2008
i 29-10006,10.07.2008
i 29-10007,29.09.2008
i 29-10008,30.09.2008
i 29-10009,23.04.2009
i 29-10010,03.06.2009
i 29-10011,05.08.2009
i 29-10012,01.09.2009
i 29-10013,02.10.2009
i 29-10014,07.10.2009
i 29-10015,09.10.2009
i 29-10016,23.11.2009
i 29-10017,07.12.2009
i 29-10018,08.12.2009
i 29-10019,05.01.2010
i 29-10020,05.01.2010
i 29-10021,05.01.2010
i 29-10022,05.01.2010
i 29-10023,03.03.2010
i 29-10024,03.03.2010
i 29-10025,20.05.2010
i 29-10026,18.05.2010
i 29-10027,10.06.2010
i 29-10028,06.07.2010
i 29-10029,16.07.2010
i 29-10030,12.10.2010
i 29-10031,27.10.2010
i 29-10032,27.10.2010
i 29-10033,08.11.2010
i 29-10034,21.05.2012
i 29-10036,02.03.2011
i 29-10037,06.06.2011
i 29-10038,06.06.2011
i 29-10039,12.07.2011
i 29-10040,22.08.2011
i 29-10041,01.10.2012
i 29-10042,07.02.2013
i 29-10043,07.03.2013
i 29-10044,27.05.2013
i 29-10045,18.06.2013
i 29-10046,29.07.2013
i 29-10047,10.09.2013
i 29-10048,19.08.2014
i 29-10049,29.10.2014
i 29-10051,16.09.2014
i 30-00003,04.08.2000
i 30-10001,19.07.2005
i 30-10002,15.01.2014
i 31-10001,16.04.2009
i 31-10002,17.08.2011
i 35-10001,18.11.2003
i 42-10001,28.06.2013
i 42-10002,22.01.2014
i 42-10003,22.01.2014
i 42-10004,29.07.2014
k 00-01002,16.11.1984
k 00-01004,05.05.1986
k 00-01005,01.07.1986
k 00-01006,18.05.1987
k 00-01007,18.05.1987
k 00-01008,18.05.1987
k 00-01009,09.06.1987
k 00-01010,22.06.1987
k 00-01011,30.09.1987
k 00-01012,15.12.1987
k 00-01013,26.01.1988
k 00-01014,23.03.1988
k 00-01015,18.05.1988
k 00-01016,02.05.1988
k 00-01017,18.05.1988
k 00-01018,13.06.1988
k 00-01019,15.08.1988
k 00-01020,15.08.1988
k 00-01021,15.08.1988
k 00-01022,15.08.1988
k 00-01023,15.08.1988
k 00-01024,15.08.1988
k 00-01025,07.09.1988
k 00-01026,24.11.1988
k 00-01027,24.11.1988
k 00-01028,07.11.1988
k 00-01029,24.11.1988
k 00-01030,24.11.1988
k 00-01032,02.06.1989
k 00-01033,03.07.1989
k 00-01034,10.08.1989
k 00-01035,02.08.1989
k 00-01036,26.09.1989
k 00-01038,22.11.1989
k 00-01039,11.12.1989
k 00-01040,11.04.1990
k 00-01041,11.04.1990
k 00-01042,25.04.1990
k 00-01043,05.06.1990
k 00-01044,05.06.1990
k 00-01045,05.06.1990
k 00-01046,05.06.1990
k 00-01047,22.06.1990
k 00-01049,23.07.1990
k 00-01050,23.07.1990
k 00-01051,23.07.1990
k 00-01052,18.09.1990
k 00-01053,01.11.1990
k 00-01054,20.11.1990
k 00-01056,16.09.1991
k 00-01057,06.08.1991
k 00-01058,08.10.1991
k 00-01059,07.11.1991
k 00-01060,13.11.1991
k 00-01061,12.03.1992
k 00-01062,12.03.1992
k 00-01063,10.08.1992
k 00-01064,11.11.1992
k 00-01065,08.12.1992
k 00-01066,25.01.1993
k 00-01067,15.03.1993
k 00-01068,21.04.1993
k 00-01069,26.04.1993
k 00-01070,30.04.1993
k 00-01071,10.05.1993
k 00-01074,05.07.1993
k 00-01075,05.07.1993
k 00-01076,16.07.1993
k 00-01077,06.01.1994
k 00-01078,26.07.1993
k 00-01079,31.08.1993
k 00-01080,24.09.1993
k 00-01081,22.11.1993
k 00-01082,30.11.1993
k 00-01083,31.12.1993
k 00-01085,04.03.1994
k 00-01086,14.03.1994
k 00-01087,18.03.1994
k 00-01088,25.03.1994
k 00-01089,25.04.1994
k 00-01090,24.05.1994
k 00-01091,24.05.1994
k 00-01092,15.06.1994
k 00-01094,12.08.1994
k 00-01095,25.08.1994
k 00-01096,25.08.1994
k 00-01097,06.09.1994
k 00-01098,13.10.1994
k 00-01099,17.02.1995
k 00-01101,28.02.1995
k 00-01102,28.02.1995
k 00-01104,23.12.1994
k 00-01105,12.05.1995
k 00-01106,11.07.1995
k 00-01107,14.08.1995
k 00-01108,14.08.1995
k 00-01109,14.08.1995
k 00-01110,14.08.1995
k 00-01111,14.09.1995
k 00-01112,09.10.1995
k 00-01113,21.11.1995
k 00-01114,26.02.1996
k 00-01116,08.03.1996
k 00-01117,11.04.1996
k 00-01119,23.05.1996
k 00-01120,23.05.1996
k 00-01121,23.05.1996
k 00-01122,23.05.1996
k 00-01123,18.06.1996
k 00-01124,27.06.1996
k 00-01125,03.07.1996
k 00-01126,03.07.1996
k 00-01127,09.07.1996
k 00-01129,19.09.1996
k 00-01130,08.10.1996
k 00-01133,14.11.1996
k 00-01134,28.01.1997
k 00-01135,06.02.1997
k 00-01136,06.02.1997
k 00-01137,27.02.1997
k 00-01138,25.04.1997
k 00-01139,22.05.1997
k 00-01140,12.06.1997
k 00-01141,08.07.1997
k 00-01142,28.07.1997
k 00-01143,19.09.1997
k 00-01144,19.09.1997
k 00-01145,15.09.1997
k 00-01146,19.01.1998
k 00-01147,19.01.1998
k 00-01148,24.04.1998
k 00-01149,22.05.1998
k 00-01150,22.05.1998
k 00-01151,23.06.1998
k 00-01152,23.06.1998
k 00-01154,25.06.1998
k 00-01155,13.07.1998
k 00-01156,13.07.1998
k 00-01157,20.08.1998
k 00-01158,20.08.1998
k 00-01159,20.08.1998
k 00-01160,20.08.1998
k 00-01161,20.08.1998
k 00-01162,11.09.1998
k 00-01163,11.09.1998
k 00-01164,11.09.1998
k 00-01165,15.09.1998
k 00-01166,15.09.1998
k 00-01167,22.09.1998
k 00-01168,12.10.1998
k 00-01169,23.11.1998
k 00-01171,06.04.1999
k 00-01172,02.07.1999
k 00-01173,13.04.1999
k 00-01174,13.04.1999
k 00-01175,14.04.1999
k 00-01176,14.04.1999
k 00-01177,14.04.1999
k 00-01178,14.04.1999
k 00-01179,14.04.1999
k 00-01180,14.04.1999
k 00-01181,30.04.1999
k 00-01183,09.06.1999
k 00-01184,28.06.1999
k 00-01185,16.07.1999
k 00-01186,16.07.1999
k 00-01187,13.09.1999
k 00-01188,25.10.1999
k 00-01189,26.10.1999
k 00-01190,19.01.2000
k 00-01191,16.12.1999
k 00-01192,14.01.2000
k 00-01193,04.02.2000
k 00-01194,04.02.2000
k 00-01195,04.02.2000
k 00-01196,10.02.2000
k 00-01197,07.04.2000
k 00-01198,31.03.2000
k 00-01199,25.05.2000
k 00-01200,25.05.2000
k 00-01201,25.05.2000
k 00-01202,25.05.2000
k 00-01203,14.07.2000
k 00-01204,25.07.2000
k 00-01205,02.08.2000
k 00-01206,11.08.2000
k 00-01207,08.08.2000
k 00-01208,02.10.2000
k 00-01209,04.10.2000
k 00-01210,06.12.2000
k 00-01211,08.12.2000
k 00-01213,24.01.2001
k 00-01214,07.02.2001
k 00-01215,27.02.2001
k 00-01216,14.02.2001
k 00-01217,16.02.2001
k 00-01218,21.02.2001
k 00-01219,09.05.2001
k 00-10001,22.06.2001
k 00-10002,28.06.2001
k 00-10003,29.06.2001
k 00-10004,09.07.2001
k 00-10005,09.07.2001
k 00-10006,02.08.2001
k 00-10007,28.08.2001
k 00-10008,19.09.2001
k 00-10009,15.10.2001
k 00-10010,15.10.2001
k 00-10011,14.11.2001
k 00-10012,14.11.2001
k 00-10013,23.11.2001
k 00-10014,26.11.2001
k 00-10015,06.12.2001
k 00-10016,16.01.2002
k 00-10017,24.01.2002
k 00-10018,07.02.2002
k 00-10019,20.02.2002
k 00-10020,17.04.2002
k 00-10021,25.06.2002
k 00-10022,25.06.2002
k 00-10023,11.07.2002
k 00-10024,17.07.2002
k 00-10025,14.08.2002
k 00-10026,02.09.2002
k 00-10027,06.09.2002
k 00-10028,06.09.2002
k 00-10029,06.09.2002
k 00-10030,25.09.2002
k 00-10031,27.09.2002
k 00-10032,21.11.2002
k 00-10033,03.12.2002
k 00-10034,10.01.2003
k 00-10035,20.01.2003
k 00-10036,12.02.2003
k 00-10037,12.02.2003
k 00-10038,24.02.2003
k 00-10039,28.03.2003
k 00-10040,17.04.2003
k 00-10041,30.04.2003
k 00-10042,29.04.2003
k 00-10043,16.05.2003
k 00-10044,03.06.2003
k 00-10045,03.06.2003
k 00-10046,11.07.2003
k 00-10047,04.09.2003
k 00-10048,17.09.2003
k 00-10049,02.10.2003
k 00-10050,13.10.2003
k 00-10051,14.10.2003
k 00-10052,21.10.2003
k 00-10053,23.10.2003
k 00-10054,18.11.2003
k 00-10055,24.11.2003
k 00-10056,24.11.2003
k 00-10057,24.02.2004
k 00-10058,22.03.2004
k 00-10059,25.03.2004
k 00-10060,20.04.2004
k 00-10061,19.05.2004
k 00-10062,16.07.2004
k 00-10063,15.07.2004
k 00-10064,17.08.2004
k 00-10065,17.08.2004
k 00-10066,19.08.2004
k 00-10067,09.09.2004
k 00-10068,14.09.2004
k 00-10069,21.09.2004
k 00-10070,21.09.2004
k 00-10071,11.10.2004
k 00-10072,10.01.2004
k 00-10073,18.11.2004
k 00-10074,16.11.2004
k 00-10075,29.11.2004
k 00-10076,01.12.2004
k 00-10077,10.12.2004
k 00-10078,13.12.2004
k 00-10079,07.01.2005
k 00-10080,07.01.2005
k 00-10081,04.01.2005
k 00-10082,12.01.2005
k 00-10083,26.01.2005
k 00-10084,26.01.2005
k 00-10085,10.02.2005
k 00-10086,14.02.2005
k 00-10087,02.05.2005
k 00-10088,02.05.2005
k 00-10089,02.05.2005
k 00-10090,26.05.2005
k 00-10091,17.06.2005
k 00-10092,12.07.2005
k 00-10093,12.08.2005
k 00-10094,16.08.2005
k 00-10095,18.08.2005
k 00-10096,23.09.2005
k 00-10097,29.09.2005
k 00-10098,10.10.2005
k 00-10099,15.12.2005
k 00-10100,10.01.2006
k 00-10101,16.01.2006
k 00-10102,20.01.2006
k 00-10103,07.02.2006
k 00-10104,24.02.2006
k 00-10105,24.02.2006
k 00-10106,27.02.2006
k 00-10107,27.02.2006
k 00-10108,27.02.2006
k 00-10109,09.05.2006
k 00-10110,11.05.2006
k 00-10111,12.05.2006
k 00-10112,18.05.2006
k 00-10113,27.06.2006
k 00-10114,29.06.2006
k 00-10115,04.07.2006
k 00-10116,18.07.2006
k 00-10117,26.07.2006
k 00-10118,27.07.2006
k 00-10119,08.08.2006
k 00-10121,03.11.2006
k 00-10122,07.11.2006
k 00-10123,04.11.2006
k 00-10124,07.11.2006
k 00-10125,14.12.2006
k 00-10126,18.12.2006
k 00-10127,19.12.2006
k 00-10128,30.01.2007
k 00-10129,30.01.2007
k 00-10130,01.02.2007
k 00-10131,02.02.2007
k 00-10132,02.02.2007
k 00-10133,13.02.2007
k 00-10134,15.02.2007
k 00-10135,15.02.2007
k 00-10136,16.02.2007
k 00-10137,26.02.2007
k 00-10138,26.02.2007
k 00-10139,29.03.2007
k 00-10140,02.04.2007
k 00-10141,03.04.2007
k 00-10142,16.04.2007
k 00-10143,03.05.2007
k 00-10144,10.05.2007
k 00-10145,06.06.2007
k 00-10146,13.06.2007
k 00-10147,13.06.2007
k 00-10148,13.06.2007
k 00-10149,25.06.2007
k 00-10150,02.07.2007
k 00-10151,02.07.2007
k 00-10152,10.07.2007
k 00-10153,12.07.2007
k 00-10154,09.08.2007
k 00-10155,29.08.2007
k 00-10156,29.08.2007
k 00-10157,29.08.2007
k 00-10158,13.09.2007
k 00-10159,17.09.2007
k 00-10160,03.10.2007
k 00-10161,05.10.2007
k 00-10162,12.10.2007
k 00-10163,12.10.2007
k 00-10164,12.10.2007
k 00-10165,12.10.2007
k 00-10166,31.10.2007
k 00-10167,12.11.2007
k 00-10168,26.11.2007
k 00-10169,03.11.2007
k 00-10170,25.01.2008
k 00-10171,28.01.2008
k 00-10172,20.02.2008
k 00-10173,07.03.2008
k 00-10174,19.03.2008
k 00-10175,28.03.2008
k 00-10176,16.04.2008
k 00-10177,17.04.2008
k 00-10178,07.05.2008
k 00-10179,08.05.2008
k 00-10180,08.05.2008
k 00-10181,08.05.2008
k 00-10182,14.05.2008
k 00-10183,14.05.2008
k 00-10184,21.05.2008
k 00-10185,30.05.2008
k 00-10186,22.05.2008
k 00-10187,22.05.2008
k 00-10188,29.05.2008
k 00-10189,29.05.2008
k 00-10190,11.06.2008
k 00-10191,23.06.2008
k 00-10192,24.06.2008
k 00-10193,01.07.2008
k 00-10194,04.07.2008
k 00-10195,04.07.2008
k 00-10196,09.07.2008
k 00-10197,17.07.2008
k 00-10198,18.07.2008
k 00-10199,21.07.2008
k 00-10200,21.07.2008
k 00-10201,22.07.2008
k 00-10202,22.07.2008
k 00-10203,22.07.2008
k 00-10205,22.07.2008
k 00-10206,22.07.2008
k 00-10207,22.07.2008
k 00-10208,22.07.2008
k 00-10209,23.07.2008
k 00-10210,24.07.2008
k 00-10211,14.08.2008
k 00-10212,14.08.2008
k 00-10213,29.08.2008
k 00-10214,17.09.2008
k 00-10215,26.09.2008
k 00-10216,26.09.2008
k 00-10217,10.10.2008
k 00-10218,14.10.2008
k 00-10219,23.10.2008
k 00-10220,28.10.2008
k 00-10221,28.10.2008
k 00-10222,03.11.2008
k 00-10223,13.11.2008
k 00-10224,19.11.2008
k 00-10225,09.12.2008
k 00-10226,15.12.2008
k 00-10227,07.01.2009
k 00-10228,17.02.2009
k 00-10229,18.02.2009
k 00-10230,18.02.2009
k 00-10231,18.02.2009
k 00-10232,18.02.2009
k 00-10233,18.02.2009
k 00-10234,23.02.2009
k 00-10235,26.02.2009
k 00-10236,27.02.2009
k 00-10237,16.04.2009
k 00-10238,16.04.2009
k 00-10239,16.04.2009
k 00-10240,30.04.2009
k 00-10241,08.05.2009
k 00-10242,12.05.2009
k 00-10243,13.05.2009
k 00-10244,20.05.2009
k 00-10245,02.06.2009
k 00-10246,15.06.2009
k 00-10247,17.06.2009
k 00-10248,16.06.2009
k 00-10249,06.07.2009
k 00-10250,07.07.2009
k 00-10251,07.07.2009
k 00-10252,07.07.2009
k 00-10253,07.07.2009
k 00-10254,07.07.2009
k 00-10255,14.07.2009
k 00-10256,14.07.2009
k 00-10257,05.08.2009
k 00-10258,14.08.2009
k 00-10259,25.08.2009
k 00-10260,13.10.2009
k 00-10261,05.10.2009
k 00-10262,08.10.2009
k 00-10263,12.10.2009
k 00-10264,12.10.2009
k 00-10265,12.10.2009
k 00-10266,08.10.2009
k 00-10267,12.10.2009
k 00-10268,12.10.2009
k 00-10269,08.10.2009
k 00-10270,08.10.2009
k 00-10271,12.10.2009
k 00-10272,14.10.2009
k 00-10273,04.11.2009
k 00-10274,07.12.2009
k 00-10275,08.12.2009
k 00-10276,05.01.2010
k 00-10277,21.01.2010
k 00-10278,27.01.2010
k 00-10279,03.02.2010
k 00-10280,05.02.2010
k 00-10281,05.02.2010
k 00-10282,08.03.2010
k 00-10283,10.03.2010
k 00-10284,19.03.2010
k 00-10285,08.04.2010
k 00-10286,07.05.2010
k 00-10287,18.05.2010
k 00-10288,18.05.2010
k 00-10289,23.06.2010
k 00-10290,28.06.2010
k 00-10291,14.07.2010
k 00-10292,11.08.2010
k 00-10293,16.08.2010
k 00-10294,12.10.2010
k 00-10295,26.10.2010
k 00-10296,10.11.2010
k 00-10297,11.11.2010
k 00-10298,16.11.2010
k 00-10299,24.11.2010
k 00-10300,24.11.2010
k 00-10301,08.12.2010
k 00-10302,20.01.2011
k 00-10303,15.02.2011
k 00-10304,22.02.2011
k 00-10305,20.04.2011
k 00-10306,16.05.2011
k 00-10307,27.05.2011
k 00-10308,20.06.2011
k 00-10309,30.06.2011
k 00-10310,19.07.2011
k 00-10311,28.07.2011
k 00-10312,09.08.2011
k 00-10313,19.08.2011
k 00-10314,15.09.2011
k 00-10315,21.09.2011
k 00-10316,04.10.2011
k 00-10317,10.10.2011
k 00-10318,11.10.2011
k 00-10319,13.10.2011
k 00-10320,31.10.2011
k 00-10321,17.11.2011
k 00-10322,18.11.2011
k 00-10323,01.12.2011
k 00-10324,02.12.2011
k 00-10326,05.07.2012
k 00-10327,27.01.2012
k 00-10328,16.03.2012
k 00-10329,20.03.2012
k 00-10330,28.03.2012
k 00-10331,28.03.2012
k 00-10332,02.04.2012
k 00-10333,10.04.2012
k 00-10334,10.04.2012
k 00-10335,10.04.2012
k 00-10336,11.04.2012
k 00-10337,02.05.2012
k 00-10338,23.05.2012
k 00-10339,24.05.2012
k 00-10340,30.05.2012
k 00-10341,07.06.2012
k 00-10342,27.06.2012
k 00-10343,03.07.2012
k 00-10344,19.07.2012
k 00-10345,23.07.2012
k 00-10346,24.07.2012
k 00-10347,04.09.2012
k 00-10348,11.09.2012
k 00-10349,01.10.2012
k 00-10350,03.10.2012
k 00-10351,12.10.2012
k 00-10352,12.10.2012
k 00-10353,12.10.2012
k 00-10354,17.12.2012
k 00-10355,17.12.2012
k 00-10356,10.12.2012
k 00-10357,17.01.2013
k 00-10358,17.01.2013
k 00-10359,31.01.2013
k 00-10360,31.01.2013
k 00-10361,01.02.2013
k 00-10362,13.02.2013
k 00-10363,13.02.2013
k 00-10364,20.02.2013
k 00-10365,28.02.2013
k 00-10366,10.04.2013
k 00-10367,23.04.2013
k 00-10368,24.04.2013
k 00-10369,24.04.2013
k 00-10370,29.04.2013
k 00-10371,13.05.2013
k 00-10372,21.05.2013
k 00-10373,06.06.2013
k 00-10374,18.06.2013
k 00-10375,24.06.2013
k 00-10376,10.07.2014
k 00-10377,25.06.2013
k 00-10378,03.07.2013
k 00-10379,30.07.2013
k 00-10380,12.08.2013
k 00-10381,05.09.2013
k 00-10382,24.09.2013
k 00-10383,24.09.2013
k 00-10384,04.10.2013
k 00-10385,17.10.2013
k 00-10386,04.11.2013
k 00-10387,28.11.2013
k 00-10388,25.11.2013
k 00-10389,07.01.2014
k 00-10390,25.03.2014
k 00-10391,25.03.2014
k 00-10392,25.03.2014
k 00-10393,24.04.2014
k 00-10394,08.04.2014
k 00-10395,14.04.2014
k 00-10396,05.05.2014
k 00-10397,05.05.2014
k 00-10398,22.05.2014
k 00-10399,16.06.2014
k 00-10400,25.06.2014
k 00-10401,23.06.2014
k 00-10402,01.07.2014
k 00-10403,01.07.2014
k 00-10404,01.07.2014
k 00-10405,02.07.2014
k 00-10407,04.07.2014
k 00-10408,10.07.2014
k 00-10409,22.07.2014
k 00-10410,22.07.2014
k 00-10411,28.07.2014
k 00-10412,19.08.2014
k 00-10413,18.09.2014
k 00-10414,18.09.2014
k 00-10415,18.09.2014
k 00-10416,24.10.2014
k 00-10418,08.12.2014
k 00-10419,08.12.2014
k 01-00032,09.03.1990
k 01-00037,24.10.1994
k 01-00038,22.02.1995
k 01-00039,22.02.1995
k 01-00040,11.09.1995
k 01-00041,18.04.1996
k 01-00042,22.04.1996
k 01-00043,05.06.1996
k 01-00045,29.11.1996
k 01-00046,03.12.1996
k 01-00047,27.05.1997
k 01-00048,04.09.1997
k 01-00052,22.03.2000
k 01-00068,30.01.2001
k 01-00069,01.03.2001
k 01-10001,14.08.2002
k 01-10002,11.10.2002
k 01-10003,11.03.2004
k 01-10004,07.07.2005
k 01-10005,30.08.2005
k 01-10006,03.03.2006
k 01-10007,04.07.2007
k 01-10008,12.10.2007
k 01-10009,19.09.2008
k 01-10010,29.09.2008
k 01-10011,22.10.2008
k 01-10012,14.11.2008
k 01-10013,17.02.2009
k 01-10014,02.07.2009
k 01-10015,09.07.2009
k 01-10016,09.09.2009
k 01-10017,09.10.2009
k 01-10018,09.10.2009
k 01-10019,20.05.2010
k 01-10020,11.10.2010
k 01-10021,03.03.2011
k 01-10022,28.03.2011
k 01-10023,17.06.2011
k 01-10024,11.07.2011
k 01-10025,14.09.2011
k 01-10026,18.10.2011
k 01-10027,13.06.2012
k 01-10028,11.09.2012
k 01-10029,30.07.2013
k 01-10030,07.08.2013
k 01-10031,14.01.2014
k 03-00004,28.08.1995
k 03-00010,26.03.1997
k 03-10001,25.09.2008
k 03-10002,25.08.2009
k 03-10003,15.02.2011
k 03-10004,18.06.2013
k 04-00002,11.09.1998
k 04-00003,16.06.2008
k 04-10001,24.09.2008
k 04-10002,30.03.2010
k 05-00002,27.08.1987
k 05-00004,20.02.1995
k 05-00005,14.04.1998
k 05-00006,24.08.1998
k 05-00007,24.08.1998
k 05-00008,29.10.1998
k 05-00009,17.11.1998
k 05-00010,17.11.1998
k 05-00011,17.11.1998
k 05-00012,17.11.1998
k 05-00013,17.11.1998
k 05-00014,17.11.1998
k 05-00015,17.11.1998
k 05-00016,17.11.1998
k 05-00017,15.11.2000
k 05-10001,06.08.2003
k 05-10002,28.06.2004
k 05-10003,06.10.2004
k 05-10005,18.08.2006
k 05-10006,23.04.2007
k 05-10007,19.10.2007
k 05-10008,27.11.2007
k 05-10009,27.11.2007
k 05-10010,10.06.2008
k 05-10011,10.06.2008
k 05-10012,22.08.2008
k 05-10013,07.11.2008
k 05-10014,17.06.2009
k 05-10015,23.02.2011
k 05-10016,20.03.2012
k 05-10017,21.05.2014
k 06-00004,19.07.1996
k 06-00005,28.04.1998
k 06-00006,16.07.1998
k 06-00007,25.09.1998
k 06-00008,02.11.1998
k 06-00009,20.10.1998
k 06-10001,21.03.2007
k 06-10002,18.08.2008
k 06-10003,30.04.2009
k 06-10004,24.01.2013
k 06-10005,12.08.2013
k 06-10006,22.07.2014
k 06-10007,21.10.2014
k 07-00003,11.09.1995
k 07-00004,16.08.1996
k 07-00006,22.05.1998
k 07-00007,05.05.1999
k 07-10001,18.11.2004
k 07-10002,02.03.2005
k 10-00007,08.02.1985
k 10-00008,04.07.1985
k 10-00009,04.06.1987
k 10-00010,22.06.1987
k 10-00011,28.02.1995
k 10-00012,28.02.1995
k 10-00013,02.03.1995
k 10-00014,14.08.1995
k 10-00015,11.07.1996
k 10-00016,21.07.1997
k 10-00017,03.08.1998
k 10-00018,01.06.1999
k 10-00019,13.09.1999
k 10-00020,23.11.1999
k 10-00021,19.05.2000
k 10-00022,25.05.2000
k 10-00023,14.09.2000
k 10-00024,01.03.2001
k 10-00025,01.03.2001
k 10-00026,31.05.2001
k 10-10001,02.07.2001
k 10-10002,05.10.2001
k 10-10003,11.07.2002
k 10-10004,11.07.2002
k 10-10005,27.03.2003
k 10-10006,16.05.2003
k 10-10007,31.07.2003
k 10-10008,04.02.2004
k 10-10009,22.06.2004
k 10-10010,24.01.2005
k 10-10011,01.03.2005
k 10-10012,02.11.2005
k 10-10013,15.05.2006
k 10-10014,12.09.2006
k 10-10015,25.01.2008
k 10-10016,31.01.2008
k 10-10017,22.02.2008
k 10-10018,06.08.2008
k 10-10019,08.08.2008
k 10-10020,08.08.2008
k 10-10021,26.09.2008
k 10-10022,26.09.2008
k 10-10023,26.09.2008
k 10-10024,06.03.2009
k 10-10025,09.12.2008
k 10-10026,18.12.2008
k 10-10027,04.02.2009
k 10-10028,06.03.2009
k 10-10029,08.04.2009
k 10-10030,04.06.2009
k 10-10031,04.06.2009
k 10-10032,17.06.2009
k 10-10033,11.08.2009
k 10-10034,11.08.2009
k 10-10035,12.10.2009
k 10-10036,22.10.2009
k 10-10037,10.11.2009
k 10-10038,29.01.2010
k 10-10039,05.03.2010
k 10-10040,27.04.2010
k 10-10041,21.05.2010
k 10-10042,10.01.2011
k 10-10043,24.06.2011
k 10-10044,20.03.2012
k 10-10045,28.03.2012
k 10-10046,28.03.2012
k 10-10047,22.05.2012
k 10-10048,03.07.2012
k 10-10049,07.08.2012
k 10-10050,18.06.2013
k 10-10051,21.06.2013
k 10-10052,17.07.2013
k 10-10053,02.10.2013
k 10-10054,07.10.2013
k 10-10055,12.02.2014
k 10-10056,17.02.2014
k 10-10057,19.05.2014
k 10-10058,01.07.2014
k 10-10059,02.07.2014
k 10-10060,16.09.2014
k 14-00006,28.07.1999
k 15-00009,10.06.1987
k 15-00010,30.09.1987
k 15-00011,20.11.1987
k 15-00021,05.06.2001
k 15-10001,15.10.2001
k 15-10002,26.11.2001
k 15-10003,26.11.2001
k 15-10004,25.03.2002
k 15-10005,25.03.2002
k 15-10006,02.02.2005
k 15-10007,20.02.2008
k 15-10008,26.02.2008
k 15-10009,17.07.2008
k 15-10010,06.08.2008
k 15-10011,04.02.2010
k 15-10012,24.09.2010
k 15-10013,14.10.2010
k 15-10014,19.08.2011
k 15-10015,12.10.2011
k 15-10016,27.04.2012
k 15-10017,12.02.2013
k 15-10018,17.02.2014
k 15-10019,18.11.2014
k 16-00014,03.04.1987
k 16-00015,27.08.1987
k 16-00016,04.12.1987
k 16-00017,28.03.1988
k 16-00020,15.10.1998
k 16-00021,03.12.1998
k 16-00022,12.01.1999
k 16-00023,26.02.1999
k 16-00024,22.04.1999
k 16-00025,01.06.1999
k 16-00026,24.06.1999
k 16-00027,25.11.1999
k 16-00028,25.11.1999
k 16-10001,23.07.2001
k 16-10002,15.01.2002
k 16-10003,05.12.2002
k 16-10004,06.06.2003
k 16-10005,11.06.2003
k 16-10006,25.02.2004
k 16-10007,26.04.2004
k 16-10008,16.07.2004
k 16-10009,15.07.2004
k 16-10010,19.07.2004
k 16-10011,04.08.2004
k 16-10012,21.09.2004
k 16-10013,21.09.2004
k 16-10014,09.02.2005
k 16-10015,23.03.2005
k 16-10016,30.06.2005
k 16-10017,15.08.2005
k 16-10018,24.04.2006
k 16-10019,29.08.2008
k 16-10020,30.01.2009
k 16-10021,18.06.2009
k 16-10022,06.07.2009
k 16-10023,10.11.2009
k 16-10024,10.11.2009
k 16-10025,08.12.2009
k 16-10026,21.01.2010
k 16-10027,16.04.2010
k 16-10028,16.04.2010
k 16-10029,16.04.2010
k 16-10030,28.04.2010
k 16-10031,02.06.2010
k 16-10032,10.08.2010
k 16-10033,14.09.2010
k 16-10034,29.03.2011
k 16-10035,26.07.2011
k 16-10036,26.07.2011
k 16-10037,26.07.2011
k 16-10038,23.09.2011
k 16-10039,28.03.2012
k 16-10040,03.04.2012
k 16-10041,24.07.2012
k 16-10042,20.09.2012
k 16-10043,30.07.2013
k 16-10044,08.04.2014
k 16-10045,20.05.2014
k 16-10046,12.09.2014
k 16-10047,12.09.2014
k 16-10048,16.09.2014
k 16-10049,23.09.2014
k 17-00002,11.12.1984
k 17-00003,04.12.1990
k 17-00004,04.12.1990
k 17-00005,10.04.1991
k 17-00006,04.06.1991
k 17-00008,24.07.1991
k 17-00009,24.06.1993
k 17-00010,02.05.1994
k 17-00011,19.04.1995
k 17-00012,02.05.1995
k 17-00013,26.04.1996
k 17-00014,12.09.1997
k 17-00015,12.09.1997
k 17-00016,17.05.1999
k 17-00017,10.08.2000
k 17-00018,14.09.2000
k 17-10001,08.01.2008
k 18-00004,19.10.1998
k 18-00005,19.01.2000
k 18-10001,06.11.2008
k 18-10002,28.09.2010
k 19-00004,25.07.1986
k 19-00005,06.01.1992
k 19-00006,01.06.1992
k 19-00008,15.02.1995
k 19-00010,03.04.1998
k 19-00011,19.08.1998
k 19-00012,09.04.2008
k 19-00013,27.05.2008
k 19-10001,14.08.2009
k 19-10002,08.11.2010
k 21-10001,19.12.2001
k 21-10002,03.06.2003
k 21-10003,22.03.2007
k 21-10004,26.05.2008
k 21-10005,26.05.2008
k 21-10006,04.06.2008
k 21-10007,23.07.2008
k 21-10008,29.09.2008
k 21-10009,02.10.2008
k 21-10010,16.10.2009
k 21-10011,19.10.2009
k 21-10012,18.01.2011
k 21-10014,27.06.2011
k 21-10015,13.02.2012
k 21-10016,10.04.2012
k 21-10017,05.06.2012
k 21-10018,18.12.2012
k 21-10019,30.07.2013
k 21-10020,21.10.2014
k 22-00002,29.06.2010
k 22-00003,07.05.1990
k 22-00004,15.05.1990
k 22-10005,22.02.2008
